playerid,mlbamid,name,season,age,g,gs,ip,tbf,h,er,hr,so,bb,ibb,hbp,babip,lob_percent,fip,x_fip,ld_percent,hr_fb,f_bv,c_tv,s_fv,o_swing_percent,c_sw_str_percent,x_era,position,ev90,barrels,barrel_percent,k_percent,bb_percent,k_minus_bb_percent,era,xera_gap,fip_era_gap
17277,624133,Ranger Suarez,2024,28,27,27,150.2,626,140,58,14,145,41,1,5,0.2992874109263658,0.73918269,3.3655948359811876,3.2615301697807766,0.223004694,0.127272727,91.24146545,86.55123675,NA,0.34082923,0.26878981,3.67,SP,105.2,22,0.05057471,23.162939297124602,7.507987220447284,15.654952076677318,3.475366178428762,-0.19463382157123776,0.10977134244757458
17425,607200,Erick Fedde,2024,31,31,31,177.1,726,154,65,20,154,52,0,5,0.27070707070707073,0.79234973,3.8600888207402355,4.116248779535615,0.185185185,0.0990099,93.04661487,89.98286938,87.70974576,0.29032258,0.24801382,3.91,SP,104.3,39,0.07572816,21.21212121212121,7.851239669421488,13.360881542699723,3.303218520609825,-0.6067814793901753,-0.5568703001304107
12730,607259,Nick Martinez,2024,33,42,16,142.1,570,128,49,13,116,18,0,5,0.2751196172248804,0.71536145,3.2086343465409137,3.890930479787186,0.216470588,0.073863636,92.35882353,89.08715596,NA,0.36279461,0.27281279,3.19,RP,103,22,0.05104408,20.350877192982455,4.035087719298246,16.31578947368421,3.1034482758620694,-0.08655172413793055,-0.10518607067884433
13743,608331,Max Fried,2024,30,29,29,174.1,714,146,63,13,166,57,0,7,0.2823779193205945,0.72471324,3.3328277754948985,3.326133318840467,0.179916317,0.117117117,93.78445748,NA,NA,0.32098765,0.27838033,3.72,SP,103.8,24,0.04958678,23.249299719887954,8.96358543417367,14.285714285714285,3.256748994830557,-0.4632510051694432,-0.07607878066434148
30134,676440,Tanner Bibee,2024,25,31,31,173.2,710,150,67,22,187,44,0,8,0.28507795100222716,0.77102804,3.558034503720317,3.7221290344117035,0.209401709,0.10576923,94.67522053,NA,NA,0.31499051,0.27444795,3.75,SP,104,33,0.07006369,26.338028169014084,7.323943661971831,19.014084507042252,3.481524249422633,-0.26847575057736695,-0.0765102542976841
14078,608379,Michael Wacha,2024,32,29,29,166.2,685,154,62,17,145,45,1,5,0.28964059196617337,0.77136515,3.652479807952883,4.1408899252293105,0.199170124,0.085,93.64011799,88.54601227,NA,0.31561009,0.26238955,4.05,SP,103.6,39,0.07959184,21.16788321167883,7.445255474452554,13.722627737226276,3.3574007220216613,-0.6925992779783385,-0.29507908593122156
22201,669022,MacKenzie Gore,2024,25,32,32,166.1,731,171,72,15,181,65,0,11,0.33986928104575165,0.68141593,3.533213256437909,3.8698469066084726,0.255319148,0.090361445,96.05431503,NA,NA,0.31526223,0.26110184,4.2,SP,104.6,32,0.06751055,24.76060191518468,10.39671682626539,14.36388508891929,3.901264298615292,-0.2987357013847083,0.3680510421773828
17479,656427,Jack Flaherty,2024,28,28,28,162,649,135,57,24,194,38,0,4,0.2853470437017995,0.80892608,3.4751217608661884,2.9958705333118116,0.226829268,0.154838709,93.24539363,NA,NA,0.3293601,0.31254724,3.54,SP,104.5,32,0.07748184,29.892141756548536,6.471494607087827,23.42064714946071,3.166666666666667,-0.3733333333333331,-0.30845509419952144
17085,641154,Pablo Lopez,2024,28,32,32,185.1,772,180,84,26,198,41,0,8,0.30861723446893785,0.72170301,3.6466956188069033,3.356718526512719,0.209615384,0.138297872,94.99374131,NA,NA,0.35752212,0.27762894,3.67,SP,104.1,43,0.08190476,25.647668393782386,6.347150259067358,19.300518134715027,4.084278768233387,0.4142787682333875,0.43758314942648413
25880,686613,Hunter Brown,2024,25,31,30,170,712,156,66,18,179,60,0,5,0.30666666666666664,0.76608784,3.5841268371133244,3.47062797642806,0.206008583,0.126760563,95.87843137,92.51546392,88.36134454,0.30585424,0.26955017,3.31,SP,103.1,21,0.04487179,25.140449438202246,9.129213483146067,16.01123595505618,3.4941176470588236,0.1841176470588235,-0.09000919005450081
21390,657746,Joe Ryan,2024,28,23,23,135,538,110,54,19,147,23,0,5,0.26453488372093026,0.70915619,3.4405538523638692,3.4365343724687896,0.189415041,0.116564417,93.91209748,NA,88.55888651,0.32387923,0.2955408,2.87,SP,104.7,31,0.08539945,27.323420074349443,5.204460966542751,22.118959107806692,3.6,0.73,0.15944614763613085
16149,605400,Aaron Nola,2024,31,33,33,199.1,820,189,79,30,197,50,0,3,0.29444444444444445,0.79,3.944071771375267,3.4439326983857663,0.215547703,0.15625,92.12402597,87.52040816,NA,0.34673629,0.27967429,3.72,SP,103.9,41,0.07192982,24.024390243902438,6.463414634146342,17.560975609756095,3.571069814163737,-0.14893018583626327,-0.37300195721152996
27782,694297,Brandon Pfaadt,2024,25,32,32,181.2,760,183,95,24,185,42,1,4,0.31485148514851485,0.64483112,3.606846775425454,3.5789809378818194,0.196940726,0.1182266,93.78534704,NA,89.81818182,0.32618583,0.289596,3.78,SP,104.8,43,0.08128544,24.342105263157894,6.184210526315789,18.157894736842103,4.718543046357616,0.9385430463576161,1.1116962709321618
33829,684007,Shota Imanaga,2024,30,29,29,173.1,694,149,56,27,174,28,0,3,0.26406926406926406,0.80168776,3.720325948387914,3.6231366634688884,0.172839506,0.122171945,91.70675575,89.66666667,82.79799107,0.38942308,0.27370856,3.39,SP,104,42,0.08588957,25.072046109510087,4.46685878962536,20.605187319884728,2.911611785095321,-0.4783882149046792,-0.8087141632925929
17874,641482,Nestor Cortes,2024,29,31,30,174.1,710,162,73,24,162,39,0,4,0.2869022869022869,0.76429405,3.8376078865881462,4.164166497803895,0.200400801,0.098360655,92.07302075,87.54625,NA,0.31025958,0.25184146,3.62,SP,104.4,40,0.07920792,22.816901408450704,6.056338028169014,16.76056338028169,3.773693279724297,0.1536932797242967,-0.06391460686384942
13543,605483,Blake Snell,2024,31,20,20,104,418,65,36,6,145,44,0,1,0.26576576576576577,0.70866142,2.4260951629051797,3.013641060716831,0.172566371,0.065217391,95.91849148,NA,NA,0.34588441,0.32807215,2.57,SP,103.9,13,0.05701754,34.688995215311,10.76555023923445,23.923444976076553,3.1153846153846154,0.5453846153846156,0.6892894524794357
14107,592332,Kevin Gausman,2024,33,31,31,181,756,165,77,20,162,56,0,2,0.2810077519379845,0.7025641,3.7742145849196294,4.217318957294878,0.195121951,0.088888888,93.9181601,NA,86.01886792,0.33034648,0.25785738,4.71,SP,105.6,52,0.09701493,21.428571428571427,7.671957671957672,13.756613756613756,3.828729281767956,-0.8812707182320438,0.05451469684832677
17312,657006,Justin Steele,2024,28,24,24,134.2,555,111,46,12,135,37,0,4,0.26975476839237056,0.72485207,3.2333114665064815,3.6243300113302235,0.176630434,0.086956521,91.625,NA,NA,0.30792377,0.27747924,2.74,SP,102.4,16,0.04221636,24.324324324324326,7.3873873873873865,16.936936936936938,3.0849478390461997,0.3449478390461995,-0.14836362746028176
21224,641927,Bailey Ober,2024,28,31,31,178.2,709,136,79,27,191,43,0,6,0.24660633484162897,0.70652174,3.8157335465988487,3.831460975046075,0.161290322,0.115384615,91.78501946,86.21863118,NA,0.37079365,0.29365962,3.22,SP,103.8,39,0.08315565,26.939351198871652,6.911142454160791,20.02820874471086,3.98989898989899,0.7698989898989899,0.1741654433001414
33825,808967,Yoshinobu Yamamoto,2024,25,18,18,90,368,78,30,7,105,22,0,1,0.30472103004291845,0.75657895,2.6109242227342397,2.8598201168080175,0.205882352,0.093333333,95.49607535,91.46590909,90.25561798,0.34296029,0.30393487,3.44,SP,105.5,20,0.08333333,28.532608695652172,6.25,22.282608695652172,3,-0.43999999999999995,0.38907577726576026
19291,668678,Zac Gallen,2024,28,28,28,148,621,133,60,13,156,54,0,4,0.30456852791878175,0.74652778,3.3759392377492548,3.623460475899078,0.202469135,0.095588235,93.72984563,90.39473684,NA,0.32966361,0.28320702,3.97,SP,104.6,30,0.07371007,25.120772946859905,9.339774557165862,15.780998389694043,3.6486486486486487,-0.3213513513513515,0.27270941089939393
13774,621107,Zach Eflin,2024,30,28,28,165.1,684,166,66,22,134,24,0,3,0.2874251497005988,0.75215783,3.7652701054756896,3.809602550214079,0.197292069,0.113402061,91.9339207,88.19942611,NA,0.35464684,0.27625664,3.67,SP,104.7,39,0.07456979,19.5906432748538,3.9473684210526314,15.643274853801168,3.5978195033313147,-0.0721804966686852,-0.1674506021443749
29837,682243,Bryce Miller,2024,25,31,31,180.1,704,131,59,21,171,45,1,3,0.23706896551724138,0.78208556,3.5823762780052792,3.8544157895150137,0.17805383,0.098591549,95.07042254,92.24590164,84.47021277,0.30443286,0.27209895,3.72,SP,104.6,47,0.09690722,24.289772727272727,6.9602272727272725,17.329545454545453,2.9483620210993893,-0.7716379789006109,-0.63401425690589
15873,640455,Sean Manaea,2024,32,32,32,181.2,738,134,70,21,184,63,0,9,0.24511930585683298,0.74178935,3.8325348614574795,4.035993900054773,0.19327731,0.102439024,92.37149672,88.31196581,NA,0.32227488,0.27594261,3.75,SP,104.2,36,0.0746888,24.932249322493224,9.75609756097561,15.176151761517614,3.4768211920529803,-0.27317880794701965,-0.3557136694044991
27867,671922,Cade Smith,2024,25,74,0,75.1,289,51,16,1,103,17,0,3,0.30303030303030304,0.79022989,1.4009927546261436,2.4126101284819432,0.206060606,0.016949152,96.05334988,NA,88.49173554,0.30033557,0.32246998,2.55,RP,104.6,14,0.08433735,35.6401384083045,6.920415224913495,28.719723183391007,1.9174434087882826,-0.6325565912117173,0.516450654162139
9132,543135,Nathan Eovaldi,2024,34,29,29,170.2,696,147,72,23,166,42,0,7,0.27074235807860264,0.74481074,3.8344485681038374,3.473425029652539,0.188284518,0.146496815,95.48469388,91.31578947,88.48514851,0.34764251,0.2855509,3.91,SP,105.1,37,0.07692308,23.850574712643677,7.040229885057471,16.810344827586206,3.807285546415981,-0.10271445358401898,-0.027163021687856226
31846,680885,Spencer Schwellenbach,2024,24,21,21,123.2,500,106,46,14,127,23,1,6,0.2787878787878788,0.74523397,3.2877735813232136,3.3443858529273034,0.217008797,0.112,95.97503671,93.01597444,84.54958678,0.38226601,0.29676736,3.44,SP,104.1,16,0.04651163,25.4,6,19.4,3.3603896103896105,-0.07961038961038946,0.07261602906639686
20253,643377,Griffin Jax,2024,29,72,0,71,276,47,16,4,95,15,1,2,0.26875,0.77054795,1.9411275339419682,2.3161196463997125,0.155279503,0.076923076,97.07783019,91,NA,0.41233766,0.35674157,2.37,RP,103.9,13,0.07926829,34.42028985507246,6.521739130434782,27.89855072463768,2.028169014084507,-0.3418309859154931,0.08704148014253876
27636,680730,Mitchell Parker,2024,24,29,29,151,646,154,72,18,133,43,0,2,0.3022222222222222,0.67318757,3.8485989835878085,4.1714173409619075,0.214750542,0.096256684,92.50556031,NA,85.60917031,0.33830104,0.25582363,4.37,SP,105.1,38,0.08119658,20.588235294117645,6.96594427244582,13.622291021671824,4.291390728476821,-0.0786092715231792,0.4427917448890124
21446,663372,Ryan Feltner,2024,27,30,30,162.1,692,165,81,20,138,52,0,7,0.30526315789473685,0.66326531,4.158266257003266,4.1679836347803185,0.199186991,0.115606936,94.52693208,NA,NA,0.29603399,0.26705426,4.31,SP,105.6,32,0.06464646,19.942196531791907,8.526011560693641,11.416184971098266,4.497223935842073,0.18722393584207353,0.3389576788388071
25377,663903,Brady Singer,2024,27,32,32,179.2,762,175,74,22,170,54,0,10,0.30237154150197626,0.77809798,3.9345688755814816,3.6219080661112044,0.237547892,0.144736842,92.16357827,NA,NA,0.29015544,0.28359717,4.65,SP,105.7,42,0.07954545,22.30971128608924,8.398950131233596,13.910761154855644,3.7165178571428577,-0.9334821428571427,-0.21805101843862396
24968,681857,Reese Olson,2024,24,22,22,112.1,465,100,44,7,101,33,0,4,0.290625,0.67610063,3.166479778289795,3.7158523464440556,0.182098765,0.06930693,94.23114957,NA,NA,0.34834325,0.28247978,3.64,SP,104.3,18,0.05504587,21.72043010752688,7.956989247311828,13.763440860215052,3.5325602140945587,-0.10743978590544145,0.36608043580476357
11674,592791,Jameson Taillon,2024,32,28,28,165.1,675,154,60,21,125,33,0,1,0.2686868686868687,0.7629256,3.9225281886454066,4.155232218072615,0.194499017,0.101941747,92.39821251,86.55787781,NA,0.31013616,0.26741845,4.05,SP,104.2,37,0.07170543,18.51851851851852,5.037037037037037,13.481481481481481,3.270745003028468,-0.7792549969715319,-0.6517831856169387
31757,695243,Mason Miller,2024,25,55,0,65,249,36,18,6,104,21,3,1,0.2564102564102564,0.70564516,2.1818642781048703,2.2147326747283302,0.162601626,0.113207547,100.91640867,NA,97.5,0.40306122,0.34926829,1.77,RP,102.2,7,0.05691057,41.76706827309237,10.040160642570282,31.72690763052209,2.4923076923076923,0.7223076923076923,0.31044341420282207
12304,605135,Chris Bassitt,2024,35,31,31,171,758,180,79,18,168,70,2,16,0.3333333333333333,0.72674419,4.078760480044181,4.275400760168569,0.242484969,0.101694915,92.57303371,89.63373083,84.20634921,0.27927928,0.2722372,4.52,SP,105.8,38,0.07539683,22.163588390501317,11.609498680738787,10.55408970976253,4.157894736842105,-0.36210526315789426,0.07913425679792407
15689,622491,Luis Castillo,2024,31,30,30,175.1,719,158,71,25,175,47,2,5,0.284796573875803,0.78285714,3.9136280889372825,3.8192348249970838,0.187242798,0.122549019,95.62230812,NA,NA,0.34864547,0.26897517,3.91,SP,105.2,42,0.08536585,24.33936022253129,7.510431154381085,16.828929068150206,3.6493432324386066,-0.26065676756139355,-0.26428485649867595
15823,641793,Zack Littell,2024,28,29,29,156.1,656,164,63,22,141,31,0,5,0.31072210065645517,0.78014184,3.8828977120460215,4.007155912614211,0.235294117,0.108910891,92.15141612,86.60969977,83.07986111,0.34019104,0.26768489,4.34,SP,104.5,46,0.0960334,21.49390243902439,5.487804878048781,16.006097560975608,3.632286995515695,-0.707713004484305,-0.2506107165303266
18138,664854,Ryan Helsley,2024,29,65,0,66.1,266,50,15,3,79,23,3,0,0.2919254658385093,0.78488372,2.412710876271701,3.351975720405567,0.220858895,0.044776119,99.60992908,89.22666667,NA,0.368,0.33582888,2.72,RP,102.9,6,0.03658537,29.69924812030075,9.774436090225564,19.924812030075188,2.0423600605143726,-0.6776399394856276,-0.37035081575732853
30279,693433,Bryan Woo,2024,24,22,22,121.1,472,96,39,14,101,13,0,3,0.2404692082111437,0.76839827,3.397249018732815,3.75402858748336,0.170454545,0.093959731,94.81723027,NA,NA,0.34186047,0.291788,2.72,SP,103.3,17,0.04788732,21.398305084745765,3.389830508474576,18.00847457627119,2.898431048720066,0.178431048720066,-0.49881797001274863
21032,661403,Emmanuel Clase,2024,26,74,0,74.1,270,39,5,2,66,10,1,2,0.19473684210526315,0.85062241,2.2247757746334336,2.810682301936149,0.184210526,0.04347826,99.57106274,NA,NA,0.40892193,0.28658537,2.45,RP,102.4,7,0.03645833,24.444444444444443,4.814814814814815,19.629629629629626,0.6072874493927125,-1.8427125506072877,-1.617488325240721
18679,642547,Freddy Peralta,2024,28,32,32,173.2,725,143,71,26,200,68,0,10,0.27790973871733965,0.79631636,4.156882907319939,3.9344894073369785,0.185520361,0.131313131,94.38559322,NA,NA,0.3196252,0.27035831,3.86,SP,104,39,0.08724832,27.586206896551722,10.758620689655173,16.827586206896548,3.6893764434180145,-0.17062355658198536,-0.4675064639019242
15423,571760,Andrew Heaney,2024,33,32,31,160,693,159,76,23,159,41,1,12,0.29694323144104806,0.71190211,4.04147983565927,4.176140982732315,0.220125786,0.108490566,91.60854093,87,NA,0.34868842,0.27202925,4.46,SP,105.4,40,0.08316008,22.943722943722943,7.792207792207792,15.15151515151515,4.2749999999999995,-0.1850000000000005,0.23352016434072986
17594,656605,Mitch Keller,2024,28,31,31,178,773,182,84,23,166,50,0,15,0.3063583815028902,0.73091248,4.076592137840357,4.078713848132097,0.237918215,0.116161616,93.99135063,89.17609047,NA,0.3190686,0.27945302,4.31,SP,104.2,39,0.07195572,21.47477360931436,8.408796895213454,13.065976714100907,4.247191011235955,-0.0628089887640444,0.17059887339559854
19407,669854,Ronel Blanco,2024,30,30,29,167.1,676,114,52,22,166,68,0,2,0.22009569377990432,0.83550914,4.146559489355193,4.090967087298483,0.183066361,0.120218579,93.50995261,NA,NA,0.33821734,0.28187432,4,SP,103.9,41,0.09318182,24.556213017751478,10.355029585798817,14.20118343195266,2.800718132854578,-1.1992818671454222,-1.3458413565006149
26253,669194,Ryne Nelson,2024,26,28,25,150.2,630,155,71,17,126,34,2,5,0.3080357142857143,0.71092832,3.7372762770051198,3.9764893178753735,0.217672413,0.1,95.23717472,91.24145786,NA,0.33436533,0.24345658,4.17,SP,105,35,0.07526882,20,6.507936507936509,13.49206349206349,4.254327563249002,0.08432756324900215,0.5170512862438823
27792,694813,Gavin Stone,2024,25,25,25,140.1,580,133,55,18,116,37,0,2,0.28255528255528256,0.79700272,4.014460806648854,4.017035412189123,0.191489361,0.116129032,95.13596059,92.25,NA,0.34933124,0.26474686,3.91,SP,104.4,27,0.06352941,20,6.724137931034482,13.275862068965518,3.5331905781584583,-0.37680942184154187,-0.4812702284903958
21052,661563,Luis Gil,2024,26,29,29,151.2,637,104,59,18,171,77,0,8,0.2369146005509642,0.78754579,4.1357106125284275,4.357417141033389,0.176781002,0.101694915,96.62193252,89.625,NA,0.28990025,0.27044261000000003,3.8,SP,105.3,36,0.09448819,26.84458398744113,13.343799058084773,13.500784929356357,3.511904761904762,-0.28809523809523796,-0.6238058506236657
22191,668964,Tobias Myers,2024,25,27,25,138,569,126,46,18,127,36,0,5,0.2819843342036554,0.81100141,3.912856589883998,3.9702576405760173,0.218274111,0.1125,92.96896552,89.26915521,NA,0.31725266,0.25685091,4.22,SP,105.1,31,0.07730673,22.319859402460455,7.205623901581721,15.114235500878735,3,-1.2199999999999998,-0.9128565898839982
15890,622663,Luis Severino,2024,30,31,31,182,761,166,79,23,161,60,0,11,0.2826086956521739,0.73730469,4.210435822245839,4.121125778089185,0.18076923,0.122994652,95.97283237,92.75619835,NA,0.33109346,0.24100968,3.88,SP,103.2,30,0.05671078,21.156373193166885,9.329829172141919,11.826544021024967,3.906593406593407,0.026593406593407032,-0.303842415652432
13799,621381,Matt Strahm,2024,32,66,0,62.2,237,36,13,4,79,11,1,6,0.23357664233576642,0.82278481,2.2888201147789995,3.1479785280435646,0.185714285,0.057142857,93.4421365,88.43103448,NA,0.35613682,0.29196338,2.43,RP,103.7,10,0.07092199,33.33333333333333,7.59493670886076,25.738396624472568,1.8810289389067523,-0.5489710610932479,-0.4077911758722472
15454,601713,Nick Pivetta,2024,31,27,26,145.2,595,128,67,28,172,36,1,1,0.27932960893854747,0.75516693,4.06579334223687,3.4976026633627244,0.181818181,0.150537634,93.9810834,88.42537313,NA,0.34220532,0.27428811,3.51,SP,104.7,38,0.0984456,28.907563025210088,6.386554621848739,22.52100840336135,4.152892561983472,0.642892561983472,0.08709921974660162
17432,656546,Jeff Hoffman,2024,31,68,0,66.1,265,48,16,6,89,16,1,3,0.2781456953642384,0.80204778,2.5182385225542343,2.801181328141988,0.216560509,0.09375,96.69978858,NA,NA,0.37056738,0.31936128,2.87,RP,103.8,12,0.07643312,33.58490566037736,7.547169811320755,26.037735849056602,2.1785173978819974,-0.6914826021180027,-0.3397211246722369
26378,666157,Nick Lodolo,2024,26,21,21,115.1,493,101,61,13,122,37,0,18,0.29042904290429045,0.68214804,3.9468266335127664,3.949817455871678,0.194888178,0.116071428,94.17956065,NA,NA,0.33020638,0.29168901,3.72,SP,104.5,26,0.08227848,24.746450304259636,11.156186612576064,13.590263691683571,4.769765421372719,1.0497654213727192,0.822938787859953
23920,678394,Brayan Bello,2024,25,30,30,162.1,702,157,81,19,153,64,0,11,0.3032967032967033,0.72054528,4.189067079323561,3.8690408951852655,0.218220338,0.147286821,95.70819672,NA,NA,0.32114073,0.28123848,4.56,SP,105.3,35,0.07383966,21.794871794871796,10.683760683760683,11.111111111111112,4.497223935842073,-0.06277606415792647,0.30815685651851243
24492,680570,Grayson Rodriguez,2024,24,20,20,116.2,491,109,50,15,130,36,0,5,0.3081967213114754,0.75968992,3.6636226462695065,3.573322863378851,0.2125,0.122950819,96.12946429,NA,NA,0.34271845,0.29643427,3.72,SP,104.5,25,0.078125,26.476578411405292,8.350305498981669,18.126272912423623,3.87263339070568,0.1526333907056796,0.2090107444361733
16977,592866,Trevor Williams,2024,32,13,13,66.2,260,51,15,3,59,18,0,0,0.26666666666666666,0.80246914,2.79147976398468,3.816768755722639,0.158469945,0.042253521,88.61036468,NA,NA,0.31306991,0.2537594,3.17,SP,103,12,0.06557377,22.692307692307693,6.923076923076923,15.76923076923077,2.0392749244712993,-1.1307250755287006,-0.7522048395133805
9803,571945,Miles Mikolas,2024,35,32,32,171.2,720,194,102,26,122,25,0,5,0.30996309963099633,0.62899787,4.238324501998737,4.0838025414734505,0.215929203,0.126213592,92.8826937,NA,NA,0.31304985,0.25988909,4.65,SP,104,46,0.08098592,16.944444444444446,4.166666666666666,12.77777777777778,5.362149532710281,0.7121495327102805,1.1238250307115436
9073,489446,Kirby Yates,2024,37,61,0,61.2,237,23,8,3,85,28,5,2,0.16806722689075632,0.88114754,2.5016148448774045,3.1196542932023377,0.123966942,0.058823529,93.22347267,NA,86.35012594,0.35830619,0.30252918,1.86,RP,103.5,5,0.04098361,35.86497890295359,14.767932489451477,21.097046413502113,1.1764705882352942,-0.6835294117647059,-1.3251442566421103
26221,686752,Ryan Pepiot,2024,26,26,26,130,539,102,52,17,142,48,0,7,0.26153846153846155,0.74324324,3.9510951629051796,4.053874416477405,0.19117647,0.109677419,94.95600367,91.62601626,NA,0.32180209,0.28883721,3.62,SP,104.2,31,0.09064327,26.34508348794063,10.204081632653061,16.14100185528757,3.6,-0.020000000000000018,-0.3510951629051795
20531,676710,Kutter Crawford,2024,28,33,33,183.2,759,155,89,34,175,51,0,9,0.24693877551020407,0.70489845,4.647423598970047,4.348371778374868,0.175675675,0.1328125,92.61764706,87.52433628,82.41700405,0.36724248,0.27807297,3.86,SP,104.1,52,0.09923664,23.056653491436098,7.905138339920949,15.151515151515149,4.372270742358079,0.5122707423580795,-0.2751528566119674
8241,502085,David Robertson,2024,39,68,0,72,296,53,24,5,99,27,4,5,0.3,0.76923077,2.6525908349472744,2.8838193863377555,0.182926829,0.092592592,94.8125,93.35677083,NA,0.27672035,0.3209571,3.19,RP,104.1,9,0.05454545,33.44594594594595,12.162162162162163,21.28378378378379,3,-0.18999999999999995,0.34740916505272557
20302,656849,David Peterson,2024,28,21,21,121,510,110,39,8,101,46,0,7,0.29310344827586204,0.78392622,3.6706120096947537,4.098189413338161,0.206798866,0.077669902,92.49489322,NA,NA,0.32393085,0.2752,4.56,SP,104.3,26,0.07303371,19.80392156862745,10.392156862745098,9.411764705882353,2.9008264462809916,-1.659173553719008,-0.769785563413762
21504,663623,Jake Irvin,2024,27,33,33,187.2,769,173,92,29,156,52,1,4,0.2727272727272727,0.70063694,4.4080429006512505,4.034709167073764,0.193490054,0.142857142,93.79105323,89.95477387,NA,0.30426829,0.26231123,4.31,SP,105.2,51,0.09156194,20.286085825747723,7.412223667100131,12.873862158647592,4.423076923076923,0.11307692307692374,0.015034022425672866
24494,680573,Simeon Woods Richardson,2024,23,28,28,133.2,569,125,62,16,117,48,0,3,0.2831168831168831,0.73567708,4.116604538877094,4.551368757712746,0.204030226,0.09090909,93.11809317,NA,NA,0.32638889,0.25065274,4.02,SP,103,33,0.08229426,20.56239015817223,8.963093145869948,11.599297012302284,4.1891891891891895,0.1691891891891899,0.07258465031209571
14916,592351,Jon Gray,2024,32,23,19,102.2,439,107,51,11,86,28,1,0,0.3057324840764331,0.67725753,3.702194082250401,4.238620411057316,0.192546583,0.083969465,94.92083333,NA,NA,0.34090909,0.26670754,4.65,SP,105.2,28,0.08615385,19.58997722095672,6.605922551252847,12.984054669703871,4.49119373776908,-0.15880626223092076,0.7889996555186785
15761,641729,Joe Jimenez,2024,29,69,0,68.2,277,45,20,2,82,23,1,4,0.25903614457831325,0.72254335,2.336382660167764,3.521129259993768,0.155688622,0.028169014,94.58250497,NA,NA,0.35973597,0.31955923,2.51,RP,101.9,8,0.04761905,29.602888086642597,10.108303249097473,19.494584837545126,2.639296187683284,0.1292961876832841,0.3029135275155199
27863,683003,Jared Jones,2024,22,22,22,121.2,504,106,56,18,132,39,1,5,0.2838709677419355,0.72115385,4.004835960197056,3.7841111746441536,0.195121951,0.131386861,97.38641189,NA,NA,0.33461909,0.29236402,4.05,SP,104.7,32,0.09756098,26.190476190476193,8.928571428571429,17.261904761904766,4.1584158415841586,0.10841584158415873,0.15357988138710255
26108,669467,Andre Pallante,2024,25,29,20,121.1,509,110,51,8,94,48,0,2,0.2857142857142857,0.70564516,3.710435853599281,3.8876064493861815,0.153846153,0.096385542,94.63576159,NA,NA,0.28558639,0.2387683,3.46,SP,105,12,0.03287671,18.467583497053045,9.823182711198427,8.644400785854618,3.790255986787779,0.33025598678777923,0.07982013318849823
13125,543037,Gerrit Cole,2024,33,17,17,95,390,78,36,11,99,29,1,6,0.27346938775510204,0.76844262,3.692795567763479,3.9860266193747522,0.171875,0.097345132,95.95780591,91.38735178,NA,0.32410611,0.27456083,3.64,SP,104.5,19,0.07421875,25.384615384615383,9.230769230769232,16.153846153846153,3.4105263157894736,-0.2294736842105265,-0.28226925197400554
9323,571578,Patrick Corbin,2024,34,32,32,174.2,764,208,109,25,139,54,1,3,0.3370165745856354,0.65652174,4.414571454031656,4.138030626887474,0.209302325,0.136612021,91.47658863,85.53057851,NA,0.34136546,0.25380886,5.53,SP,105.7,47,0.08274648,18.19371727748691,7.591623036649215,10.602094240837697,5.631458094144662,0.10145809414466189,1.2168866401130058
25550,663362,Matt Waldron,2024,27,27,26,146.2,625,145,80,21,133,40,0,11,0.29523809523809524,0.67226891,4.257388944862308,4.323836031040198,0.183066361,0.112299465,90.42769608,87.0990566,NA,0.2810219,0.2745818,4.11,SP,103.7,31,0.07029478,21.279999999999998,8.16,13.119999999999997,4.924760601915184,0.8147606019151841,0.6673716570528763
20070,663559,Bailey Falter,2024,27,28,28,142.1,589,138,70,17,97,45,0,0,0.2813953488372093,0.69723618,4.3046531210699985,4.706593744881703,0.217391304,0.092391304,91.92915735,86.09267241,86.33333333,0.31099196,0.25186916,4.81,SP,104.3,40,0.08948546,16.468590831918505,7.6400679117147705,8.828522920203735,4.433497536945813,-0.37650246305418644,0.12884441587581463
19343,640462,A.J. Puk,2024,29,62,4,71.1,294,51,25,5,88,28,2,2,0.26900584795321636,0.67567568,2.872087202447806,3.465815301392606,0.224137931,0.070422535,95.276901,NA,NA,0.34389857,0.31628303,2.72,RP,103,7,0.03977273,29.931972789115648,10.884353741496598,19.04761904761905,3.164556962025317,0.4445569620253167,0.29246975957751076
20423,676254,Ryan Walker,2024,28,76,1,80,308,50,17,5,99,18,1,9,0.2542372881355932,0.82857143,2.5164797163009585,2.800185837868136,0.20670391,0.086206896,95.61777778,NA,NA,0.32428356,0.33579034,2.61,RP,104.6,11,0.06043956,32.142857142857146,9.090909090909092,23.051948051948052,1.9124999999999999,-0.6975,-0.6039797163009586
19899,657376,Clarke Schmidt,2024,28,16,16,85.1,353,71,27,8,93,30,0,9,0.29577464788732394,0.79959514,3.576636052737014,3.9171447419492136,0.195454545,0.09090909,94.35526316,92.49312377,NA,0.29850746,0.30425824,3.78,SP,104.1,13,0.05882353,26.345609065155806,11.048158640226628,15.297450424929178,2.855464159811986,-0.9245358401880139,-0.7211718929250281
19360,668674,Lucas Erceg,2024,29,61,0,61.2,253,49,23,3,72,16,2,6,0.2948717948717949,0.67365269,2.5340472415313657,3.103048609526815,0.226415094,0.061224489,98.61616162,NA,NA,0.33996383,0.312566,3.24,RP,104,10,0.06289308,28.458498023715418,9.486166007905137,18.97233201581028,3.3823529411764706,0.14235294117647035,0.8483056996451048
