playerid,mlbamid,name,season,age,g,gs,ip,tbf,h,er,hr,so,bb,ibb,hbp,babip,lob_percent,fip,x_fip,ld_percent,hr_fb,f_bv,c_tv,s_fv,o_swing_percent,c_sw_str_percent,x_era,position,ev90,barrels,barrel_percent,k_percent,bb_percent,k_minus_bb_percent,era,xera_gap,fip_era_gap
25385,656876,Drew Rasmussen,2024,28,16,4,28.2,116,25,9,0,35,6,0,0,0.3333333333333333,0.67741935,1.3525261289948178,2.5656492602123038,0.16,0,96.92833876,89.21259843,NA,0.3531746,0.34130435,1.97,RP,102.4,0,0,30.17241379310345,5.172413793103448,25,2.872340425531915,0.902340425531915,1.519814296537097
27646,682847,Luis L. Ortiz,2024,25,37,15,135.2,556,109,50,16,107,42,3,9,0.24345549738219896,0.75581395,4.2500179126063795,4.589212613356862,0.180904522,0.095238095,95.43628319,90.95169082,NA,0.28499581,0.24930103,4.31,RP,104.9,35,0.0879397,19.244604316546763,9.712230215827338,9.532374100719425,3.328402366863906,-0.9815976331360936,-0.9216155457424735
25139,682120,Tim Herrin,2024,27,75,0,65.2,257,39,14,2,68,25,1,5,0.2356687898089172,0.78549849,2.8619111678039135,3.6402732374534814,0.174193548,0.039215686,94.99465241,NA,NA,0.32404181,0.31849654,3.22,RP,103.6,11,0.06918239,26.459143968871597,12.062256809338521,14.396887159533076,1.9325153374233128,-1.2874846625766874,-0.9293958303806007
17722,656730,Trevor Megill,2024,30,48,0,46.1,183,33,14,4,50,14,4,1,0.2543859649122807,0.75471698,3.1017315697431815,3.8721594434007445,0.17094017,0.068965517,98.82217573,NA,NA,0.36288089,0.29191617,2.83,RP,103.3,9,0.07627119,27.322404371584703,10.382513661202186,16.939890710382517,2.7331887201735356,-0.09681127982646442,-0.3685428495696459
23313,676130,Jose Butto,2024,26,30,7,74,294,41,21,6,79,38,0,5,0.21084337349397592,0.83333333,3.828641974586394,4.204866162028448,0.175438596,0.085714285,93.98348348,NA,NA,0.32422803,0.27146361,3.44,RP,103.4,13,0.075581400000000007,26.87074829931973,14.625850340136054,12.244897959183675,2.554054054054054,-0.885945945945946,-1.27458792053234
14212,623352,Josh Hader,2024,30,71,0,71,278,43,30,12,105,25,0,1,0.22962962962962963,0.68965517,3.5045079836271267,2.925812694299904,0.172413793,0.157894736,96.13652695,NA,NA,0.38649425,0.32962329,2.72,RP,105,15,0.10204082,37.76978417266187,9.352517985611511,28.41726618705036,3.8028169014084505,1.0828169014084503,0.29830891778132385
13431,573186,Marcus Stroman,2024,33,30,29,154.2,675,167,74,19,113,60,0,8,0.31157894736842107,0.73896353,4.621221253279422,4.500401866062591,0.2,0.125827814,90.0148662,88.17097416,NA,0.30193095,0.24962519,4.94,SP,104.9,33,0.06680162,16.74074074074074,10.074074074074074,6.666666666666666,4.319066147859922,-0.6209338521400785,-0.30215510541949975
22286,669432,Trevor Rogers,2024,26,25,25,124.1,562,140,68,14,97,56,2,4,0.32225063938618925,0.69844789,4.517686267881684,4.6956042497440675,0.201492537,0.103703703,91.74761146,NA,NA,0.31451613,0.24476148,5.18,SP,104.7,34,0.08395062,17.259786476868328,11.032028469750891,6.227758007117437,4.9315068493150696,-0.24849315068493016,0.4138205814333853
23055,673380,Dedniel Nunez,2024,28,25,0,35,135,24,9,3,48,8,1,0,0.27631578947368424,0.75539568,2.2236224299060607,2.318943461376176,0.115384615,0.107142857,96.27692308,NA,NA,0.41240876,0.3256705,2.39,RP,106.6,8,0.10126582,35.55555555555556,6.666666666666667,28.88888888888889,2.314285714285714,-0.07571428571428607,0.09066328437965332
16256,607536,Kyle Freeland,2024,31,21,21,113.1,490,134,66,22,85,26,0,1,0.3146067415730337,0.67588326,4.904715150417345,4.382373311680686,0.199468085,0.146666666,91.49815951,NA,NA,0.32532533,0.24590164,5.11,SP,106.1,40,0.10582011,17.346938775510203,5.510204081632653,11.836734693877549,5.251989389920425,0.14198938992042454,0.3472742395030801
21455,663460,Kris Bubic,2024,26,27,0,30.1,121,26,9,2,39,5,3,0,0.32,0.67375887,1.9466994306773566,2.036638771472684,0.178082191,0.105263157,93.06818182,NA,NA,0.40684411,0.34047109,1.81,RP,101.8,2,0.02597403,32.231404958677686,6.6115702479338845,25.619834710743802,2.6910299003322256,0.8810299003322255,0.7443304696548689
11847,455119,Chris Martin,2024,38,45,0,44.1,180,47,17,5,50,3,1,3,0.35294117647058826,0.67391304,2.7830211206749174,2.6128629075936445,0.223140495,0.131578947,94.60076046,92.02649007,88.34883721,0.37758112,0.28115502,3.41,RP,104.7,5,0.04032258,27.77777777777778,3.888888888888889,23.88888888888889,3.4693877551020407,0.05938775510204053,0.6863666344271233
27517,657649,Jared Koenig,2024,30,55,6,62,265,54,17,4,63,23,4,4,0.29239766081871343,0.78249337,3.2793830214628477,3.9526818538311344,0.170588235,0.064516129,95.09540034,90.40856031,NA,0.29142857,0.28557409,3.49,RP,102.6,14,0.08,23.77358490566038,11.69811320754717,12.075471698113208,2.467741935483871,-1.0222580645161292,-0.8116410859789767
16866,657585,Reed Garrett,2024,31,53,0,57.1,247,50,24,6,83,30,1,2,0.3492063492063492,0.73369565,3.3060146836734225,3.1586725681162053,0.20610687,0.130434782,96.64111498,NA,88.28947368,0.3610675,0.31632653,3.19,RP,104.4,7,0.0530303,33.603238866396765,13.360323886639677,20.24291497975709,3.7828371278458843,0.5928371278458844,0.4768224441724618
26413,687863,Porter Hodge,2024,23,39,0,43,164,19,9,2,52,19,0,1,0.18888888888888888,0.80110497,2.7478750528548974,3.409091510265791,0.195652173,0.055555555,95.58015267,NA,89.75,0.26666667,0.31104199,2.63,RP,104,3,0.0326087,31.70731707317073,12.195121951219512,19.51219512195122,1.8837209302325582,-0.7462790697674417,-0.8641541226223393
15440,571510,Matthew Boyd,2024,33,8,8,39.2,166,32,12,4,46,13,0,2,0.27722772277227725,0.74879227,3.292530206539278,3.887498823955499,0.209523809,0.08,92.0462963,NA,NA,0.3248731,0.29895366,3.1,SP,103.3,7,0.06666667,27.710843373493976,9.036144578313253,18.674698795180724,2.7551020408163263,-0.34489795918367383,-0.5374281657229516
30115,663158,Robert Suarez,2024,33,65,0,65,258,52,20,7,59,16,1,0,0.2556818181818182,0.80756014,3.4895567392879734,3.8109201933222305,0.175824175,0.094594594,99.06588235,92.5,NA,0.35619048,0.2392638,3.05,RP,103.8,14,0.07650273,22.868217054263564,6.5891472868217065,16.279069767441857,2.769230769230769,-0.28076923076923066,-0.7203259700572042
13346,571948,Hoby Milner,2024,33,61,1,64.2,268,63,34,6,64,14,2,2,0.3131868131868132,0.58073654,3.135551934724202,3.1452081815608537,0.193370165,0.115384615,88.67086331,NA,NA,0.29666667,0.28708134,3.24,RP,105.2,5,0.02659574,23.88059701492537,6.7164179104477615,17.16417910447761,4.766355140186915,1.526355140186915,1.6308032054627133
17734,623465,Evan Phillips,2024,29,61,0,54.2,228,48,22,6,63,17,1,1,0.2978723404255319,0.625,3.2762358886155982,3.481269375273975,0.198630136,0.101694915,96.15839243,92.95714286,NA,0.31163708,0.30207197,3.29,RP,102.4,9,0.06122449,27.631578947368425,8.333333333333332,19.298245614035093,3.6531365313653135,0.36313653136531343,0.37690064274971524
19742,669622,Anthony Bender,2024,29,59,0,53,228,50,24,3,59,18,1,4,0.3263888888888889,0.69321534,2.9211967064588142,3.3550146238125613,0.219178082,0.073170731,95.4212766,NA,NA,0.30871212,0.30366492,3.44,RP,103.8,7,0.04761905,25.877192982456144,10.087719298245613,15.789473684210531,4.0754716981132075,0.6354716981132076,1.1542749916543933
16647,657044,Ryan Thompson,2024,32,67,0,66.1,272,64,24,5,52,15,2,1,0.2964824120603015,0.73972603,3.302158196258242,3.347993053486448,0.157360406,0.111111111,91.29338843,NA,NA,0.36576577,0.27653061,4,RP,105,15,0.07352941,19.11764705882353,6.61764705882353,12.5,3.267776096822996,-0.7322239031770041,-0.03438209943524617
19479,650644,Aaron Civale,2024,29,31,31,161,689,158,78,29,149,52,0,6,0.2847682119205298,0.76396807,4.737908424184511,4.31213023549402,0.215932914,0.142156862,92.49945474,88.17647059,85.64814815,0.31091919,0.27777778,4,SP,103.9,35,0.07261411,21.6255442670537,8.417997097242381,13.20754716981132,4.360248447204969,0.3602484472049694,-0.37765997697954123
12972,605452,Joe Ross,2024,31,25,10,74,321,72,31,7,66,29,1,1,0.2981651376146789,0.72668113,3.8286419575191752,4.49913902586384,0.171171171,0.075268817,94.81170886,NA,NA,0.30781011,0.28297162,3.91,RP,103.7,18,0.08,20.5607476635514,9.657320872274143,10.903426791277257,3.77027027027027,-0.13972972972972997,-0.05837168724890507
16609,650556,Bryan Abreu,2024,27,78,0,78.1,325,59,27,9,103,32,0,6,0.2857142857142857,0.82938389,3.4856287351826745,3.478283806353638,0.174863387,0.116883116,96.77943615,NA,NA,0.32010582,0.32795699,3.29,RP,104.5,16,0.08695652,31.692307692307693,11.692307692307692,20,3.111395646606914,-0.1786043533930859,-0.3742330885757603
33876,695076,Rhett Lowder,2024,22,6,6,30.2,128,25,4,0,22,14,0,0,0.2717391304347826,0.8974359,3.101262385633357,4.728314943452066,0.252747252,0,92.97735849,NA,NA,0.29577465,0.23895582,4.34,SP,103.2,3,0.0326087,17.1875,10.9375,6.25,1.1920529801324504,-3.1479470198675497,-1.9092094055009066
7005,519151,Ryan Pressly,2024,35,59,0,56.2,244,58,22,4,58,18,0,2,0.3333333333333333,0.7320442,3.0958915350758898,3.4323220744534573,0.225609756,0.085106382,93.86176471,NA,NA,0.34946237,0.2745098,3.97,RP,105.1,13,0.07831325,23.770491803278688,8.19672131147541,15.573770491803279,3.5231316725978643,-0.4468683274021359,0.42724013752197454
13619,596001,Jakob Junis,2024,31,24,6,67,253,49,20,8,51,8,0,3,0.22404371584699453,0.77868852,3.6888678602982172,3.874310364919695,0.209424083,0.103896103,92.02758621,90.25,NA,0.32340426,0.32097458,3.78,RP,104.4,16,0.08376963,20.158102766798418,4.3478260869565215,15.810276679841897,2.6865671641791042,-1.0934328358208956,-1.002300696119113
15816,642207,Devin Williams,2024,29,22,0,21.2,88,10,3,1,38,11,1,2,0.25,0.92592593,2.058787438093557,2.4357774962530936,0.189189189,0.071428571,94.77033493,90.33333333,NA,0.33333333,0.32225064,2.09,RP,101.1,2,0.05405405,43.18181818181818,15.909090909090908,27.272727272727273,1.2735849056603774,-0.8164150943396224,-0.7852025324331797
14524,600917,Jose Leclerc,2024,30,64,0,66.2,288,56,32,7,89,32,1,4,0.3141025641025641,0.71776156,3.481479826354988,3.658728427747282,0.220125786,0.102941176,95.33928571,90.27659574,NA,0.32214765,0.30398671,3.59,RP,103.2,12,0.07361963,30.90277777777778,12.847222222222221,18.055555555555557,4.350453172205437,0.7604531722054375,0.8689733458504492
27758,690986,Kyle Harrison,2024,22,24,24,124.1,532,125,63,18,118,42,0,7,0.30835734870317005,0.73252688,4.332699665139938,4.226157253074172,0.187845303,0.123287671,92.60902256,88.16666667,NA,0.30456853,0.27382098,4.87,SP,105.9,37,0.10136986,22.18045112781955,9.210526315789473,12.969924812030076,4.568896051571314,-0.30110394842868615,0.2361963864313763
14932,594902,Ben Lively,2024,32,29,29,151,632,139,64,23,118,49,0,5,0.2654462242562929,0.78358209,4.656546003455358,4.56892738607743,0.16812227,0.121693121,90.19931034,NA,NA,0.27639296,0.26691573,4,SP,104.4,30,0.06521739,18.670886075949365,8.544303797468354,10.126582278481012,3.814569536423841,-0.185430463576159,-0.8419764670315173
19996,669276,Dylan Lee,2024,29,52,0,59.2,240,49,14,7,76,17,4,0,0.3,0.83629893,2.998881984353042,3.1462432632862205,0.193103448,0.106060606,92.39649123,NA,NA,0.41226216,0.33719583,2.57,RP,104.4,11,0.07482993,31.666666666666664,8.75,22.916666666666664,2.1283783783783785,-0.44162162162162133,-0.8705036059746636
11828,572020,James Paxton,2024,35,21,21,100.1,437,95,49,12,73,50,0,1,0.2757475083056478,0.71981424,4.791064593695681,5.210397853640641,0.198697068,0.091603053,93.19688109,84.19607843,NA,0.28992879,0.23360656,4.74,SP,104.4,25,0.0798722,16.704805491990847,11.670480549199084,5.034324942791763,4.405594405594406,-0.33440559440559436,-0.38547018810127476
19427,669456,Shane Bieber,2024,29,2,2,12,45,10,0,0,20,1,0,0,0.4166666666666667,1,0.08314644495646206,0.5871492470304176,0.333333333,0,92,86.3125,NA,0.30392157,0.35542169,2.76,SP,104.1,1,0.04166667,44.44444444444444,2.2222222222222223,42.22222222222222,0,-2.76,-0.08314644495646206
25679,687330,Kevin Kelly,2024,26,68,0,70.2,278,59,21,7,63,9,1,5,0.26804123711340205,0.75949367,3.2655364070171284,3.133203174661399,0.16080402,0.129629629,90.92857143,87.91954023,NA,0.28136882,0.31945789,3.31,RP,104.5,10,0.04975124,22.66187050359712,5.39568345323741,17.26618705035971,2.692307692307692,-0.617692307692308,-0.5732287147094364
25376,683232,Nick Mears,2024,27,54,0,57.2,256,61,38,7,75,24,1,0,0.36,0.59840426,3.3919133552527936,3.4657260238195904,0.191082802,0.111111111,96.72859451,NA,NA,0.34380454,0.30058366,3.31,RP,103.1,11,0.07006369,29.296875,9.765625,19.53125,5.979020979020978,2.6690209790209782,2.5871076237681847
19926,663574,Tony Santillan,2024,27,29,1,30,122,21,10,4,46,9,0,0,0.2698412698412698,0.77868852,2.733146362304672,2.5118213929788173,0.215384615,0.133333333,97.25,NA,NA,0.29889299,0.2970297,2.43,RP,104.7,4,0.05970149,37.704918032786885,7.377049180327869,30.327868852459016,3,0.5699999999999998,0.2668536376953279
12317,607067,Colin Rea,2024,33,32,27,167.2,714,169,80,29,135,43,1,10,0.28169014084507044,0.7662624,4.752960951768378,4.416255862175867,0.20537428,0.136792452,92.60404192,87.69455253,86.54741379,0.28610169,0.26357466,4.91,SP,105.1,46,0.08745247,18.907563025210084,7.563025210084033,11.344537815126051,4.306220095693781,-0.6037799043062195,-0.4467408560745971
24862,681676,Ryan Fernandez,2024,26,62,0,66.2,285,58,26,4,71,32,5,2,0.3068181818181818,0.71759259,3.3464798057556195,3.904607330425473,0.237288135,0.06779661,95.57873211,90.08333333,NA,0.33733333,0.27074602,3.54,RP,105.3,13,0.07222222,24.912280701754387,13.684210526315791,11.228070175438596,3.5347432024169185,-0.005256797583081507,0.188263396661299
24719,681190,Randy Vasquez,2024,25,20,20,98,431,119,53,13,62,29,1,6,0.3302180685358255,0.72164948,4.697092023187754,4.901184378062585,0.235649546,0.104,94.29639519,90.2887931,NA,0.31132075,0.23045024,5.94,SP,105.7,29,0.08682635,14.385150812064964,8.352668213457076,6.0324825986078885,4.86734693877551,-1.0726530612244902,0.17025491558775574
30133,676428,Brant Hurter,2024,25,10,1,45.1,175,34,13,4,38,6,0,0,0.23622047244094488,0.78488372,3.0341268334009244,3.321252462062087,0.1328125,0.093023255,92.44204852,NA,NA,0.30153846,0.30542636,2.27,SP,104.5,6,0.04580153,21.714285714285715,3.428571428571429,18.285714285714285,2.594235033259423,0.32423503325942304,-0.4398918001415013
26257,683155,Joey Estes,2024,22,25,24,127.2,543,130,71,23,92,27,1,10,0.27365728900255754,0.69732938,4.936714879840504,5.294975346522007,0.199513381,0.100877192,92.35152057,86.26666667,NA,0.35416667,0.22792304,4.43,SP,104.7,40,0.09661836,16.94290976058932,6.998158379373849,9.944751381215472,5.023584905660377,0.5935849056603777,0.08687002581987358
26079,689225,Beau Brieske,2024,26,46,12,67.2,282,55,27,5,69,30,2,2,0.2840909090909091,0.7,3.5063813072206895,4.266351578302972,0.191011235,0.064935064,95.79019908,NA,NA,0.33187135,0.2575889,3.31,RP,103.9,10,0.05524862,24.46808510638298,12.056737588652481,12.411347517730498,3.6160714285714284,0.30607142857142833,0.10969012135073886
19614,672335,Cionel Perez,2024,28,62,0,53.2,238,47,27,0,46,28,0,5,0.29559748427672955,0.6375,3.2969145856224316,4.592922036613899,0.147435897,0,96.31111111,NA,NA,0.27959184,0.25086705,3.59,RP,106.2,8,0.05031447,19.327731092436977,13.865546218487395,5.462184873949582,4.56766917293233,0.9776691729323304,1.2707545873098987
19924,663542,Bryan Hudson,2024,27,43,0,62.1,231,28,12,7,62,17,0,3,0.14788732394366197,0.94240838,3.5996348938482043,3.5951510064231633,0.182432432,0.116666666,91.36213992,86.09777778,NA,0.2768595,0.28310011,3.01,RP,103.4,10,0.06711409,26.83982683982684,8.658008658008658,18.181818181818183,1.7391304347826086,-1.2708695652173911,-1.8605044590655957
14843,547179,Michael Lorenzen,2024,32,26,24,130.1,536,101,48,17,97,60,0,6,0.23595505617977527,0.82402235,4.892822556657826,4.9489345998156455,0.176943699,0.112582781,93.78041543,90.1722488,NA,0.27088402,0.25656952,4.59,SP,105.3,30,0.08042895,18.097014925373134,12.313432835820896,5.7835820895522385,3.3205226748654884,-1.2694773251345115,-1.572299881792338
25942,677053,Andrew Nardi,2024,25,59,0,49.2,210,44,28,7,70,18,1,1,0.32456140350877194,0.63909774,3.327553636783648,3.3523693354139605,0.175,0.114754098,94.10526316,NA,NA,0.38138686,0.27924945,2.76,RP,102.4,9,0.07438017,33.33333333333333,9.523809523809524,23.809523809523803,5.121951219512195,2.3619512195121954,1.7943975827285472
19959,666200,Jesus Luzardo,2024,26,12,12,66.2,274,61,37,9,58,22,0,2,0.28415300546448086,0.66298343,4.261479820060732,4.230169401959262,0.227513227,0.118421052,95.12934363,NA,NA,0.33230769,0.28782288,4.59,SP,105.2,19,0.09895833,21.16788321167883,8.75912408759124,12.40875912408759,5.030211480362538,0.4402114803625379,0.768731660301806
15507,640451,Hunter Harvey,2024,29,49,0,50.2,219,51,25,5,55,16,2,5,0.3333333333333333,0.67692308,3.521742994138088,3.5220659178922187,0.24822695,0.116279069,97.82807018,NA,89.24519231,0.33808554,0.28145695,5.18,RP,106.4,13,0.09090909,25.11415525114155,10.50228310502283,14.61187214611872,4.48207171314741,-0.6979282868525898,0.9603287190093219
16300,622786,Jesus Tinoco,2024,29,32,0,40.2,162,27,15,3,42,12,1,3,0.23529411764705882,0.71428571,3.166479778289795,3.731865377728999,0.142857142,0.073170731,96.32616487,92.5,NA,0.33695652,0.29037267,3.22,RP,103.6,7,0.06666667,25.925925925925924,9.876543209876543,16.04938271604938,3.3582089552238803,0.1382089552238801,0.1917291769340852
22533,671305,Michel Otanez,2024,26,36,0,34,151,27,13,2,55,20,0,3,0.352112676056338,0.74152542,2.7253032087042035,3.3836642093511315,0.178082191,0.0625,97.8079096,NA,NA,0.32432432,0.33887043,2.49,RP,101.8,3,0.04109589,36.423841059602644,15.2317880794702,21.192052980132445,3.441176470588235,0.9511764705882348,0.7158732618840316
12857,542888,Shawn Armstrong,2024,33,57,7,66.2,295,77,36,6,66,25,0,2,0.3622448979591837,0.69037657,3.571479822707181,4.193209852266809,0.248756218,0.075949367,93.5186846,90.53295129,NA,0.34170854,0.2610261,5.11,RP,104.1,18,0.08910891,22.372881355932204,9.152542372881356,13.220338983050848,4.894259818731118,-0.21574018126888195,1.3227799960239373
8700,434378,Justin Verlander,2024,41,17,17,90.1,396,98,55,15,74,27,0,6,0.3029197080291971,0.68181818,4.782716031654401,5.134759530442583,0.195121951,0.1,93.50975293,NA,NA,0.31914894,0.25949367,3.78,SP,103.6,20,0.06920415,18.68686868686869,8.333333333333332,10.353535353535356,5.493895671476138,1.7138956714761382,0.7111796398217374
19481,621053,Tyler Ferguson,2024,30,48,0,51.1,207,32,21,4,62,24,2,2,0.24347826086956523,0.66793893,3.283362906754048,3.7725661120566074,0.194915254,0.078431372,95.60362173,91.02752294,NA,0.33333333,0.2954823,3.67,RP,104.9,10,0.08403361,29.951690821256037,13.526570048309178,16.42512077294686,3.698630136986301,0.028630136986301125,0.41526723023225287
23455,676702,Hunter Stratton,2024,27,36,0,37.2,158,37,15,3,33,7,0,3,0.30357142857142855,0.70093458,3.2461258174986822,3.9769676929394824,0.225225225,0.068181818,95.48290598,91.9223301,NA,0.3761194,0.27597956,3.29,RP,105.4,7,0.06086957,20.88607594936709,6.329113924050633,14.556962025316457,3.629032258064516,0.339032258064516,0.3829064405658338
29812,688107,Robert Gasser,2024,25,5,5,28,114,28,8,2,16,1,0,3,0.2826086956521739,0.78767123000000006,3.3807654925755095,4.180203671114786,0.225806451,0.0625,92.79459459,88.40540541,NA,0.34210526,0.29573935,2.89,SP,102.5,2,0.0212766,14.035087719298245,3.508771929824561,10.526315789473683,2.571428571428571,-0.31857142857142895,-0.8093369211469383
19274,657097,Jacob Webb,2024,30,60,0,56.2,237,40,19,4,58,27,1,1,0.24489795918367346,0.72115385,3.5194210418780587,4.309454260382244,0.233333333,0.0625,93.53864734,NA,NA,0.31800766,0.26873662,3.51,RP,103.9,12,0.0794702,24.47257383966245,12.236286919831224,12.236286919831224,3.0427046263345194,-0.46729537366548035,-0.4767164155435393
16207,605513,Spencer Turnbull,2024,31,17,7,54.1,222,37,16,6,58,20,0,5,0.23308270676691728,0.83955224,3.8474613893188674,3.8032973449311833,0.165467625,0.12,92.34186047,NA,NA,0.28672566,0.28043478,4.05,RP,103.6,10,0.07194245,26.126126126126124,11.26126126126126,14.864864864864863,2.6617375231053604,-1.3882624768946394,-1.185723866213507
2036,477132,Clayton Kershaw,2024,36,7,7,30,133,36,15,2,24,9,1,2,0.3541666666666667,0.63348416,3.533146468268502,4.329689099088705,0.270833333,0.06060606,89.96111111,NA,83.56521739,0.31365314,0.26587302,4.59,SP,106.4,4,0.04081633,18.045112781954884,9.022556390977442,9.022556390977442,4.5,-0.08999999999999986,0.9668535317314979
11156,518876,Merrill Kelly,2024,35,13,13,73.2,300,67,33,11,63,19,0,2,0.2731707317073171,0.73002755,4.252452666458644,3.8917012596031526,0.21226415,0.142857142,92.13994911,90.4020979,NA,0.33380481,0.26071741,4.91,SP,105.4,23,0.10648148,21,7.000000000000001,14,4.057377049180328,-0.8526229508196721,-0.19507561727831568
6107,623211,Huascar Brazoban,2024,34,39,0,51.2,217,38,22,2,51,25,0,3,0.2647058823529412,0.63291139,3.3213185184530425,4.076474050376518,0.231884057,0.046511627,96.42105263,89.17030568,NA,0.35262206,0.27131783,3.64,RP,101.2,6,0.04347826,23.502304147465438,12.903225806451612,10.599078341013826,3.8671875,0.22718749999999988,0.5458689815469575
27468,672282,Reid Detmers,2024,24,17,17,87.1,391,98,65,18,109,38,0,2,0.35714285714285715,0.62943262,4.723731777380557,3.862215116366004,0.179166666,0.171428571,93.83676269,NA,NA,0.32608696,0.29506094,4.14,SP,103.5,26,0.10743802,27.877237851662407,10.230179028132993,17.647058823529413,6.7164179104477615,2.576417910447762,1.9926861330672043
24017,678606,Jose A. Ferrer,2024,24,31,0,32,129,27,12,1,25,6,0,2,0.2736842105263158,0.68452381,2.7602296814322242,3.5352364335690663,0.166666666,0.04,98.07520891,NA,NA,0.32489451,0.28721174,2.7,RP,105.3,1,0.01041667,19.379844961240313,6.2015503875969,13.178294573643413,3.375,0.6749999999999998,0.6147703185677758
19261,641656,Ian Hamilton,2024,29,35,0,37.2,163,37,16,2,41,14,0,3,0.33980582524271846,0.72265625,3.033736379608317,3.708292822267249,0.238095238,0.058823529,96.1130742,NA,NA,0.36585366,0.34032258,3.75,RP,105.6,4,0.03809524,25.153374233128833,10.429447852760736,14.723926380368097,3.8709677419354835,0.12096774193548354,0.8372313623271666
21448,663436,Davis Martin,2024,27,11,10,50,220,50,24,5,47,23,0,5,0.32142857142857145,0.74647887,4.266479820251467,4.569208742394838,0.173611111,0.094339622,93.62352941,89.0516129,NA,0.33207547,0.2690583,4.02,SP,104.5,11,0.07586207,21.363636363636363,12.727272727272727,8.636363636363637,4.32,0.3000000000000007,0.05352017974853318
20373,662253,Andres Munoz,2024,25,60,0,59.1,232,31,14,6,77,26,3,3,0.20833333333333334,0.85271318,3.3518730645287547,2.9801479137674898,0.182539682,0.162162162,98.12524851,NA,NA,0.35930048,0.34348739,2.94,RP,103.1,11,0.08730159,33.189655172413794,13.793103448275861,19.396551724137932,2.1319796954314723,-0.8080203045685277,-1.2198933690972824
17192,656222,Jalen Beeks,2024,30,71,0,70,312,77,35,6,55,27,2,3,0.3212669683257919,0.65922921,3.995051410052291,4.651975704152948,0.183035714,0.073170731,94.58421851,85.02369668,NA,0.28429986,0.23251896,3.78,RP,103.3,11,0.04845815,17.628205128205128,10.256410256410255,7.371794871794872,4.5,0.7200000000000002,0.5049485899477091
31461,690829,Ben Joyce,2024,23,31,1,34.2,142,26,8,1,33,14,0,4,0.2777777777777778,0.84507042,3.195325937426303,3.6926385706839735,0.188888888,0.05,102.14859438,NA,96.5047619,0.30536913,0.28650647,3.22,RP,103.5,4,0.04395604,23.239436619718308,12.676056338028168,10.56338028169014,2.1052631578947367,-1.1147368421052635,-1.0900627795315665
10315,543859,Michael Tonkin,2024,34,57,0,79.1,340,70,32,6,85,30,1,8,0.3033175355450237,0.65261044,3.443790760441672,3.890017287873473,0.244239631,0.08,92.97689345,NA,NA,0.33645955,0.26126761,4.34,RP,105,16,0.07373272,25,11.470588235294118,13.529411764705882,3.640960809102402,-0.6990391908975977,0.19717004866072996
29869,700241,Michael McGreevy,2024,23,4,3,23,86,16,5,1,18,2,0,1,0.234375,0.79545455,2.5577841261158816,2.715701189961122,0.203125,0.09090909,92.33529412,88.97058824,NA,0.31976744,0.2926045,3.62,SP,105.6,3,0.04615385,20.930232558139537,3.488372093023256,17.44186046511628,1.9565217391304348,-1.6634782608695653,-0.6012623869854468
3137,453286,Max Scherzer,2024,39,9,9,43.1,177,40,19,7,40,10,0,1,0.2773109243697479,0.75242718,4.18186442346968,4.03584451337931,0.221311475,0.125,92.56122449,86.55319149,NA,0.41602067,0.28656716,3.86,SP,103.7,10,0.07936508,22.598870056497177,6.214689265536723,16.384180790960453,3.9675174013921115,0.10751740139211163,-0.21434702207756828
27572,669387,Carmen Mlodzinski,2024,25,40,4,50.2,209,41,19,3,46,19,1,2,0.2733812949640288,0.69204152,3.363848209249016,4.175751780193815,0.163120567,0.056603773,96.29651163,92.14851485,NA,0.3015873,0.26066897,3.34,RP,104,4,0.02816901,22.00956937799043,10.526315789473683,11.483253588516748,3.406374501992032,0.0663745019920321,0.042526292743016114
17780,621237,Jose Alvarado,2024,29,66,0,61.2,258,49,28,6,63,28,1,1,0.26875,0.68965517,3.7989122759259715,3.809038284378671,0.220858895,0.115384615,97.8736,NA,NA,0.31189711,0.27272727,3.97,RP,104.4,11,0.06626506,24.418604651162788,11.627906976744185,12.790697674418603,4.117647058823529,0.1476470588235288,0.3187347828975575
25911,666974,Yennier Cano,2024,30,70,0,60,249,54,21,6,65,24,1,1,0.3137254901960784,0.77903683,3.549813233481552,3.081417708004651,0.163522012,0.181818181,96.12995246,NA,NA,0.35541195,0.26984127,3.72,RP,104.8,10,0.06289308,26.104417670682732,10.441767068273093,15.66265060240964,3.15,-0.5700000000000003,-0.3998132334815523
13394,571670,Dylan Floro,2024,33,66,0,68.2,279,65,29,5,48,17,0,1,0.28846153846153844,0.68421053,3.5014312935253145,4.096197249159715,0.210526315,0.071428571,89.90417311,NA,NA,0.25880282,0.29803922,3.94,RP,104,9,0.04225352,17.20430107526882,6.451612903225806,10.752688172043014,3.826979472140762,-0.11302052785923777,0.3255481786154477
16511,656756,Jordan Montgomery,2024,31,25,21,117,532,149,81,14,83,44,3,2,0.34704370179948585,0.63854048,4.4827191052578605,4.671788635345576,0.235443037,0.103703703,91.9386437,NA,NA,0.36490939,0.25633075,5.18,SP,104.3,24,0.05955335,15.601503759398497,9.210526315789473,6.3909774436090245,6.230769230769231,1.0507692307692311,1.7480501255113703
