Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,Age,1B,2B,3B,BB,IBB,HBP,SF,SH,SO,H,AB,NameASCII,PlayerId,MLBAMID
"Alika Williams","PIT",37,96,0,13,5,1,0.03125,0.229166666,0.091954023,0.276923076,0.206896551,0.241758241,0.298850574,0.23698586029010815,0.251,46.58752731052207,-0.557836040854454,-6.689455604070613,0.39633908867836,-0.3192827852424554,25,12,4,2,3,0,1,0,5,22,18,87,"Alika Williams",27604,675961
"Nick Madrigal","CHC",51,94,0,5,10,1,0.042553191,0.106382978,0.034883721,0.25,0.220930232,0.279569892,0.255813953,0.24503020125050698,0.27,57.13424005597929,-1.570246510207653,-6.388611177056944,-2.7166711390018463,-0.6166055510350028,27,16,3,0,4,0,3,0,1,10,19,86,"Nick Madrigal",20521,663611
"Trey Cabbage","HOU",45,91,1,12,8,1,0.043956043,0.373626373,0.127906977,0.333333333,0.209302325,0.252747252,0.337209302,0.25821199521913635,0.26,66.96744008812311,-0.10552817583084106,-3.544980002465818,-0.9293067157268524,-0.14802895391387647,27,9,8,0,4,0,1,0,0,34,18,86,"Trey Cabbage",21078,663550
"Ali Sánchez","MIA",31,96,0,5,4,2,0.041666666,0.25,0.023809524,0.229508196,0.166666666,0.211111111,0.19047619,0.1840681744946374,0.213,10.935044816049109,-0.17547426745295525,-10.399910510609057,4.975343585014343,-0.2295809555742838,27,12,2,0,4,0,1,1,6,24,14,84,"Ali Sanchez",18551,645305
"Dillon Dingler","DET",27,87,1,2,11,0,0.034482758,0.344827586,0.142857143,0.245283018,0.166666666,0.195402298,0.309523809,0.2167737271593905,0.278,37.46450534697307,0.24932584911584854,-5.975847499070742,2.5653899013996124,-0.051964162287048615,25,6,5,2,3,0,0,0,0,30,14,84,"Dillon Dingler",27464,693307
"Miguel Sanó","LAA",28,95,2,9,6,0,0.094736842,0.378947368,0.108433735,0.326086956,0.204819277,0.294736842,0.313253012,0.27458578599126715,0.312,75.16797759192269,-0.5706948712468147,-3.2699336471442564,-0.7508412003517151,-0.0873862129581141,31,12,3,0,9,0,2,1,0,36,17,83,"Miguel Sano",12164,593934
"Bobby Dalbec","BOS",37,93,1,6,8,3,0.086021505,0.462365591,0.060240964,0.256410256,0.13253012,0.217391304,0.192771084,0.19397203105947244,0.18,14.439004437012517,-0.15042705088853836,-9.255100737037317,-0.5914502739906311,-0.695961680515528,29,8,2,0,8,0,1,0,1,43,11,83,"Bobby Dalbec",19966,666915
"Griffin Conine","MIA",30,89,3,14,12,0,0.06741573,0.314606741,0.18292683,0.372549019,0.268292682,0.325842696,0.451219512,0.33657811397916815,0.289,113.5846880581979,-0.5324821397662163,0.9132936942881242,0.02236497402191162,0.4031783700570918,26,14,4,1,6,0,1,0,0,28,22,82,"Griffin Conine",21626,665052
"Will Wagner","TOR",24,86,2,8,11,0,0.046511627,0.186046511,0.146341464,0.359375,0.304878048,0.337209302,0.451219512,0.3415291163810464,0.364,125.37724130632115,-0.43823953717947006,2.0589325274755974,0.9147552102804184,0.6039246071581481,25,17,6,0,4,0,0,0,0,16,25,82,"Will Wagner",29634,695238
"Tucker Barnhart","ARI",31,96,0,13,6,1,0.135416666,0.322916666,0.037037037,0.28,0.172839506,0.287234042,0.209876543,0.23851974086558564,0.24,48.571955022664675,0.08881253749132156,-5.81499963975525,-1.725621223449707,-0.44812220193469454,33,11,3,0,13,0,0,0,2,31,14,81,"Tucker Barnhart",10200,571466
"Ben Gamel","- - -",38,99,1,22,4,1,0.181818181,0.242424242,0.086419753,0.339285714,0.24691358,0.383838383,0.333333333,0.32661508784002186,0.343,114.53603737736137,-0.740874245762825,0.9191553015668541,-4.427431702613831,-0.020859456798155956,32,15,4,0,18,1,0,0,0,24,20,81,"Ben Gamel",12160,592325
"Adrian Del Castillo","ARI",25,87,4,12,19,1,0.08045977,0.32183908,0.2125,0.4375,0.3125,0.367816091,0.525,0.383930592016242,0.293,146.4434252009482,-0.8349915370345116,3.9967620578923153,0.28864695876836777,0.7422443140416551,24,16,5,0,7,0,0,0,0,28,25,80,"Adrian Del Castillo",29554,680728
"Jace Jung","DET",34,94,0,14,3,0,0.159574468,0.308510638,0.063291139,0.38,0.240506329,0.361702127,0.303797468,0.3080121437285809,0.293,101.64347080215947,-0.4197794124484062,-0.24301474773898946,-2.1259671926964074,0.07975594207897725,23,14,5,0,15,0,0,0,0,29,19,79,"Jace Jung",31437,690291
"Nick Sogard","BOS",31,86,0,13,8,3,0.081395348,0.290697674,0.051948052,0.388888888,0.272727272,0.325581395,0.324675324,0.2887300197468248,0.309,81.09370879563829,0.3785558044910431,-1.4818616330026786,1.5966322422027588,0.30866213704297396,26,17,4,0,7,0,0,2,0,25,21,77,"Nick Sogard",25483,686765
"Nathan Lukes","TOR",22,91,1,13,10,1,0.109890109,0.098901098,0.144736843,0.318840579,0.302631578,0.370786516,0.447368421,0.35107741864879477,0.326,132.09371211368975,0.4598151743412018,3.8015112780463918,-0.20759707689285278,0.6852365188894465,29,16,4,2,10,0,0,3,2,9,23,76,"Nathan Lukes",18123,664770
"Marco Luciano","SFG",27,81,0,10,3,0,0.061728395,0.345679012,0.092105263,0.333333333,0.210526315,0.259259259,0.302631578,0.24845554872795386,0.285,58.86119272253308,-0.24013785272836685,-4.22485959457354,-5.2025086581707,-0.6946461887081864,22,10,5,1,5,0,0,0,0,28,16,76,"Marco Luciano",25616,682617
"Ji Hwan Bae","PIT",29,81,0,11,6,6,0.074074074,0.296296296,0.027027027,0.274509803,0.189189189,0.24691358,0.216216216,0.21264450785554487,0.274,30.20412861608635,0.24328222032636404,-6.517174501685702,-2.6842544078826904,-0.6713116863205649,24,12,2,0,6,0,0,1,0,24,14,74,"Ji Hwan Bae",23818,678225
"José Azocar","SDP",61,79,0,13,2,5,0.063291139,0.240506329,0.02739726,0.296296296,0.219178082,0.269230769,0.246575342,0.23459610037314585,0.264,51.242631133104155,0.9961092844605446,-3.609940599112547,0.4205594062805176,-0.057289714643184775,28,14,2,0,5,0,0,0,1,19,16,73,"Jose Azocar",18821,640492
"Leo Rivas","SEA",43,86,0,10,8,3,0.116279069,0.279069767,0.04109589,0.346938775,0.232876712,0.333333333,0.273972602,0.281922786008744,0.301,88.48037489511341,0.2959907278418541,-0.8375637692758686,-1.5162984728813171,0.053707340970454494,26,15,1,1,10,0,1,0,2,24,17,73,"Leo Rivas",21009,660844
"Akil Baddoo","DET",31,82,2,7,5,1,0.097560975,0.329268292,0.164383562,0.177777777,0.136986301,0.219512195,0.301369863,0.22960755010930503,0.297,46.49207849798147,0.7589318007230759,-4.26145918404253,-1.0570483207702637,-0.2662795553973931,25,4,2,2,8,0,0,1,0,27,10,73,"Akil Baddoo",22168,668731
"Eric Wagaman","LAA",18,74,2,6,10,0,0.027027027,0.229729729,0.152777777,0.301886792,0.25,0.27027027,0.402777777,0.2898450292445518,0.302,85.9016409154436,0.10217762738466263,-1.0915517859051886,-0.9952225983142853,0.039876374710456686,26,11,5,0,2,0,0,0,0,17,18,72,"Eric Wagaman",23395,676572
"Brandon Crawford","STL",29,80,1,5,4,0,0.1,0.325,0.112676056,0.25,0.169014084,0.2625,0.28169014,0.24806679859757425,0.275,58.100342758658805,0.09478100389242172,-3.9135330517443467,2.60387647151947,0.14028830893452293,37,6,5,0,8,0,1,0,0,26,12,71,"Brandon Crawford",5343,543063
"José Fermín","STL",45,79,0,7,4,2,0.088607594,0.139240506,0.042253521,0.183333333,0.154929577,0.240506329,0.197183098,0.20663110892983932,0.246,30.211283355308865,0.15961603075265884,-6.433239934332981,-3.286760091781616,-0.7317572005439256,25,9,1,1,7,0,1,0,0,11,11,71,"Jose Fermin",21746,665877
"Daniel Vogelbach","TOR",31,79,1,5,8,0,0.11392405,0.215189873,0.114285715,0.23076923,0.185714285,0.278481012,0.3,0.2619745987880079,0.36,69.41696899563584,-0.622268944978714,-3.386747489476971,-2.3765430450439453,-0.3225695353215852,31,7,5,0,9,0,0,0,0,17,13,70,"Daniel Vogelbach",14130,596129
"Zack Short","- - -",42,88,0,11,5,2,0.159090909,0.272727272,0.042857143,0.195652173,0.128571428,0.282352941,0.171428571,0.22848970399183385,0.271,44.06838548311526,0.1493256911635399,-5.840427917567273,-1.251696340739727,-0.42930862786419993,29,6,3,0,14,0,1,0,3,24,9,70,"Zack Short",19562,670097
"Chuckie Robinson","CHW",26,76,0,2,0,0,0.065789473,0.263157894,0,0.18,0.128571428,0.197368421,0.128571428,0.15922686849769793,0.21,-4.717119686776596,-0.272497795522213,-9.37869157430678,1.556459665298462,-0.5455661242887914,29,9,0,0,5,0,1,0,0,20,9,70,"Chuckie Robinson",19824,642020
"Jacob Amaya","- - -",24,72,0,4,3,1,0.055555555,0.388888888,0.014705882,0.3,0.176470588,0.222222222,0.19117647,0.1904137060046196,0.202,17.452568573113233,0.21667996793985367,-6.6006117819754815,1.0924488685559481,-0.320379396925652,25,11,1,0,4,0,0,0,0,28,12,68,"Jacob Amaya",23296,676070
"Jack López","LAA",27,71,1,4,6,0,0.028169014,0.352112676,0.089552239,0.390243902,0.253731343,0.285714285,0.343283582,0.2767663172313145,0.201,76.70180779625144,-0.05375257134437561,-1.946471737179964,-2.914216935634613,-0.2569609935421271,31,13,3,0,2,0,1,0,1,25,17,67,"Jack Lopez",13663,605346
"Joshua Palacios","PIT",23,78,2,10,9,1,0.128205128,0.153846153,0.119402985,0.245283018,0.223880597,0.333333333,0.343283582,0.30664655795464146,0.342,93.47395181132538,-0.042922623455524445,-0.6516266342893458,-0.8314741626381874,0.115486717346468,28,11,2,0,10,0,1,0,0,12,15,67,"Joshua Palacios",19818,641943
"Bligh Madris","DET",21,75,1,8,5,0,0.08,0.266666666,0.089552239,0.361702127,0.268656716,0.324324324,0.358208955,0.3012389701765937,0.287,96.87908220620749,-0.06973281502723694,-0.33755663500056443,1.0385526418685913,0.3312422374646977,28,14,3,0,6,0,0,1,0,20,18,67,"Bligh Madris",20054,676632
"Zach DeLoach","CHW",22,75,1,10,5,0,0.106666666,0.28,0.119402985,0.288888888,0.208955223,0.293333333,0.328358208,0.2785143105189006,0.263,79.19210307916876,-0.5412898734211922,-2.326934612296599,-0.37031641602516174,-0.019721000906089567,25,8,5,0,8,0,0,0,0,21,14,67,"Zach DeLoach",27471,676113
"Jon Berti","NYY",25,74,1,10,6,5,0.081081081,0.189189189,0.045454546,0.333333333,0.272727272,0.342465753,0.318181818,0.2999132806307649,0.307,94.74949441968909,0.9730643182992935,0.5284960598042072,-0.5152503848075867,0.25676167851384274,34,17,0,0,6,0,1,0,1,14,18,66,"Jon Berti",12037,542932
"Eric Haase","MIL",30,69,5,10,14,0,0.04347826,0.405797101,0.242424243,0.393939393,0.272727272,0.304347826,0.515151515,0.35000611992849817,0.308,124.8725643965713,-1.8167013600468636,0.23555182839855515,-0.3334653377532959,0.22754671541362345,31,12,1,0,3,0,0,0,0,28,18,66,"Eric Haase",14111,606992
"Omar Narváez","NYM",28,69,0,4,5,0,0.04347826,0.173913043,0.030769231,0.188679245,0.153846153,0.19117647,0.184615384,0.171028972548597,0.2,8.29443649315023,-0.13111203536391258,-7.697804078226213,-4.228183269500732,-0.9940298960030496,32,8,2,0,3,0,0,0,1,12,10,65,"Omar Narvaez",13338,553882
"Braden Shewmake","CHW",29,67,1,4,4,5,0.014925373,0.149253731,0.078125,0.127272727,0.125,0.134328358,0.203125,0.14412220378420246,0.188,-15.342049308658593,0.9152499735355377,-7.92710760399606,-1.203938603401184,-0.7117988888487276,26,5,2,0,1,0,0,2,0,10,8,64,"Braden Shewmake",25817,669699
"Brian Serven","TOR",28,71,0,6,3,0,0.070422535,0.309859154,0.063492064,0.243902439,0.158730158,0.242857142,0.222222222,0.21705837845802306,0.239,37.82198235150038,0.0861465111374855,-4.965126337321705,1.0760536789894104,-0.15661469753584667,29,6,4,0,5,0,2,0,1,22,10,63,"Brian Serven",19422,661531
"Bryce Johnson","SDP",47,73,0,9,4,1,0.09589041,0.164383561,0.031746032,0.25490196,0.206349206,0.285714285,0.238095238,0.24330893073763166,0.291,57.10696319937284,-0.2515760734677315,-3.9958786746147013,0.8560667634010315,-0.0728363118113028,28,11,2,0,7,0,0,0,3,12,13,63,"Bryce Johnson",20002,669369
"Alan Trejo","COL",28,67,0,4,1,0,0.029850746,0.223880597,0,0.1875,0.142857142,0.181818181,0.142857142,0.15202802780902747,0.208,-21.11319811166627,-0.13702957704663277,-9.840510566072853,1.105952039361,-0.6713150399064777,28,9,0,0,2,0,1,0,1,15,9,63,"Alan Trejo",20056,676701
"Ryan Bliss","SEA",33,71,2,10,9,5,0.070422535,0.309859154,0.174603174,0.307692307,0.222222222,0.289855072,0.396825396,0.2995942019034123,0.31,100.91080971516624,0.029090940952301025,0.10308410699919446,1.682721383869648,0.4294738333975787,24,8,3,1,5,0,1,0,2,22,14,63,"Ryan Bliss",29547,669208
"Zach Dezenzo","HOU",19,65,2,5,8,0,0.046153846,0.338461538,0.129032258,0.342105263,0.241935483,0.276923076,0.370967741,0.2826819144762479,0.298,84.18008101007965,-0.00789806991815567,-1.1844828312276239,-3.1937285661697388,-0.22783943287368047,24,11,2,0,3,0,0,0,0,22,15,62,"Zach Dezenzo",31562,701305
"Nasim Nuñez","WSN",51,78,0,14,1,8,0.153846153,0.192307692,0.016393442,0.326086956,0.245901639,0.369863013,0.262295081,0.29956116088449136,0.265,91.65553109813203,-0.29234884679317474,-1.0706623899968255,1.9227296113967896,0.3566575684839401,23,14,1,0,12,0,0,0,5,15,15,61,"Nasim Nunez",25979,683083
"Jonatan Clase","- - -",26,66,1,7,5,3,0.045454545,0.257575757,0.081967213,0.325581395,0.245901639,0.303030303,0.327868852,0.2825273952700875,0.217,87.15228752449251,0.44474799185991293,-0.5254834660653653,-0.6349054053425789,0.10794123797735278,22,12,2,0,3,0,2,0,0,17,15,61,"Jonatan Clase",26599,682729
"Mike Ford","CIN",17,62,1,2,4,0,0.032258064,0.241935483,0.083333333,0.181818181,0.15,0.177419354,0.233333333,0.18047992740907975,0.234,4.667413183345156,-0.19766687601804733,-7.265631245265791,-0.9925390481948853,-0.6393364114666873,31,7,0,1,2,0,0,0,0,15,9,60,"Mike Ford",15585,645801
"Pablo Reyes","- - -",22,64,0,5,5,1,0.046875,0.296875,0.033333333,0.268292682,0.183333333,0.234375,0.216666666,0.20674801338464022,,23.425891311372155,-0.7532154507935047,-6.360692848684814,-2.855700135231018,-0.7309671086121797,30,9,2,0,3,0,1,0,0,19,11,60,"Pablo Reyes",16357,622569
"Ryan Kreidler","DET",35,65,1,9,2,5,0.092307692,0.292307692,0.050847458,0.153846153,0.118644067,0.2,0.169491525,0.17653322586646447,0.231,9.158514959474607,-0.027982458472251892,-6.7841932242482565,-0.482465922832489,-0.5261517584921968,26,6,0,0,6,0,0,0,0,19,7,59,"Ryan Kreidler",25867,668952
"David Dahl","PHI",19,62,3,6,8,0,0.048387096,0.338709677,0.189655173,0.257142857,0.206896551,0.241935483,0.396551724,0.2725337532258803,0.264,72.51092867539846,-0.05203189700841904,-2.0900734854493015,1.2694485783576965,0.12879638973916013,30,7,2,0,3,0,0,1,0,21,12,58,"David Dahl",13744,621311
"Aaron Hicks","LAA",18,63,1,6,5,0,0.095238095,0.365079365,0.052631579,0.212121212,0.140350877,0.222222222,0.192982456,0.196132863324786,0.248,19.982589648980827,0.15794829279184341,-5.610123387806436,-1.482759416103363,-0.5151070646182224,34,7,0,0,6,0,0,0,0,23,8,57,"Aaron Hicks",5297,543305
"Drew Millas","WSN",20,62,1,7,1,4,0.080645161,0.258064516,0.070175438,0.325,0.245614035,0.306451612,0.315789473,0.2795199896058729,0.268,78.16644908250609,1.0391711965203285,-0.5795697302919456,0.9830033183097839,0.25521437199597097,26,12,1,0,5,0,0,0,0,16,14,57,"Drew Millas",25643,686452
"Jasson Domínguez","NYY",18,67,2,8,4,5,0.164179104,0.283582089,0.125,0.228571428,0.178571428,0.313432835,0.303571428,0.2851653917511897,0.305,84.37552820534336,-0.1277424395084381,-1.3255464268357162,-2.357961595058441,-0.14918951321047022,21,7,1,0,11,0,0,0,0,19,10,56,"Jasson Dominguez",28080,691176
"Esteury Ruiz","OAK",29,65,2,10,8,5,0.061538461,0.307692307,0.181818181,0.257142857,0.2,0.269841269,0.381818181,0.2807173596488105,0.281,85.22321171336465,-1.0746849924325943,-2.1736883394300692,-2.4778046011924744,-0.2560633301960596,25,6,2,1,4,0,2,2,2,20,11,55,"Esteury Ruiz",21780,665923
"Yuli Gurriel","KCR",18,65,0,7,6,1,0.138461538,0.23076923,0.055555556,0.31707317,0.24074074,0.338461538,0.296296296,0.288963415989509,0.316,82.58478900058682,0.07680036127567291,-1.218432053628225,-1.494908668100834,-0.055895369434373815,40,10,3,0,9,0,0,2,0,15,13,54,"Yuli Gurriel",19198,493329
"Jacob Hurtubise","CIN",29,68,0,7,4,2,0.088235294,0.264705882,0.055555555,0.27027027,0.185185185,0.296875,0.24074074,0.2530218781903386,0.265,53.49311853051064,0.7160334065556526,-3.0656695740584485,0.327650785446167,-0.04856169703772717,26,8,1,1,6,0,3,1,4,18,10,54,"Jacob Hurtubise",27599,674441
"Jared Walsh","TEX",17,60,1,9,7,0,0.116666666,0.35,0.094339622,0.354838709,0.226415094,0.316666666,0.320754716,0.28863024711608887,0.324,86.83648027622472,-0.9666700959205627,-1.8703796761544118,-1.5369855761528015,-0.14482897799201042,30,9,2,0,7,0,0,0,0,21,12,53,"Jared Walsh",18607,665120
"Eguy Rosario","SDP",30,57,3,5,6,0,0.035087719,0.350877192,0.283018868,0.333333333,0.245283018,0.285714285,0.528301886,0.34465725826365606,0.274,125.3213346619625,-0.889363057911396,0.8365651757491805,1.3859386555850506,0.4258621499928562,24,4,6,0,2,0,1,0,1,20,13,53,"Eguy Rosario",19964,666703
"Chadwick Tromp","ATL",19,54,0,3,6,0,0.018518518,0.314814814,0.115384615,0.361111111,0.25,0.259259259,0.365384615,0.26644041803148055,0.252,67.80632032251921,-0.009321562945842743,-2.088183572655777,2.942492127418518,0.2742250481811758,29,7,6,0,1,0,0,1,0,17,13,52,"Chadwick Tromp",16953,644433
"David Hensley","MIA",23,58,1,9,4,1,0.103448275,0.293103448,0.076923077,0.294117647,0.211538461,0.293103448,0.288461538,0.2650730681830439,0.218,65.45689084187177,0.22567114979028702,-2.1701296355392206,-1.8127825260162354,-0.21157479155831546,28,9,1,0,6,0,0,0,0,17,11,52,"David Hensley",25111,682073
"Rafael Marchán","PHI",17,56,3,8,6,0,0.053571428,0.142857142,0.25490196,0.3,0.294117647,0.345454545,0.549019607,0.38196159492839465,0.393,146.16336699834974,-0.51545250415802,2.5758876041973973,1.312220811843872,0.5944376765529185,25,8,4,0,3,0,1,0,1,8,15,51,"Rafael Marchan",21646,665561
"Kyren Paris","LAA",21,59,1,4,5,1,0.118644067,0.288135593,0.098039216,0.151515151,0.117647058,0.224137931,0.215686274,0.2073715616916788,0.269,27.888119593191195,0.18551933020353317,-4.6826361401780225,-2.0004241317510605,-0.48658658859095194,22,3,2,0,7,0,0,0,0,17,6,51,"Kyren Paris",26420,677347
"Drew Romo","COL",16,53,0,4,6,0,0.037735849,0.339622641,0.058823529,0.272727272,0.176470588,0.207547169,0.235294117,0.19682762532863976,0.173,9.040001858926484,-0.4544513402506709,-6.219295834778121,0.7273750454187393,-0.3846434432578215,22,6,3,0,2,0,0,0,0,18,9,51,"Drew Romo",27763,691011
"Avisaíl García","MIA",18,51,2,4,2,0,0.019607843,0.25490196,0.14,0.285714285,0.24,0.25490196,0.38,0.2740822633107503,0.293,71.5206967084512,0.002705886960029602,-1.7341381467683898,-0.0795670747756958,-0.011654357158592421,33,9,1,0,1,0,0,0,0,13,12,50,"Avisail Garcia",5760,541645
"Cole Tucker","LAA",25,57,0,3,3,3,0.105263157,0.298245614,0.12,0.264705882,0.18,0.263157894,0.3,0.25033894338105855,0.256,58.11225333899435,0.8106133937835693,-1.9213033586492285,-3.317484974861145,-0.3443279941892687,27,4,4,1,6,0,0,1,0,17,9,50,"Cole Tucker",17326,657061
"Mason McCoy","SDP",19,57,0,7,3,1,0.087719298,0.333333333,0.040816327,0.333333333,0.204081632,0.277777777,0.244897959,0.24089317741217436,0.242,55.4809956207523,0.8196610733866692,-2.2148000882528764,2.0697944164276123,0.181351143730457,29,8,2,0,5,0,0,0,3,19,10,49,"Mason McCoy",22232,669200
"Thomas Saggese","STL",18,52,1,5,4,0,0.038461538,0.269230769,0.102040816,0.264705882,0.204081632,0.25,0.306122448,0.24671022708599383,0.248,57.187277143611986,-0.10109141655266285,-2.763271791155209,0.533699557185173,-0.05115982467366221,22,7,2,0,2,0,1,0,0,14,10,49,"Thomas Saggese",27883,695336
"Billy Cook","PIT",16,49,3,5,8,1,0,0.387755102,0.224489796,0.296296296,0.224489795,0.224489795,0.448979591,0.2846528534986535,0.281,78.67068112869934,0.20474477857351303,-1.04503746865668,2.351010322570801,0.3036502448406762,25,6,2,0,0,0,0,0,0,19,11,49,"Billy Cook",29573,695257
"Tyler Black","MIL",18,57,0,4,2,3,0.122807017,0.298245614,0.040816327,0.3125,0.204081632,0.315789473,0.244897959,0.2650295621470401,0.256,67.67751619384563,0.5869734510779381,-1.6161603144924954,-0.9996412396430969,-0.07382704526792161,23,8,2,0,7,0,1,0,0,17,10,49,"Tyler Black",29949,672012
"Davis Wendzel","TEX",27,49,1,2,2,0,0.020408163,0.244897959,0.106382979,0.147058823,0.127659574,0.163265306,0.234042553,0.17577465821285637,0.263,7.451554342612049,0.11940654367208481,-5.069439876633913,0.8350056037306786,-0.268210716326832,27,3,2,0,1,0,1,0,0,12,6,47,"Davis Wendzel",26469,673995
"David Bote","CHC",37,48,0,4,6,0,0.041666666,0.270833333,0.086956521,0.424242424,0.304347826,0.333333333,0.391304347,0.3169406900803248,0.276,105.53492822553989,0.2303347885608673,0.5480328137582965,0.7224404364824295,0.29653959303355476,31,10,4,0,2,0,0,0,0,13,14,46,"David Bote",14593,623520
"Luke Williams","ATL",37,52,0,8,4,3,0.076923076,0.25,0.065217392,0.272727272,0.195652173,0.274509803,0.260869565,0.2456925020498388,0.234,53.841550677130776,-0.22998272627592087,-3.1002070360360663,-0.2998749688267708,-0.17204741627108794,27,6,3,0,4,0,1,0,1,13,9,46,"Luke Williams",19931,663897
"Gustavo Campero","LAA",13,48,1,6,6,3,0,0.166666666,0.108695652,0.27027027,0.239130434,0.270833333,0.347826086,0.27115207289656,0.251,72.75263367896567,0.49021946266293526,-1.0062621165600287,-1.4113292694091797,-0.08402257409999997,26,9,0,1,0,0,2,0,0,8,11,46,"Gustavo Campero",22707,672569
"Rece Hinds","CIN",24,51,5,9,11,2,0.078431372,0.31372549,0.456521739,0.28,0.260869565,0.333333333,0.717391304,0.4332526349553875,0.386,174.8007719577242,1.1195683106780052,5.681381960508617,-0.8193210661411285,0.6778036105478218,23,2,4,1,4,0,1,0,0,16,12,46,"Rece Hinds",27493,677956
"Ryan Vilade","DET",17,49,1,5,5,0,0.040816326,0.244897959,0.066666667,0.212121212,0.177777777,0.208333333,0.244444444,0.1999968228240808,0.246,25.663288225188868,-0.0724387455265969,-4.240221122099186,-0.743180975317955,-0.3455624127764822,25,7,0,0,2,0,0,1,1,12,8,45,"Ryan Vilade",22165,668723
"Tyler Locklear","SEA",16,49,2,3,3,1,0.061224489,0.408163265,0.155555556,0.217391304,0.155555555,0.224489795,0.311111111,0.2381243949033776,0.221,57.671692155509,0.142336281016469,-2.230854182382355,-1.1720505058765411,-0.18233222874018906,23,4,1,0,3,0,1,0,0,20,7,45,"Tyler Locklear",31396,682988
"Jahmai Jones","NYY",33,47,1,8,4,1,0.042553191,0.340425531,0.142857142,0.36,0.238095238,0.304347826,0.38095238,0.3018388190995092,0.263,96.10395750130624,-0.4049448296427727,-0.614465633136917,-0.35922205448150635,0.06164925545586766,26,7,1,1,2,0,2,0,1,16,10,42,"Jahmai Jones",18872,663330
"René Pinto","TBR",19,49,2,5,6,0,0.081632653,0.367346938,0.214285714,0.304347826,0.214285714,0.291666666,0.428571428,0.3097107994059722,0.33,105.69773165615617,-0.9684101864695549,-0.6489596079330167,-1.1038719415664673,-0.01191642131631536,27,4,3,0,4,0,1,1,1,18,9,42,"Rene Pinto",19859,650907
"Austin Shenton","TBR",19,50,1,3,3,0,0.16,0.28,0.19047619,0.296296296,0.214285714,0.34,0.404761904,0.3296003949642181,0.288,119.68847935049243,-0.20615223795175552,0.9202351684714225,-0.026418328285217285,0.26487468153834687,26,3,5,0,8,0,0,0,0,14,9,42,"Austin Shenton",25425,668853
"Justin Foscue","TEX",15,44,0,3,1,0,0.045454545,0.409090909,0.023809524,0.083333333,0.047619047,0.09090909,0.071428571,0.07987314327196642,0.133,-60.00752973546265,-0.018397826701402664,-8.074012871024854,-1.2938093431293964,-0.815631698751188,25,1,1,0,2,0,0,0,0,18,2,42,"Justin Foscue",27501,679822
"Shay Whitcomb","HOU",20,46,0,1,5,0,0.108695652,0.173913043,0.073170731,0.272727272,0.219512195,0.304347826,0.292682926,0.27172296332276386,0.342,76.471330968685,-0.1836216077208519,-1.4220211983535664,-3.4498815089464188,-0.34440080737185386,25,6,3,0,5,0,0,0,0,8,9,41,"Shay Whitcomb",27789,694376
"Coby Mayo","BAL",17,46,0,4,0,0,0.086956521,0.478260869,0,0.210526315,0.097560975,0.195652173,0.097560975,0.15225125525308691,0.222,-6.488413909794126,-0.032596293836832047,-5.637469566417591,-1.3521012775599957,-0.5631087645470432,22,4,0,0,4,0,1,0,0,22,4,41,"Coby Mayo",28312,691723
"Jamie Westbrook","BOS",21,48,2,4,7,0,0.083333333,0.291666666,0.2,0.153846153,0.15,0.234042553,0.35,0.2520904426879071,0.313,55.32068205121127,-0.8186387494206429,-3.2725190802690793,0.1614692434668541,-0.15564138846508113,29,2,2,0,4,0,1,2,0,14,6,40,"Jamie Westbrook",15504,642197
"Yoán Moncada","CHW",12,45,0,4,0,1,0.111111111,0.244444444,0.125,0.379310344,0.275,0.355555555,0.4,0.3326861116621229,0.314,117.29765428171027,-0.11820882558822632,0.7724376096725939,0.37182918563485146,0.27348425351676886,29,7,3,1,5,0,0,0,0,11,11,40,"Yoan Moncada",17232,660162
"Luken Baker","STL",21,49,2,3,10,1,0.142857142,0.224489795,0.225,0.172413793,0.175,0.285714285,0.4,0.2941351739727721,0.288,89.10751719589678,-0.23563441634178162,-0.8738747520491463,-1.9460612535476685,-0.12246425465326893,27,3,1,1,7,0,0,2,0,11,7,40,"Luken Baker",21497,663609
"Seby Zavala","SEA",18,43,1,4,2,0,0.069767441,0.372093023,0.128205129,0.227272727,0.153846153,0.214285714,0.282051282,0.2207387543859936,0.257,45.4422775718471,-0.0627886913716793,-2.7470840155614864,0.9552384316921234,-0.036653299122127656,30,3,2,0,3,0,0,0,1,16,6,39,"Seby Zavala",18887,664874
"Eli White","ATL",35,42,1,9,4,3,0.023809523,0.285714285,0.153846153,0.384615384,0.282051282,0.333333333,0.435897435,0.3351706110295795,0.263,114.06645140030052,0.4167940691113472,1.1232663471874207,0.043592095375061035,0.2651724909140028,30,8,1,1,1,0,2,0,0,12,11,39,"Eli White",19346,642201
"Jhonny Pereda","MIA",20,40,0,2,4,0,0,0.25,0,0.310344827,0.23076923,0.25,0.23076923,0.21638970971107482,0.246,32.68965353348538,-0.17105508595705032,-3.3906638559937923,1.88913956284523,-0.017300686376854474,28,9,0,0,0,0,1,0,0,10,9,39,"Jhonny Pereda",19802,640902
