Name,PlayerId,Age,player_type,mlbamid,compound_id,display_name,position_detail,position
Moises Ballesteros,28820,22,hitter,694208,28820_hitter,Moises Ballesteros,Hitter,NA
Mookie Betts,13611,33,hitter,605141,13611_hitter,Mookie Betts,Hitter,NA
Munetaka Murakami,37120,26,hitter,808959,37120_hitter,Munetaka Murakami,Hitter,NA
Myles Straw,17620,31,hitter,664702,17620_hitter,Myles Straw,Hitter,NA
Nasim Nunez,25979,25,hitter,683083,25979_hitter,Nasim Nunez,Hitter,NA
Nathan Church,31357,25,hitter,701675,31357_hitter,Nathan Church,Hitter,NA
Nathan Eovaldi,9132,36,pitcher,543135,9132_pitcher,Nathan Eovaldi,SP,SP
Nathan Lukes,18123,31,hitter,664770,18123_hitter,Nathan Lukes,Hitter,NA
Nathaniel Lowe,19566,30,hitter,663993,19566_hitter,Nathaniel Lowe,Hitter,NA
Nick Allen,22277,27,hitter,669397,22277_hitter,Nick Allen,Hitter,NA
Nick Castellanos,11737,34,hitter,592206,11737_hitter,Nick Castellanos,Hitter,NA
Nick Fortes,21538,29,hitter,663743,21538_hitter,Nick Fortes,Hitter,NA
Nick Gonzales,27490,27,hitter,693304,27490_hitter,Nick Gonzales,Hitter,NA
Nick Kurtz,35110,23,hitter,701762,35110_hitter,Nick Kurtz,Hitter,NA
Nick Loftin,27630,27,hitter,679845,27630_hitter,Nick Loftin,Hitter,NA
Nick Martinez,12730,35,pitcher,607259,12730_pitcher,Nick Martinez,SP,SP
Nick Mears,25376,29,pitcher,683232,25376_pitcher,Nick Mears,RP,RP
Nick Pivetta,15454,33,pitcher,601713,15454_pitcher,Nick Pivetta,SP,SP
Nick Raquet,20333,30,pitcher,675919,20333_pitcher,Nick Raquet,RP,RP
Nick Yorke,27504,24,hitter,694377,27504_hitter,Nick Yorke,Hitter,NA
Nico Hoerner,21479,29,hitter,663538,21479_hitter,Nico Hoerner,Hitter,NA
Noah Cameron,30184,26,pitcher,702070,30184_pitcher,Noah Cameron,SP,SP
Noelvi Marte,26517,24,hitter,682622,26517_hitter,Noelvi Marte,Hitter,NA
Nolan Arenado,9777,35,hitter,571448,9777_hitter,Nolan Arenado,Hitter,NA
Nolan Gorman,22263,26,hitter,669357,22263_hitter,Nolan Gorman,Hitter,NA
Nolan McLean,33703,24,pitcher,690997,33703_pitcher,Nolan McLean,SP,SP
Nolan Schanuel,33189,24,hitter,694384,33189_hitter,Nolan Schanuel,Hitter,NA
Oneil Cruz,21711,27,hitter,665833,21711_hitter,Oneil Cruz,Hitter,NA
Orion Kerkering,31776,25,pitcher,689147,31776_pitcher,Orion Kerkering,RP,RP
Orlando Ribalta,26247,28,pitcher,687377,26247_pitcher,Orlando Ribalta,RP,RP
Osvaldo Bido,23150,30,pitcher,674370,23150_pitcher,Osvaldo Bido,RP,RP
Oswald Peraza,22823,26,hitter,672724,22823_hitter,Oswald Peraza,Hitter,NA
Otto Kemp,31792,26,hitter,805249,31792_hitter,Otto Kemp,Hitter,NA
Otto Lopez,19608,27,hitter,672640,19608_hitter,Otto Lopez,Hitter,NA
Owen Caissie,27496,23,hitter,683357,27496_hitter,Owen Caissie,Hitter,NA
Ozzie Albies,16556,29,hitter,645277,16556_hitter,Ozzie Albies,Hitter,NA
P.J. Higgins,18433,33,pitcher,664731,18433_pitcher,P.J. Higgins,RP,RP
PJ Poulin,23394,29,pitcher,676571,23394_pitcher,PJ Poulin,RP,RP
Parker Meadows,23800,26,hitter,678009,23800_hitter,Parker Meadows,Hitter,NA
Parker Messick,31986,25,pitcher,800048,31986_pitcher,Parker Messick,SP,SP
Patrick Bailey,27478,27,hitter,672275,27478_hitter,Patrick Bailey,Hitter,NA
Patrick Corbin,9323,36,pitcher,571578,9323_pitcher,Patrick Corbin,SP,SP
Paul Blackburn,14739,32,pitcher,621112,14739_pitcher,Paul Blackburn,RP,RP
Paul Goldschmidt,9218,38,hitter,502671,9218_hitter,Paul Goldschmidt,Hitter,NA
Paul Sewald,13892,36,pitcher,623149,13892_pitcher,Paul Sewald,RP,RP
Paul Skenes,33677,24,pitcher,694973,33677_pitcher,Paul Skenes,SP,SP
Pavin Smith,19892,30,hitter,656976,19892_hitter,Pavin Smith,Hitter,NA
Paxton Schultz,25501,28,pitcher,687606,25501_pitcher,Paxton Schultz,RP,RP
Pedro Pages,25782,27,hitter,686780,25782_hitter,Pedro Pages,Hitter,NA
Pete Alonso,19251,31,hitter,624413,19251_hitter,Pete Alonso,Hitter,NA
Pete Crow-Armstrong,27769,24,hitter,691718,27769_hitter,Pete Crow-Armstrong,Hitter,NA
Pete Fairbanks,17998,32,pitcher,664126,17998_pitcher,Pete Fairbanks,RP,RP
Peyton Pallette,31865,25,pitcher,688883,31865_pitcher,Peyton Pallette,RP,RP
Phil Maton,18064,33,pitcher,664208,18064_pitcher,Phil Maton,RP,RP
Pierce Johnson,13435,35,pitcher,572955,13435_pitcher,Pierce Johnson,RP,RP
Rafael Devers,17350,29,hitter,646240,17350_hitter,Rafael Devers,Hitter,NA
Rafael Marchan,21646,27,hitter,665561,21646_hitter,Rafael Marchan,Hitter,NA
Raisel Iglesias,17130,36,pitcher,628452,17130_pitcher,Raisel Iglesias,RP,RP
Ramon Laureano,17128,31,hitter,657656,17128_hitter,Ramon Laureano,Hitter,NA
Ramon Urias,18795,32,hitter,602104,18795_hitter,Ramon Urias,Hitter,NA
Randal Grichuk,10243,34,hitter,545341,10243_hitter,Randal Grichuk,Hitter,NA
Randy Arozarena,19290,31,hitter,668227,19290_hitter,Randy Arozarena,Hitter,NA
Randy Vasquez,24719,27,pitcher,681190,24719_pitcher,Randy Vasquez,SP,SP
Ranger Suarez,17277,30,pitcher,624133,17277_pitcher,Ranger Suarez,SP,SP
Reese McGuire,15674,31,hitter,624512,15674_hitter,Reese McGuire,Hitter,NA
Reid Detmers,27468,26,pitcher,672282,27468_pitcher,Reid Detmers,SP,SP
Reynaldo Lopez,16400,32,pitcher,625643,16400_pitcher,Reynaldo Lopez,SP,SP
Rhett Lowder,33876,24,pitcher,695076,33876_pitcher,Rhett Lowder,SP,SP
Rhys Hoskins,16472,33,hitter,656555,16472_hitter,Rhys Hoskins,Hitter,NA
Richard Lovelady,19337,30,pitcher,663992,19337_pitcher,Richard Lovelady,RP,RP
Richie Palacios,24589,29,hitter,680700,24589_hitter,Richie Palacios,Hitter,NA
Rico Garcia,20023,32,pitcher,670329,20023_pitcher,Rico Garcia,RP,RP
Riley Greene,25976,25,hitter,682985,25976_hitter,Riley Greene,Hitter,NA
Riley Martin,29934,28,pitcher,702303,29934_pitcher,Riley Martin,RP,RP
Riley O'Brien,20348,31,pitcher,676617,20348_pitcher,Riley O'Brien,RP,RP
Rob Refsnyder,13770,35,hitter,608701,13770_hitter,Rob Refsnyder,Hitter,NA
Robbie Ray,11486,34,pitcher,592662,11486_pitcher,Robbie Ray,SP,SP
Robert Garcia,23363,30,pitcher,676395,23363_pitcher,Robert Garcia,RP,RP
Robert Suarez,30115,35,pitcher,663158,30115_pitcher,Robert Suarez,RP,RP
Roddery Munoz,25311,26,pitcher,682610,25311_pitcher,Roddery Munoz,RP,RP
Roki Sasaki,35323,24,pitcher,808963,35323_pitcher,Roki Sasaki,SP,SP
Rolddy Munoz,27407,26,pitcher,691548,27407_pitcher,Rolddy Munoz,RP,RP
Roman Anthony,31812,22,hitter,701350,31812_hitter,Roman Anthony,Hitter,NA
Ron Marinaccio,23488,30,pitcher,676760,23488_pitcher,Ron Marinaccio,RP,RP
Ronald Acuna Jr.,18401,28,hitter,660670,18401_hitter,Ronald Acuna Jr.,Hitter,NA
Ronny Mauricio,23698,25,hitter,677595,23698_hitter,Ronny Mauricio,Hitter,NA
Royce Lewis,20437,27,hitter,668904,20437_hitter,Royce Lewis,Hitter,NA
Ryan Bliss,29547,26,hitter,669208,29547_hitter,Ryan Bliss,Hitter,NA
Ryan Borucki,16350,32,pitcher,621366,16350_pitcher,Ryan Borucki,RP,RP
Ryan Feltner,21446,29,pitcher,663372,21446_pitcher,Ryan Feltner,SP,SP
Ryan Fernandez,24862,28,pitcher,681676,24862_pitcher,Ryan Fernandez,RP,RP
Ryan Gusto,26440,27,pitcher,687473,26440_pitcher,Ryan Gusto,RP,RP
Ryan Helsley,18138,31,pitcher,664854,18138_pitcher,Ryan Helsley,RP,RP
Ryan Jeffers,24618,29,hitter,680777,24618_hitter,Ryan Jeffers,Hitter,NA
Ryan Johnson,35325,23,pitcher,696270,35325_pitcher,Ryan Johnson,SP,SP
Ryan Kreidler,25867,28,hitter,668952,25867_hitter,Ryan Kreidler,Hitter,NA
Ryan McMahon,15112,31,hitter,641857,15112_hitter,Ryan McMahon,Hitter,NA
Ryan Mountcastle,18373,29,hitter,663624,18373_hitter,Ryan Mountcastle,Hitter,NA
Ryan O'Hearn,16442,32,hitter,656811,16442_hitter,Ryan O'Hearn,Hitter,NA
Ryan Ritter,31500,25,hitter,690022,31500_hitter,Ryan Ritter,Hitter,NA
Ryan Thompson,16647,34,pitcher,657044,16647_pitcher,Ryan Thompson,RP,RP
Ryan Vilade,22165,27,hitter,668723,22165_hitter,Ryan Vilade,Hitter,NA
Ryan Walker,20423,30,pitcher,676254,20423_pitcher,Ryan Walker,RP,RP
Ryan Watson,27853,28,pitcher,670245,27853_pitcher,Ryan Watson,RP,RP
Ryan Weathers,23796,26,pitcher,677960,23796_pitcher,Ryan Weathers,SP,SP
Ryan Weiss,24621,29,pitcher,680802,24621_pitcher,Ryan Weiss,RP,RP
Ryan Yarbrough,16502,34,pitcher,642232,16502_pitcher,Ryan Yarbrough,RP,RP
Ryan Zeferjahn,25420,28,pitcher,666171,25420_pitcher,Ryan Zeferjahn,RP,RP
Ryne Nelson,26253,28,pitcher,669194,26253_pitcher,Ryne Nelson,SP,SP
Ryne Stanek,15947,34,pitcher,592773,15947_pitcher,Ryne Stanek,RP,RP
Sal Frelick,29622,26,hitter,686217,29622_hitter,Sal Frelick,Hitter,NA
Sal Stewart,31505,22,hitter,701398,31505_hitter,Sal Stewart,Hitter,NA
Salvador Perez,7304,36,hitter,521692,7304_hitter,Salvador Perez,Hitter,NA
Sam Bachman,29754,26,pitcher,696147,29754_pitcher,Sam Bachman,RP,RP
Sam Haggerty,18054,32,hitter,664059,18054_hitter,Sam Haggerty,Hitter,NA
Sam Moll,14874,34,pitcher,594580,14874_pitcher,Sam Moll,RP,RP
Samuel Basallo,28824,21,hitter,694212,28824_hitter,Samuel Basallo,Hitter,NA
Sandy Alcantara,18684,30,pitcher,645261,18684_pitcher,Sandy Alcantara,SP,SP
Santiago Espinal,19997,31,hitter,669289,19997_hitter,Santiago Espinal,Hitter,NA
Scott Barlow,14993,33,pitcher,605130,14993_pitcher,Scott Barlow,RP,RP
Scott Kingery,17975,32,hitter,664068,17975_hitter,Scott Kingery,Hitter,NA
Sean Burke,29878,26,pitcher,680732,29878_pitcher,Sean Burke,SP,SP
Sean Manaea,15873,34,pitcher,640455,15873_pitcher,Sean Manaea,RP,RP
Sean Newcomb,16943,33,pitcher,656794,16943_pitcher,Sean Newcomb,RP,RP
Seiya Suzuki,30116,31,hitter,673548,30116_hitter,Seiya Suzuki,Hitter,NA
Seranthony Dominguez,19249,31,pitcher,622554,19249_pitcher,Seranthony Dominguez,RP,RP
Seth Johnson,26020,27,pitcher,686751,26020_pitcher,Seth Johnson,RP,RP
Seth Lugo,12447,36,pitcher,607625,12447_pitcher,Seth Lugo,SP,SP
Shane Baz,22264,27,pitcher,669358,22264_pitcher,Shane Baz,SP,SP
Shane Drohan,27814,27,pitcher,675660,27814_pitcher,Shane Drohan,SP,SP
Shane McClanahan,21483,29,pitcher,663556,21483_pitcher,Shane McClanahan,SP,SP
Shane Smith,31687,26,pitcher,681343,31687_pitcher,Shane Smith,SP,SP
Shaun Anderson,19453,31,pitcher,641312,19453_pitcher,Shaun Anderson,RP,RP
Shawn Armstrong,12857,35,pitcher,542888,12857_pitcher,Shawn Armstrong,RP,RP
Shay Whitcomb,27789,27,hitter,694376,27789_hitter,Shay Whitcomb,Hitter,NA
Shea Langeliers,25816,28,hitter,669127,25816_hitter,Shea Langeliers,Hitter,NA
Shohei Ohtani,19755,31,hitter,660271,19755_hitter,Shohei Ohtani (Hitter),Hitter,NA
Shohei Ohtani,19755,31,pitcher,660271,19755_pitcher,Shohei Ohtani (SP),SP,SP
Shota Imanaga,33829,32,pitcher,684007,33829_pitcher,Shota Imanaga,SP,SP
Simeon Woods Richardson,24494,25,pitcher,680573,24494_pitcher,Simeon Woods Richardson,SP,SP
Slade Cecconi,27500,27,pitcher,677944,27500_pitcher,Slade Cecconi,SP,SP
Sonny Gray,12768,36,pitcher,543243,12768_pitcher,Sonny Gray,SP,SP
Spencer Horwitz,26477,28,hitter,687462,26477_hitter,Spencer Horwitz,Hitter,NA
Spencer Miles,31621,25,pitcher,693686,31621_pitcher,Spencer Miles,RP,RP
Spencer Steer,26323,28,hitter,668715,26323_hitter,Spencer Steer,Hitter,NA
Spencer Torkelson,27465,26,hitter,679529,27465_hitter,Spencer Torkelson,Hitter,NA
Starling Marte,9241,37,hitter,516782,9241_hitter,Starling Marte,Hitter,NA
Steven Cruz,23165,27,pitcher,674444,23165_pitcher,Steven Cruz,RP,RP
Steven Kwan,24610,28,hitter,680757,24610_hitter,Steven Kwan,Hitter,NA
Steven Matz,13361,35,pitcher,571927,13361_pitcher,Steven Matz,SP,SP
Steven Okert,13580,34,pitcher,595345,13580_pitcher,Steven Okert,RP,RP
TJ Friedl,19522,30,hitter,670770,19522_hitter,TJ Friedl,Hitter,NA
TJ Rumfield,29805,26,hitter,681198,29805_hitter,TJ Rumfield,Hitter,NA
Taijuan Walker,11836,33,pitcher,592836,11836_pitcher,Taijuan Walker,SP,SP
Taj Bradley,22543,25,pitcher,671737,22543_pitcher,Taj Bradley,SP,SP
Tanner Banks,16990,34,pitcher,621383,16990_pitcher,Tanner Banks,RP,RP
Tanner Bibee,30134,27,pitcher,676440,30134_pitcher,Tanner Bibee,SP,SP
Tanner Murray,28848,26,hitter,695020,28848_hitter,Tanner Murray,Hitter,NA
Tanner Scott,17586,31,pitcher,656945,17586_pitcher,Tanner Scott,RP,RP
Tarik Skubal,22267,29,pitcher,669373,22267_pitcher,Tarik Skubal,SP,SP
Tatsuya Imai,37124,28,pitcher,837227,37124_pitcher,Tatsuya Imai,SP,SP
Taylor Clarke,17611,33,pitcher,664199,17611_pitcher,Taylor Clarke,RP,RP
Taylor Rashi,26344,30,pitcher,688497,26344_pitcher,Taylor Rashi,RP,RP
Taylor Rogers,13449,35,pitcher,573124,13449_pitcher,Taylor Rogers,RP,RP
Taylor Trammell,19960,28,hitter,666211,19960_hitter,Taylor Trammell,Hitter,NA
Taylor Walls,22458,29,hitter,670764,22458_hitter,Taylor Walls,Hitter,NA
Taylor Ward,17548,32,hitter,621493,17548_hitter,Taylor Ward,Hitter,NA
Teoscar Hernandez,13066,33,hitter,606192,13066_hitter,Teoscar Hernandez,Hitter,NA
Thomas Saggese,27883,24,hitter,695336,27883_hitter,Thomas Saggese,Hitter,NA
Tim Herrin,25139,29,pitcher,682120,25139_pitcher,Tim Herrin,RP,RP
Tim Hill,16814,36,pitcher,657612,16814_pitcher,Tim Hill,RP,RP
Tim Mayza,15042,34,pitcher,641835,15042_pitcher,Tim Mayza,RP,RP
Tim Tawa,29571,27,hitter,694374,29571_hitter,Tim Tawa,Hitter,NA
Tobias Myers,22191,27,pitcher,668964,22191_pitcher,Tobias Myers,RP,RP
Tommy Nance,19178,35,pitcher,667297,19178_pitcher,Tommy Nance,RP,RP
Tommy Pham,2967,38,hitter,502054,2967_hitter,Tommy Pham,Hitter,NA
Tomoyuki Sugano,35321,36,pitcher,608372,35321_pitcher,Tomoyuki Sugano,SP,SP
Tony Santillan,19926,29,pitcher,663574,19926_pitcher,Tony Santillan,RP,RP
Travis d'Arnaud,7739,37,hitter,518595,7739_hitter,Travis d'Arnaud,Hitter,NA
Trea Turner,16252,33,hitter,607208,16252_hitter,Trea Turner,Hitter,NA
Trent Grisham,18564,29,hitter,663757,18564_hitter,Trent Grisham,Hitter,NA
Trevor Larnach,21501,29,hitter,663616,21501_hitter,Trevor Larnach,Hitter,NA
Trevor Megill,17722,32,pitcher,656730,17722_pitcher,Trevor Megill,RP,RP
Trevor Rogers,22286,28,pitcher,669432,22286_pitcher,Trevor Rogers,SP,SP
Trevor Story,12564,33,hitter,596115,12564_hitter,Trevor Story,Hitter,NA
Tristan Gray,19877,30,hitter,656484,19877_hitter,Tristan Gray,Hitter,NA
Tristan Peters,30063,26,hitter,671976,30063_hitter,Tristan Peters,Hitter,NA
Troy Johnston,26143,29,hitter,687859,26143_hitter,Troy Johnston,Hitter,NA
Ty France,17982,31,hitter,664034,17982_hitter,Ty France,Hitter,NA
Tyler Alexander,17735,31,pitcher,641302,17735_pitcher,Tyler Alexander,RP,RP
Tyler Freeman,22532,27,hitter,671289,22532_hitter,Tyler Freeman,Hitter,NA
Tyler Gilbert,17964,32,pitcher,656457,17964_pitcher,Tyler Gilbert,RP,RP
Tyler Glasnow,14374,32,pitcher,607192,14374_pitcher,Tyler Glasnow,SP,SP
Tyler Heineman,13897,35,hitter,623168,13897_hitter,Tyler Heineman (Hitter),Hitter,NA
Tyler Heineman,13897,35,pitcher,623168,13897_pitcher,Tyler Heineman (RP),RP,RP
Tyler Holton,26231,30,pitcher,663947,26231_pitcher,Tyler Holton,RP,RP
Tyler Kinley,18297,35,pitcher,641755,18297_pitcher,Tyler Kinley,RP,RP
Tyler Mahle,16358,31,pitcher,641816,16358_pitcher,Tyler Mahle,SP,SP
Tyler O'Neill,15711,31,hitter,641933,15711_hitter,Tyler O'Neill,Hitter,NA
Tyler Phillips,20629,28,pitcher,663969,20629_pitcher,Tyler Phillips,RP,RP
Tyler Rogers,15541,35,pitcher,643511,15541_pitcher,Tyler Rogers,RP,RP
Tyler Samaniego,30081,27,pitcher,701719,30081_pitcher,Tyler Samaniego,RP,RP
Tyler Schweitzer,31920,25,pitcher,805326,31920_pitcher,Tyler Schweitzer,RP,RP
Tyler Soderstrom,27467,24,hitter,691016,27467_hitter,Tyler Soderstrom,Hitter,NA
Tyler Stephenson,17988,29,hitter,663886,17988_hitter,Tyler Stephenson,Hitter,NA
Tyler Tolbert,25779,28,hitter,686475,25779_hitter,Tyler Tolbert,Hitter,NA
Tyler Uberstine,29961,27,pitcher,700413,29961_pitcher,Tyler Uberstine,RP,RP
Tyler Wells,20000,31,pitcher,669330,20000_pitcher,Tyler Wells,RP,RP
Tyrone Taylor,13675,32,hitter,621438,13675_hitter,Tyrone Taylor,Hitter,NA
Valente Bellozo,23899,26,pitcher,678368,23899_pitcher,Valente Bellozo,RP,RP
Vaughn Grissom,26031,25,hitter,687093,26031_hitter,Vaughn Grissom,Hitter,NA
Victor Caratini,14968,32,hitter,605170,14968_hitter,Victor Caratini,Hitter,NA
Victor Robles,18363,29,hitter,645302,18363_hitter,Victor Robles,Hitter,NA
Victor Scott II,31349,25,hitter,687363,31349_hitter,Victor Scott II,Hitter,NA
Victor Vodnik,24614,26,pitcher,680767,24614_pitcher,Victor Vodnik,RP,RP
Vinnie Pasquantino,27676,28,hitter,686469,27676_hitter,Vinnie Pasquantino,Hitter,NA
Vladimir Guerrero Jr.,19611,27,hitter,665489,19611_hitter,Vladimir Guerrero Jr.,Hitter,NA
Walbert Urena,29357,22,pitcher,700712,29357_pitcher,Walbert Urena,RP,RP
Walker Buehler,19374,31,pitcher,621111,19374_pitcher,Walker Buehler,SP,SP
Wandy Peralta,14295,34,pitcher,593974,14295_pitcher,Wandy Peralta,RP,RP
Wenceel Perez,22857,26,hitter,672761,22857_hitter,Wenceel Perez,Hitter,NA
Will Benson,21853,28,hitter,666181,21853_hitter,Will Benson,Hitter,NA
Will Klein,27787,26,pitcher,694361,27787_pitcher,Will Klein,RP,RP
Will Smith,19197,31,hitter,669257,19197_hitter,Will Smith,Hitter,NA
Will Vest,19769,31,pitcher,676684,19769_pitcher,Will Vest,RP,RP
Will Warren,30182,27,pitcher,701542,30182_pitcher,Will Warren,SP,SP
Willi Castro,17338,29,hitter,650489,17338_hitter,Willi Castro,Hitter,NA
William Contreras,20503,28,hitter,661388,20503_hitter,William Contreras,Hitter,NA
Willson Contreras,11609,34,hitter,575929,11609_hitter,Willson Contreras,Hitter,NA
Willy Adames,15986,30,hitter,642715,15986_hitter,Willy Adames,Hitter,NA
Wilyer Abreu,23772,27,hitter,677800,23772_hitter,Wilyer Abreu,Hitter,NA
Wyatt Langford,33333,24,hitter,694671,33333_hitter,Wyatt Langford,Hitter,NA
Xander Bogaerts,12161,33,hitter,593428,12161_hitter,Xander Bogaerts,Hitter,NA
Xavier Edwards,22266,26,hitter,669364,22266_hitter,Xavier Edwards,Hitter,NA
Yainer Diaz,23003,27,hitter,673237,23003_hitter,Yainer Diaz,Hitter,NA
Yandy Diaz,16578,34,hitter,650490,16578_hitter,Yandy Diaz,Hitter,NA
Yaramil Hiraldo,25215,30,pitcher,682274,25215_pitcher,Yaramil Hiraldo,RP,RP
Yennier Cano,25911,32,pitcher,666974,25911_pitcher,Yennier Cano,RP,RP
Yoan Moncada,17232,31,hitter,660162,17232_hitter,Yoan Moncada,Hitter,NA
Yoendrys Gomez,22872,26,pitcher,672782,22872_pitcher,Yoendrys Gomez,RP,RP
Yohan Ramirez,19444,31,pitcher,670990,19444_pitcher,Yohan Ramirez,RP,RP
Yohel Pozo,18848,29,hitter,650968,18848_hitter,Yohel Pozo,Hitter,NA
Yordan Alvarez,19556,29,hitter,670541,19556_hitter,Yordan Alvarez,Hitter,NA
Yoshinobu Yamamoto,33825,27,pitcher,808967,33825_pitcher,Yoshinobu Yamamoto,SP,SP
Yusei Kikuchi,20633,35,pitcher,579328,20633_pitcher,Yusei Kikuchi,SP,SP
Zac Gallen,19291,30,pitcher,668678,19291_pitcher,Zac Gallen,SP,SP
Zach Agnos,31552,25,pitcher,688642,31552_pitcher,Zach Agnos,RP,RP
Zach Eflin,13774,32,pitcher,621107,13774_pitcher,Zach Eflin,SP,SP
Zach McKinstry,19392,31,hitter,656716,19392_hitter,Zach McKinstry,Hitter,NA
Zach Neto,31347,25,hitter,687263,31347_hitter,Zach Neto,Hitter,NA
Zach Pop,20185,29,pitcher,647315,20185_pitcher,Zach Pop,RP,RP
Zack Gelof,29766,26,hitter,680869,29766_hitter,Zack Gelof,Hitter,NA
Zack Kelly,20349,31,pitcher,677161,20349_pitcher,Zack Kelly,RP,RP
Zack Littell,15823,30,pitcher,641793,15823_pitcher,Zack Littell,SP,SP
Zak Kent,25703,28,pitcher,687849,25703_pitcher,Zak Kent,RP,RP
