Name,PlayerId,AVG_cur,OBP_cur,SLG_cur,K_pct_cur,BB_pct_cur,Barrel_pct_cur,BABIP_cur,wOBA_cur,xwOBA_cur,xwOBA_wOBA_gap_cur,PA_cur,Age,mlbamid,AVG_l3,OBP_l3,SLG_l3,K_pct_l3,BB_pct_l3,Barrel_pct_l3,BABIP_l3,wOBA_l3,xwOBA_l3,xwOBA_wOBA_gap_l3,PA_l3,AVG_diff,OBP_diff,SLG_diff,K_pct_diff,BB_pct_diff,Barrel_pct_diff,BABIP_diff,wOBA_diff,xwOBA_diff,xwOBA_wOBA_gap_diff,player_type,AVG_lg_adj_diff,OBP_lg_adj_diff,SLG_lg_adj_diff,K_pct_lg_adj_diff,BB_pct_lg_adj_diff,Barrel_pct_lg_adj_diff,BABIP_lg_adj_diff,wOBA_lg_adj_diff,xwOBA_lg_adj_diff,xwOBA_wOBA_gap_lg_adj_diff
Leody Taveras,18900,0.255,0.338,0.367,22.273,10.455,2.727,0.333,0.317,0.301,-0.016,220,27,665750,0.228,0.275,0.35,23.117,6.116,4.439,0.28,0.273,0.281,0.008,1263,0.027,0.063,0.017,-0.845,4.338,-1.712,0.054,0.044,0.02,-0.025,hitter,0.029,0.059,0.023,-0.469,3.55,-1.485,0.057,0.04,0.015,-0.024
Liam Hicks,29844,0.28,0.361,0.481,9.025,10.108,3.61,0.262,0.366,0.324,-0.041,277,27,689414,0.247,0.346,0.346,14.359,11.026,2.564,0.278,0.313,0.315,0.003,390,0.033,0.015,0.135,-5.334,-0.917,1.046,-0.016,0.053,0.009,-0.044,hitter,0.036,0.01,0.141,-4.958,-1.706,1.273,-0.013,0.048,0.005,-0.044
Logan O'Hoppe,24729,0.235,0.306,0.346,23.392,7.602,8.187,0.297,0.294,0.282,-0.012,171,26,681351,0.226,0.277,0.392,30.05,5.796,8.159,0.285,0.291,0.315,0.024,1172,0.009,0.028,-0.046,-6.658,1.806,0.028,0.012,0.003,-0.033,-0.036,hitter,0.011,0.024,-0.04,-6.282,1.018,0.255,0.015,-0.002,-0.037,-0.035
Logan Porter,20626,0,0.333,0,66.667,33.333,0,NA,0.234,0.234,0,3,30,682515,0.167,0.329,0.227,25.301,12.048,1.205,0.227,0.274,0.246,-0.028,47,-0.167,0.004,-0.227,41.365,21.285,-1.205,NA,-0.041,-0.012,0.028,hitter,-0.164,-0.001,-0.222,41.741,20.497,-0.978,NA,-0.045,-0.016,0.029
Lourdes Gurriel Jr.,19238,0.22,0.273,0.29,18.182,7.273,4.545,0.259,0.254,0.288,0.034,110,32,666971,0.26,0.306,0.429,15.78,5.521,5.561,0.276,0.316,0.317,0.001,1691,-0.04,-0.033,-0.139,2.402,1.752,-1.016,-0.017,-0.062,-0.029,0.033,hitter,-0.038,-0.037,-0.133,2.778,0.963,-0.789,-0.014,-0.067,-0.033,0.034
LuJames Groover,33552,0.185,0.267,0.185,20,6.667,3.333,0.238,0.22,0.303,0.083,30,24,694410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luis Arraez,18568,0.319,0.352,0.435,4.248,4.902,0.327,0.321,0.344,0.3,-0.044,306,29,650333,0.306,0.341,0.4,3.762,4.611,1.398,0.308,0.322,0.315,-0.007,1964,0.013,0.012,0.035,0.487,0.291,-1.071,0.013,0.022,-0.016,-0.037,hitter,0.015,0.007,0.041,0.863,-0.497,-0.844,0.016,0.017,-0.02,-0.037
Luis Campusano,22217,0.288,0.362,0.596,25.862,8.621,6.897,0.353,0.41,0.346,-0.064,58,27,669134,0.219,0.285,0.346,16.501,8.043,3.648,0.241,0.279,0.289,0.01,500,0.069,0.077,0.25,9.361,0.578,3.248,0.112,0.13,0.057,-0.073,hitter,0.071,0.072,0.256,9.737,-0.211,3.475,0.115,0.126,0.053,-0.073
Luis Garcia Jr.,20391,0.264,0.288,0.463,15.254,3.39,6.356,0.279,0.324,0.328,0.004,236,26,671277,0.264,0.3,0.42,15.716,5.175,6.537,0.285,0.309,0.333,0.024,1536,0.001,-0.012,0.042,-0.461,-1.785,-0.182,-0.006,0.014,-0.006,-0.02,hitter,0.003,-0.017,0.048,-0.085,-2.573,0.045,-0.003,0.01,-0.01,-0.02
Luis Matos,26467,0.2,0.238,0.2,33.333,4.762,0,0.308,0.204,0.13,-0.074,21,24,682641,0.223,0.266,0.389,14.625,5.484,4.509,0.229,0.282,0.277,-0.006,593,-0.023,-0.028,-0.189,18.708,-0.723,-4.509,0.079,-0.079,-0.147,-0.068,hitter,-0.021,-0.033,-0.184,19.084,-1.511,-4.283,0.082,-0.084,-0.151,-0.068
Luis Rengifo,19858,0.205,0.28,0.254,11.483,9.091,3.828,0.233,0.246,0.296,0.05,209,29,650859,0.255,0.306,0.365,18.07,6.253,3.496,0.296,0.295,0.303,0.007,1290,-0.049,-0.026,-0.111,-6.587,2.838,0.332,-0.063,-0.049,-0.007,0.042,hitter,-0.047,-0.031,-0.105,-6.211,2.049,0.559,-0.06,-0.054,-0.011,0.043
Luis Robert Jr.,20043,0.224,0.327,0.329,17.347,13.265,2.041,0.258,0.302,0.324,0.022,98,28,673357,0.229,0.294,0.396,28.696,7.801,6.783,0.291,0.298,0.312,0.014,1451,-0.006,0.033,-0.066,-11.349,5.464,-4.742,-0.033,0.003,0.011,0.008,hitter,-0.003,0.028,-0.06,-10.973,4.676,-4.515,-0.03,-0.001,0.007,0.008
Luis Torrens,15905,0.218,0.273,0.319,21.538,3.846,3.077,0.278,0.267,0.279,0.012,130,30,620443,0.227,0.286,0.351,20.327,6.703,6.975,0.272,0.281,0.333,0.052,443,-0.009,-0.012,-0.032,1.211,-2.857,-3.899,0.006,-0.014,-0.054,-0.04,hitter,-0.006,-0.017,-0.026,1.587,-3.645,-3.672,0.009,-0.018,-0.058,-0.04
Luisangel Acuna,26548,0.205,0.252,0.222,16.406,5.469,2.344,0.245,0.219,0.271,0.052,128,24,682668,0.243,0.297,0.318,18.71,6.267,1.751,0.296,0.274,0.275,0.001,233,-0.038,-0.045,-0.095,-2.303,-0.799,0.593,-0.051,-0.055,-0.004,0.051,hitter,-0.036,-0.049,-0.09,-1.927,-1.587,0.819,-0.048,-0.06,-0.008,0.052
Luke Keaschall,33321,0.246,0.325,0.328,15.884,9.025,2.166,0.289,0.296,0.286,-0.009,277,23,807712,0.302,0.382,0.445,14.01,9.179,3.865,0.34,0.363,0.324,-0.038,207,-0.056,-0.057,-0.117,1.875,-0.153,-1.699,-0.051,-0.067,-0.038,0.029,hitter,-0.054,-0.061,-0.111,2.251,-0.942,-1.472,-0.048,-0.072,-0.042,0.03
Luke Raley,19354,0.241,0.303,0.503,31.905,5.238,10,0.291,0.347,0.358,0.012,210,31,670042,0.229,0.322,0.411,29.763,7.118,6.455,0.301,0.322,0.316,-0.007,1080,0.012,-0.019,0.092,2.142,-1.88,3.545,-0.01,0.024,0.043,0.018,hitter,0.014,-0.024,0.097,2.518,-2.668,3.772,-0.007,0.02,0.038,0.019
Luke Williams,19931,NA,1,NA,0,100,0,NA,0.701,0.701,0,1,29,663897,0.154,0.213,0.215,26.377,4.928,2.319,0.212,0.196,0.222,0.026,105,NA,0.787,NA,-26.377,95.072,-2.319,NA,0.505,0.479,-0.026,hitter,NA,0.782,NA,-26.001,94.284,-2.092,NA,0.5,0.475,-0.025
Luken Baker,21497,0.2,0.2,0.2,60,0,0,0.5,0.179,0.123,-0.056,5,29,663609,0.21,0.328,0.346,25.277,15.299,4.435,0.273,0.303,0.313,0.01,189,-0.01,-0.128,-0.146,34.723,-15.299,-4.435,0.227,-0.124,-0.19,-0.066,hitter,-0.008,-0.133,-0.14,35.099,-16.088,-4.208,0.23,-0.129,-0.195,-0.066
MJ Melendez,22197,0.198,0.317,0.377,33.858,11.024,5.512,0.283,0.313,0.276,-0.037,127,27,669004,0.196,0.267,0.366,27.368,7.982,5.789,0.242,0.277,0.304,0.027,1118,0.002,0.05,0.011,6.49,3.041,-0.278,0.042,0.037,-0.028,-0.064,hitter,0.005,0.045,0.017,6.866,2.253,-0.051,0.045,0.032,-0.032,-0.064
Maikel Garcia,22715,0.266,0.326,0.378,15.439,8.421,3.86,0.308,0.314,0.322,0.008,285,26,672580,0.266,0.326,0.402,14.748,8.282,3.722,0.298,0.317,0.322,0.004,1807,0,0,-0.023,0.691,0.139,0.138,0.011,-0.004,-0,0.004,hitter,0.002,-0.004,-0.017,1.067,-0.65,0.365,0.014,-0.009,-0.004,0.004
Manny Machado,11493,0.175,0.255,0.354,22.337,9.966,6.186,0.179,0.268,0.307,0.038,291,33,592518,0.273,0.33,0.464,19.189,7.77,8.733,0.302,0.34,0.347,0.007,1922,-0.098,-0.075,-0.11,3.148,2.195,-2.548,-0.122,-0.072,-0.04,0.032,hitter,-0.096,-0.08,-0.104,3.524,1.407,-2.321,-0.119,-0.076,-0.044,0.032
Marcell Ozuna,10324,0.193,0.274,0.299,28.846,9.135,4.808,0.254,0.261,0.305,0.045,208,35,542303,0.263,0.363,0.473,24.288,13.337,8.369,0.311,0.361,0.376,0.014,1872,-0.071,-0.089,-0.174,4.558,-4.202,-3.561,-0.057,-0.101,-0.07,0.03,hitter,-0.069,-0.093,-0.168,4.934,-4.991,-3.334,-0.054,-0.105,-0.075,0.031
Marcelo Mayer,29668,0.22,0.286,0.308,18.137,7.353,4.412,0.255,0.269,0.261,-0.008,204,23,691785,0.228,0.272,0.402,30.147,5.882,5.882,0.301,0.29,0.263,-0.027,136,-0.009,0.014,-0.094,-12.01,1.471,-1.471,-0.046,-0.021,-0.002,0.019,hitter,-0.006,0.009,-0.088,-11.634,0.682,-1.244,-0.043,-0.026,-0.007,0.019
Marcus Semien,12533,0.217,0.274,0.35,21.453,7.266,6.228,0.246,0.277,0.322,0.044,289,35,543760,0.239,0.312,0.39,15.958,9.216,4.931,0.256,0.307,0.318,0.011,2005,-0.022,-0.038,-0.04,5.495,-1.95,1.297,-0.01,-0.03,0.004,0.033,hitter,-0.02,-0.042,-0.034,5.871,-2.738,1.524,-0.007,-0.034,-0.001,0.034
Mark Vientos,22184,0.218,0.25,0.381,22.642,3.302,7.547,0.245,0.275,0.318,0.042,212,26,668901,0.244,0.298,0.446,26.88,6.624,8.082,0.291,0.32,0.323,0.003,1150,-0.026,-0.048,-0.064,-4.238,-3.322,-0.535,-0.047,-0.044,-0.005,0.039,hitter,-0.023,-0.053,-0.059,-3.862,-4.111,-0.308,-0.044,-0.049,-0.009,0.04
Masataka Yoshida,31837,0.245,0.329,0.331,12.025,9.494,1.266,0.275,0.301,0.314,0.012,158,32,807799,0.277,0.332,0.412,12.448,5.753,4.847,0.297,0.325,0.32,-0.005,1206,-0.032,-0.003,-0.081,-0.422,3.741,-3.581,-0.022,-0.023,-0.006,0.017,hitter,-0.03,-0.007,-0.075,-0.046,2.952,-3.354,-0.019,-0.028,-0.01,0.018
Masyn Winn,27479,0.233,0.314,0.314,20.295,8.856,2.214,0.288,0.286,0.303,0.017,271,24,691026,0.256,0.309,0.381,18.234,6.402,3.19,0.299,0.302,0.288,-0.014,1311,-0.023,0.004,-0.067,2.062,2.454,-0.976,-0.011,-0.016,0.015,0.031,hitter,-0.021,-0,-0.061,2.438,1.666,-0.749,-0.008,-0.021,0.011,0.032
Matt Chapman,16505,0.261,0.348,0.414,20.736,10.702,4.682,0.314,0.336,0.299,-0.037,299,33,656305,0.238,0.334,0.442,24.418,11.718,7.37,0.284,0.337,0.34,0.003,1763,0.022,0.013,-0.028,-3.682,-1.016,-2.687,0.03,-0.001,-0.041,-0.04,hitter,0.025,0.009,-0.022,-3.306,-1.804,-2.461,0.033,-0.006,-0.046,-0.04
Matt McLain,29695,0.205,0.311,0.359,24.354,12.177,6.273,0.25,0.304,0.33,0.026,271,26,680574,0.228,0.307,0.364,28.893,9.307,4.927,0.304,0.297,0.296,-0.001,980,-0.023,0.004,-0.005,-4.539,2.871,1.346,-0.054,0.007,0.034,0.027,hitter,-0.021,-0,0.001,-4.163,2.082,1.573,-0.051,0.002,0.03,0.027
Matt Olson,14344,0.27,0.34,0.554,23.077,9.615,9.615,0.291,0.379,0.37,-0.009,312,32,621566,0.265,0.358,0.488,24.347,12.072,8.757,0.316,0.363,0.358,-0.005,2129,0.005,-0.018,0.066,-1.27,-2.457,0.859,-0.025,0.016,0.013,-0.003,hitter,0.007,-0.023,0.071,-0.894,-3.245,1.085,-0.022,0.011,0.008,-0.003
Matt Shaw,33322,0.257,0.313,0.419,16.379,6.034,4.31,0.286,0.321,0.303,-0.018,116,24,807713,0.226,0.295,0.394,21.51,8.696,4.805,0.262,0.3,0.302,0.002,437,0.031,0.018,0.025,-5.131,-2.661,-0.495,0.024,0.021,0.001,-0.02,hitter,0.033,0.013,0.03,-4.755,-3.45,-0.268,0.027,0.016,-0.003,-0.02
Matt Vierling,21558,0.203,0.264,0.339,15.736,8.122,4.569,0.219,0.266,0.307,0.04,197,29,663837,0.254,0.315,0.395,21.787,7.397,5.383,0.307,0.31,0.317,0.007,1197,-0.051,-0.051,-0.056,-6.051,0.725,-0.814,-0.088,-0.043,-0.01,0.033,hitter,-0.049,-0.056,-0.051,-5.675,-0.063,-0.587,-0.085,-0.048,-0.014,0.033
Matt Wallner,26466,0.167,0.259,0.292,39.259,7.407,5.185,0.254,0.254,0.281,0.027,135,28,670242,0.221,0.332,0.483,31.198,11.011,8.208,0.273,0.351,0.339,-0.012,907,-0.054,-0.073,-0.191,8.061,-3.604,-3.023,-0.019,-0.097,-0.058,0.039,hitter,-0.052,-0.077,-0.186,8.437,-4.392,-2.796,-0.016,-0.102,-0.062,0.04
Mauricio Dubon,16530,0.259,0.315,0.401,15.672,6.716,4.478,0.291,0.319,0.315,-0.004,268,31,643289,0.256,0.294,0.364,11.816,4.965,1.806,0.277,0.288,0.279,-0.008,1318,0.004,0.021,0.036,3.855,1.751,2.672,0.014,0.031,0.035,0.004,hitter,0.006,0.016,0.042,4.231,0.963,2.899,0.017,0.026,0.031,0.005
Maverick Handley,26106,0,0,0,100,0,0,NA,0,0,0,1,28,668974,0.073,0.133,0.073,38.298,4.255,0,0.125,0.106,0.177,0.072,47,-0.073,-0.133,-0.073,61.702,-4.255,0,NA,-0.106,-0.177,-0.072,hitter,-0.071,-0.138,-0.067,62.078,-5.044,0.227,NA,-0.11,-0.182,-0.071
Max Muncy,13301,0.266,0.368,0.523,23.643,12.791,10.078,0.297,0.387,0.389,0.002,258,35,571970,0.235,0.364,0.477,23.514,15.892,7.74,0.257,0.361,0.366,0.005,1260,0.031,0.004,0.046,0.13,-3.101,2.338,0.039,0.025,0.023,-0.002,hitter,0.033,-0.001,0.051,0.506,-3.889,2.565,0.042,0.021,0.019,-0.002
Max Muncy,29779,0.234,0.296,0.405,32,5.6,7.2,0.324,0.306,0.294,-0.012,125,23,691777,0.214,0.259,0.379,30.909,4.545,6.364,0.269,0.277,0.267,-0.01,220,0.021,0.037,0.027,1.091,1.055,0.836,0.055,0.029,0.027,-0.002,hitter,0.023,0.032,0.033,1.467,0.266,1.063,0.058,0.024,0.023,-0.002
Max Schuemann,24488,0.222,0.417,0.37,22.222,25,2.778,0.316,0.366,0.317,-0.049,36,29,680474,0.21,0.304,0.293,21.785,10.278,2.785,0.263,0.273,0.297,0.024,672,0.013,0.113,0.077,0.437,14.722,-0.007,0.052,0.093,0.02,-0.073,hitter,0.015,0.108,0.083,0.813,13.933,0.22,0.055,0.088,0.016,-0.072
Michael Busch,26319,0.248,0.379,0.405,22.981,15.528,6.832,0.311,0.352,0.354,0.002,322,28,683737,0.255,0.338,0.489,25.474,10.059,9.426,0.301,0.355,0.355,-0,1240,-0.007,0.04,-0.085,-2.493,5.469,-2.594,0.01,-0.002,-0,0.002,hitter,-0.005,0.036,-0.079,-2.117,4.68,-2.367,0.013,-0.007,-0.005,0.002
Michael Conforto,16376,0.224,0.33,0.439,31.304,13.913,7.826,0.305,0.338,0.348,0.01,115,33,624424,0.216,0.309,0.378,24.404,10.518,6.485,0.261,0.304,0.336,0.033,1444,0.008,0.021,0.06,6.9,3.395,1.341,0.044,0.035,0.012,-0.023,hitter,0.01,0.016,0.066,7.276,2.607,1.568,0.047,0.03,0.007,-0.023
Michael Harris II,25931,0.303,0.337,0.512,20.155,4.651,11.24,0.335,0.37,0.383,0.013,258,25,671739,0.257,0.285,0.419,19.849,3.376,7.14,0.292,0.301,0.327,0.026,1650,0.046,0.052,0.094,0.306,1.275,4.1,0.044,0.069,0.056,-0.013,hitter,0.048,0.048,0.099,0.682,0.487,4.327,0.047,0.064,0.052,-0.012
Michael Helman,24605,0.167,0.235,0.3,17.143,2.857,0,0.167,0.24,0.2,-0.04,35,30,680737,0.236,0.29,0.457,19.655,6.034,6.034,0.256,0.32,0.243,-0.078,120,-0.07,-0.055,-0.157,-2.512,-3.177,-6.034,-0.09,-0.08,-0.042,0.038,hitter,-0.067,-0.06,-0.151,-2.136,-3.966,-5.808,-0.087,-0.085,-0.046,0.038
Michael Massey,27684,0.261,0.279,0.452,18.072,3.012,6.627,0.282,0.313,0.282,-0.031,166,28,686681,0.247,0.278,0.373,16.541,3.912,4.496,0.273,0.282,0.29,0.008,1094,0.014,0,0.079,1.531,-0.9,2.131,0.01,0.031,-0.008,-0.039,hitter,0.016,-0.004,0.085,1.907,-1.689,2.358,0.013,0.026,-0.012,-0.038
Michael Stefanic,25353,0.4,0.4,0.4,20,0,0,0.5,0.358,0.232,-0.125,5,30,683021,0.219,0.306,0.251,14.613,9.331,1.408,0.263,0.26,0.266,0.006,220,0.181,0.094,0.149,5.387,-9.331,-1.408,0.237,0.098,-0.033,-0.131,hitter,0.183,0.089,0.155,5.763,-10.119,-1.182,0.24,0.093,-0.038,-0.131
Mickey Gasper,24759,0.271,0.323,0.341,21.277,6.383,3.191,0.348,0.298,0.276,-0.022,94,30,681508,0.142,0.252,0.208,20.032,10.016,0.808,0.162,0.221,0.244,0.024,133,0.129,0.07,0.133,1.244,-3.633,2.384,0.186,0.077,0.032,-0.046,hitter,0.131,0.065,0.139,1.62,-4.422,2.611,0.189,0.072,0.027,-0.045
Mickey Moniak,19956,0.28,0.335,0.607,24.39,6.098,9.146,0.303,0.4,0.324,-0.076,164,28,666160,0.254,0.293,0.472,25.889,4.688,8.449,0.302,0.325,0.317,-0.008,1202,0.026,0.042,0.135,-1.498,1.409,0.697,0.001,0.074,0.007,-0.068,hitter,0.028,0.038,0.14,-1.122,0.621,0.924,0.004,0.069,0.002,-0.067
Miguel Amaya,21693,0.232,0.361,0.374,20.661,11.57,4.959,0.282,0.337,0.313,-0.024,121,27,665804,0.245,0.299,0.4,19.091,5.739,4.148,0.279,0.304,0.301,-0.002,622,-0.013,0.062,-0.026,1.57,5.832,0.811,0.003,0.033,0.012,-0.021,hitter,-0.011,0.058,-0.021,1.946,5.043,1.038,0.006,0.029,0.008,-0.021
Miguel Andujar,15878,0.254,0.288,0.418,16.667,3.535,3.535,0.285,0.304,0.285,-0.019,198,31,609280,0.304,0.339,0.438,13.953,4.724,3.307,0.335,0.336,0.293,-0.043,750,-0.05,-0.051,-0.02,2.713,-1.188,0.229,-0.05,-0.032,-0.008,0.025,hitter,-0.048,-0.056,-0.014,3.089,-1.977,0.456,-0.047,-0.037,-0.012,0.025
Miguel Rojas,7802,0.267,0.328,0.371,10.744,7.438,4.959,0.28,0.311,0.324,0.013,121,37,500743,0.266,0.321,0.391,12.587,7.122,2.683,0.289,0.311,0.297,-0.015,1077,0.001,0.007,-0.019,-1.843,0.316,2.276,-0.01,-0,0.027,0.028,hitter,0.003,0.002,-0.014,-1.467,-0.472,2.503,-0.007,-0.005,0.023,0.028
Miguel Vargas,20178,0.245,0.367,0.486,16.34,14.706,9.15,0.243,0.373,0.398,0.025,306,26,678246,0.216,0.303,0.372,18.964,10.181,5.777,0.244,0.298,0.307,0.009,1110,0.029,0.064,0.114,-2.624,4.525,3.373,-0,0.075,0.091,0.016,hitter,0.031,0.06,0.12,-2.248,3.736,3.6,0.003,0.07,0.087,0.017
Mike Trout,10155,0.233,0.393,0.473,25.076,19.637,11.48,0.272,0.377,0.413,0.036,331,34,545361,0.234,0.356,0.456,30.54,15,8.523,0.298,0.348,0.367,0.019,1044,-0.001,0.037,0.018,-5.464,4.637,2.958,-0.027,0.029,0.046,0.018,hitter,0.001,0.032,0.023,-5.088,3.849,3.184,-0.024,0.024,0.042,0.018
Mike Yastrzemski,14854,0.232,0.32,0.345,23.5,9.5,2.5,0.299,0.302,0.288,-0.014,200,35,573262,0.232,0.323,0.417,22.012,11.3,6.074,0.271,0.321,0.32,-0.001,1413,-0.001,-0.003,-0.072,1.488,-1.8,-3.574,0.029,-0.019,-0.032,-0.013,hitter,0.002,-0.008,-0.067,1.864,-2.588,-3.348,0.032,-0.024,-0.036,-0.013
Miles Mastrobuoni,20017,0.176,0.25,0.176,33.333,9.524,0,0.273,0.204,0.166,-0.038,21,30,670156,0.235,0.303,0.279,16.99,8.867,1.714,0.284,0.265,0.313,0.048,430,-0.059,-0.053,-0.102,16.344,0.656,-1.714,-0.011,-0.061,-0.147,-0.086,hitter,-0.056,-0.058,-0.097,16.72,-0.132,-1.487,-0.008,-0.066,-0.152,-0.086
Mitch Garver,15161,0.2,0.327,0.322,29.907,15.888,3.738,0.273,0.301,0.301,-0,107,35,641598,0.2,0.3,0.359,28.567,11.446,5.091,0.25,0.293,0.3,0.007,1064,-0,0.027,-0.037,1.34,4.442,-1.352,0.023,0.009,0.001,-0.008,hitter,0.002,0.022,-0.031,1.716,3.653,-1.126,0.026,0.004,-0.003,-0.007
Moises Ballesteros,28820,0.231,0.303,0.385,20.571,9.714,6.286,0.259,0.305,0.31,0.005,175,22,694208,0.298,0.394,0.474,18.182,13.636,4.545,0.349,0.374,0.339,-0.035,66,-0.067,-0.091,-0.089,2.39,-3.922,1.74,-0.09,-0.069,-0.029,0.04,hitter,-0.065,-0.096,-0.083,2.766,-4.71,1.967,-0.087,-0.074,-0.033,0.041
Mookie Betts,13611,0.201,0.262,0.37,12.5,7.143,7.143,0.189,0.279,0.332,0.053,168,33,605141,0.272,0.349,0.45,11.123,10.511,4.986,0.274,0.345,0.347,0.002,1872,-0.071,-0.087,-0.08,1.377,-3.368,2.157,-0.085,-0.066,-0.014,0.052,hitter,-0.069,-0.092,-0.074,1.753,-4.157,2.384,-0.082,-0.071,-0.019,0.052
Munetaka Murakami,37120,0.24,0.378,0.56,32.52,17.886,10.163,0.277,0.399,0.38,-0.019,246,26,808959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myles Straw,17620,0.239,0.31,0.327,15.625,9.375,3.125,0.272,0.289,0.313,0.024,128,31,664702,0.256,0.309,0.348,17.136,6.765,2.321,0.304,0.291,0.288,-0.002,821,-0.017,0,-0.021,-1.511,2.61,0.804,-0.033,-0.002,0.024,0.026,hitter,-0.015,-0.004,-0.015,-1.135,1.821,1.031,-0.03,-0.007,0.02,0.027
Nasim Nunez,25979,0.217,0.307,0.261,21.941,10.97,0,0.289,0.266,0.268,0.002,237,25,683083,0.236,0.32,0.359,20.893,10.951,2.161,0.277,0.302,0.285,-0.017,170,-0.019,-0.013,-0.098,1.048,0.019,-2.161,0.012,-0.036,-0.017,0.019,hitter,-0.017,-0.018,-0.092,1.424,-0.769,-1.935,0.015,-0.041,-0.021,0.019
Nate Eaton,25055,0,0,0,0,0,0,0,0,0.371,0.371,1,29,681987,0.271,0.323,0.347,22.925,6.324,3.953,0.348,0.298,0.282,-0.015,146,-0.271,-0.323,-0.347,-22.925,-6.324,-3.953,-0.348,-0.298,0.089,0.386,hitter,-0.269,-0.328,-0.341,-22.549,-7.113,-3.726,-0.345,-0.303,0.084,0.387
Nathan Church,31357,0.256,0.297,0.39,22.703,4.865,5.946,0.307,0.302,0.283,-0.019,185,25,701675,0.179,0.254,0.25,27.692,4.615,1.538,0.237,0.232,0.247,0.016,65,0.077,0.043,0.14,-4.99,0.249,4.407,0.07,0.071,0.036,-0.035,hitter,0.079,0.039,0.145,-4.614,-0.539,4.634,0.073,0.066,0.032,-0.034
Nathan Lukes,18123,0.309,0.358,0.39,16.296,4.444,0.741,0.366,0.335,0.303,-0.032,135,31,664770,0.259,0.327,0.41,13.472,8.982,3.569,0.278,0.32,0.315,-0.005,560,0.05,0.031,-0.02,2.824,-4.537,-2.828,0.088,0.015,-0.013,-0.027,hitter,0.052,0.026,-0.014,3.2,-5.326,-2.601,0.091,0.01,-0.017,-0.027
Nathaniel Lowe,19566,0.253,0.347,0.487,23.295,12.5,7.955,0.288,0.362,0.374,0.011,176,30,663993,0.244,0.331,0.392,24.433,11.274,4.173,0.303,0.318,0.316,-0.002,1898,0.01,0.016,0.095,-1.137,1.226,3.782,-0.015,0.045,0.058,0.013,hitter,0.012,0.011,0.101,-0.761,0.438,4.009,-0.012,0.04,0.054,0.014
Nelson Velazquez,23359,0.346,0.393,0.615,25,3.571,10.714,0.412,0.435,0.44,0.004,28,27,676369,0.207,0.28,0.412,26.928,8.17,7.25,0.234,0.298,0.318,0.02,409,0.139,0.113,0.204,-1.928,-4.599,3.465,0.177,0.137,0.121,-0.016,hitter,0.141,0.109,0.209,-1.552,-5.387,3.691,0.18,0.132,0.117,-0.015
Nick Allen,22277,0.25,0.29,0.328,20,4.286,1.429,0.3,0.276,0.248,-0.028,70,27,669397,0.216,0.274,0.255,22.283,6.865,0.22,0.281,0.241,0.248,0.008,850,0.034,0.016,0.073,-2.283,-2.579,1.208,0.019,0.035,-0.001,-0.036,hitter,0.037,0.011,0.079,-1.907,-3.368,1.435,0.022,0.031,-0.005,-0.036
Nick Castellanos,11737,0.191,0.221,0.339,27.869,4.098,5.738,0.228,0.24,0.285,0.046,122,34,592206,0.254,0.302,0.42,22.653,5.704,5.668,0.301,0.312,0.315,0.004,1919,-0.063,-0.081,-0.081,5.216,-1.605,0.07,-0.073,-0.072,-0.03,0.042,hitter,-0.061,-0.085,-0.075,5.592,-2.394,0.297,-0.07,-0.077,-0.034,0.043
Nick Fortes,21538,0.261,0.305,0.339,12.291,2.793,1.117,0.294,0.289,0.285,-0.005,179,29,663743,0.225,0.277,0.33,16.43,4.728,2.403,0.255,0.268,0.259,-0.009,900,0.035,0.028,0.009,-4.14,-1.935,-1.286,0.039,0.021,0.026,0.004,hitter,0.037,0.023,0.015,-3.764,-2.723,-1.059,0.042,0.016,0.021,0.005
Nick Gonzales,27490,0.291,0.342,0.358,17.455,5.818,2.182,0.351,0.315,0.326,0.011,275,27,693304,0.262,0.302,0.374,18.714,4.956,4.266,0.31,0.294,0.299,0.005,923,0.03,0.04,-0.016,-1.26,0.862,-2.084,0.041,0.021,0.027,0.006,hitter,0.032,0.035,-0.01,-0.884,0.073,-1.857,0.044,0.016,0.023,0.007
Nick Kurtz,35110,0.292,0.442,0.558,28.182,20.606,9.091,0.389,0.428,0.401,-0.027,330,23,701762,0.29,0.383,0.619,30.879,12.883,10.225,0.364,0.419,0.372,-0.047,489,0.002,0.059,-0.061,-2.698,7.723,-1.134,0.025,0.009,0.029,0.02,hitter,0.004,0.055,-0.056,-2.322,6.934,-0.907,0.028,0.004,0.025,0.021
Nick Loftin,27630,0.245,0.35,0.392,12.903,12.097,4.032,0.273,0.331,0.32,-0.011,124,27,679845,0.207,0.284,0.321,14.398,8.613,4.011,0.228,0.269,0.291,0.021,427,0.038,0.066,0.071,-1.495,3.484,0.022,0.044,0.061,0.029,-0.032,hitter,0.04,0.061,0.077,-1.119,2.696,0.249,0.047,0.057,0.025,-0.032
