Name,PlayerId,AVG_cur,OBP_cur,SLG_cur,K_pct_cur,BB_pct_cur,Barrel_pct_cur,BABIP_cur,wOBA_cur,xwOBA_cur,xwOBA_wOBA_gap_cur,PA_cur,Age,mlbamid,AVG_l3,OBP_l3,SLG_l3,K_pct_l3,BB_pct_l3,Barrel_pct_l3,BABIP_l3,wOBA_l3,xwOBA_l3,xwOBA_wOBA_gap_l3,PA_l3,AVG_diff,OBP_diff,SLG_diff,K_pct_diff,BB_pct_diff,Barrel_pct_diff,BABIP_diff,wOBA_diff,xwOBA_diff,xwOBA_wOBA_gap_diff,player_type,AVG_lg_adj_diff,OBP_lg_adj_diff,SLG_lg_adj_diff,K_pct_lg_adj_diff,BB_pct_lg_adj_diff,Barrel_pct_lg_adj_diff,BABIP_lg_adj_diff,wOBA_lg_adj_diff,xwOBA_lg_adj_diff,xwOBA_wOBA_gap_lg_adj_diff
Corey Seager,13624,0.186,0.284,0.373,26.471,11.275,9.314,0.207,0.289,0.336,0.046,204,32,608369,0.281,0.368,0.513,18.601,11.422,10.528,0.301,0.372,0.398,0.026,1514,-0.094,-0.083,-0.14,7.87,-0.148,-1.214,-0.094,-0.082,-0.062,0.02,hitter,-0.092,-0.088,-0.135,8.246,-0.936,-0.987,-0.091,-0.087,-0.066,0.021
Curtis Mead,23986,0.236,0.343,0.478,16.908,12.56,7.246,0.235,0.36,0.365,0.005,207,25,678554,0.235,0.297,0.315,23.562,5.531,2.987,0.304,0.274,0.288,0.013,488,0.001,0.046,0.163,-6.654,7.029,4.26,-0.07,0.086,0.078,-0.008,hitter,0.003,0.041,0.169,-6.278,6.241,4.486,-0.067,0.081,0.073,-0.008
Dalton Rushing,31382,0.262,0.353,0.508,25.899,9.353,6.475,0.308,0.376,0.362,-0.013,139,25,687221,0.204,0.258,0.324,37.419,6.452,7.742,0.305,0.256,0.283,0.027,155,0.058,0.094,0.184,-11.52,2.901,-1.267,0.003,0.12,0.079,-0.04,hitter,0.06,0.09,0.19,-11.144,2.112,-1.04,0.006,0.115,0.075,-0.04
Dane Myers,22054,0.257,0.361,0.386,26.05,12.605,5.042,0.338,0.338,0.369,0.032,119,30,667472,0.24,0.298,0.344,24.866,6.848,5.44,0.307,0.284,0.31,0.026,511,0.017,0.064,0.042,1.184,5.757,-0.398,0.032,0.054,0.059,0.006,hitter,0.02,0.059,0.047,1.56,4.969,-0.171,0.035,0.049,0.055,0.006
Daniel Johnson,19643,0.143,0.294,0.143,17.647,11.765,0,0.182,0.231,0.342,0.111,17,30,669288,0.187,0.243,0.299,22.569,6.944,8.681,0.227,0.241,0.305,0.064,58,-0.044,0.051,-0.156,-4.922,4.82,-8.681,-0.045,-0.01,0.037,0.047,hitter,-0.042,0.046,-0.15,-4.546,4.032,-8.454,-0.042,-0.015,0.033,0.047
Daniel Schneemann,25180,0.228,0.302,0.361,28.141,9.548,4.02,0.303,0.297,0.303,0.006,199,29,682177,0.209,0.288,0.357,28.669,9.556,6.058,0.273,0.284,0.292,0.008,643,0.019,0.014,0.004,-0.529,-0.009,-2.038,0.03,0.013,0.011,-0.002,hitter,0.021,0.009,0.01,-0.153,-0.797,-1.811,0.033,0.009,0.007,-0.001
Daniel Susac,31441,0.299,0.354,0.379,21.429,6.122,3.061,0.388,0.325,0.307,-0.017,98,25,691740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Danny Jansen,16535,0.171,0.277,0.309,28.169,9.155,3.521,0.225,0.269,0.254,-0.015,142,31,643376,0.213,0.316,0.391,22.819,11.934,5.206,0.242,0.312,0.298,-0.014,962,-0.042,-0.04,-0.082,5.35,-2.779,-1.685,-0.017,-0.043,-0.044,-0.001,hitter,-0.04,-0.044,-0.076,5.726,-3.567,-1.458,-0.014,-0.047,-0.048,-0
Dansby Swanson,18314,0.175,0.281,0.306,24.627,12.687,4.104,0.208,0.269,0.278,0.009,268,32,621020,0.243,0.307,0.408,25.275,8.206,7.143,0.298,0.31,0.338,0.027,1876,-0.069,-0.026,-0.103,-0.648,4.48,-3.038,-0.091,-0.041,-0.059,-0.018,hitter,-0.066,-0.03,-0.097,-0.272,3.692,-2.812,-0.088,-0.046,-0.064,-0.018
Darell Hernaiz,26224,0.237,0.318,0.288,17.164,9.701,0.746,0.287,0.281,0.264,-0.018,134,24,687231,0.22,0.283,0.287,14.46,8.489,2.014,0.246,0.256,0.295,0.039,332,0.018,0.035,0.001,2.704,1.212,-1.268,0.042,0.026,-0.031,-0.057,hitter,0.02,0.03,0.007,3.08,0.424,-1.041,0.045,0.021,-0.036,-0.057
Daulton Varsho,19918,0.256,0.331,0.408,19.068,9.322,4.237,0.302,0.324,0.304,-0.02,236,29,662139,0.224,0.288,0.46,26.791,7.885,6.59,0.257,0.318,0.293,-0.025,1365,0.032,0.042,-0.052,-7.724,1.437,-2.353,0.046,0.006,0.011,0.005,hitter,0.034,0.038,-0.047,-7.348,0.649,-2.126,0.049,0.001,0.006,0.005
David Fry,24934,0.234,0.351,0.372,31.532,15.315,3.604,0.339,0.326,0.275,-0.051,111,30,681807,0.225,0.306,0.412,27.58,8.631,5.111,0.275,0.312,0.281,-0.031,662,0.009,0.045,-0.04,3.952,6.685,-1.507,0.064,0.014,-0.006,-0.02,hitter,0.011,0.041,-0.034,4.328,5.896,-1.28,0.067,0.009,-0.01,-0.02
David Hamilton,27531,0.227,0.311,0.314,21.393,9.95,2.488,0.286,0.287,0.268,-0.018,201,28,666152,0.221,0.279,0.361,24.745,6.99,3.878,0.273,0.281,0.27,-0.011,550,0.006,0.032,-0.047,-3.352,2.96,-1.39,0.013,0.006,-0.001,-0.007,hitter,0.008,0.027,-0.041,-2.976,2.172,-1.163,0.016,0.001,-0.006,-0.007
Davis Schneider,23565,0.162,0.316,0.325,33.333,18.182,6.061,0.227,0.298,0.302,0.004,99,27,676914,0.214,0.323,0.395,29.378,12.964,7.43,0.272,0.317,0.309,-0.008,822,-0.051,-0.006,-0.07,3.955,5.217,-1.369,-0.045,-0.019,-0.006,0.012,hitter,-0.049,-0.011,-0.064,4.331,4.429,-1.142,-0.042,-0.024,-0.011,0.013
Davis Wendzel,26469,0,0,0,0,0,0,0,0,0.23,0.23,4,29,673995,0.128,0.163,0.234,24.49,2.041,6.122,0.147,0.176,0.263,0.087,49,-0.128,-0.163,-0.234,-24.49,-2.041,-6.122,-0.147,-0.176,-0.034,0.142,hitter,-0.125,-0.168,-0.228,-24.114,-2.829,-5.896,-0.144,-0.181,-0.038,0.143
Daylen Lile,29995,0.26,0.32,0.42,16.928,7.524,5.643,0.291,0.323,0.328,0.005,319,23,695734,0.299,0.347,0.498,15.954,5.983,3.989,0.336,0.36,0.348,-0.013,351,-0.039,-0.027,-0.078,0.973,1.541,1.654,-0.045,-0.037,-0.02,0.018,hitter,-0.036,-0.032,-0.073,1.349,0.752,1.881,-0.042,-0.042,-0.024,0.018
Denzel Clarke,29858,0.17,0.228,0.189,40,6.667,1.667,0.31,0.197,0.193,-0.004,60,26,672016,0.23,0.274,0.372,38.365,3.774,3.774,0.369,0.281,0.254,-0.028,159,-0.06,-0.046,-0.183,1.635,2.893,-2.107,-0.059,-0.084,-0.061,0.024,hitter,-0.058,-0.05,-0.177,2.011,2.105,-1.88,-0.056,-0.089,-0.065,0.024
Denzer Guzman,28816,0.267,0.267,0.3,13.333,0,0,0.308,0.251,0.27,0.019,30,22,694203,0.19,0.209,0.357,51.163,2.326,6.977,0.333,0.243,0.212,-0.03,43,0.076,0.057,-0.057,-37.829,-2.326,-6.977,-0.026,0.008,0.058,0.049,hitter,0.078,0.053,-0.051,-37.453,-3.114,-6.75,-0.023,0.003,0.053,0.05
Derek Hill,16947,0.213,0.278,0.36,34.343,7.071,5.051,0.294,0.285,0.283,-0.002,99,30,656537,0.224,0.274,0.36,31.96,4.805,6.56,0.312,0.278,0.3,0.022,371,-0.011,0.004,-0,2.383,2.265,-1.509,-0.017,0.007,-0.017,-0.024,hitter,-0.009,-0.001,0.005,2.759,1.477,-1.283,-0.014,0.002,-0.021,-0.023
Deyvison De Los Santos,27969,0.286,0.286,0.429,42.857,0,14.286,0.5,0.309,0.221,-0.088,7,23,691277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dillon Dingler,27464,0.255,0.33,0.527,21.091,8,8.727,0.269,0.368,0.393,0.025,275,27,693307,0.267,0.314,0.413,24.559,4.758,5.986,0.336,0.315,0.344,0.029,556,-0.011,0.016,0.113,-3.468,3.242,2.741,-0.067,0.053,0.049,-0.004,hitter,-0.009,0.011,0.119,-3.092,2.453,2.968,-0.064,0.048,0.045,-0.003
Dominic Canzone,26438,0.287,0.357,0.555,18.919,8.649,11.351,0.306,0.391,0.389,-0.002,185,28,686527,0.265,0.326,0.447,23.298,7.766,9.156,0.312,0.333,0.353,0.02,638,0.021,0.031,0.108,-4.379,0.883,2.195,-0.006,0.057,0.036,-0.022,hitter,0.023,0.026,0.113,-4.003,0.094,2.422,-0.003,0.053,0.031,-0.021
Dominic Smith,15653,0.282,0.318,0.436,12.865,5.263,5.848,0.288,0.329,0.341,0.012,171,31,642086,0.26,0.324,0.392,20.099,7.827,4.825,0.31,0.314,0.308,-0.007,1118,0.022,-0.007,0.044,-7.233,-2.564,1.023,-0.022,0.015,0.034,0.019,hitter,0.025,-0.011,0.05,-6.857,-3.352,1.25,-0.019,0.01,0.029,0.019
Donovan Walton,19314,0.323,0.354,0.5,16.667,4.545,6.061,0.367,0.372,0.315,-0.057,66,32,622268,0.132,0.2,0.217,21.667,5,2.5,0.143,0.189,0.265,0.076,34,0.191,0.154,0.283,-5,-0.455,3.561,0.224,0.183,0.05,-0.133,hitter,0.193,0.149,0.289,-4.624,-1.243,3.787,0.227,0.178,0.046,-0.132
Drake Baldwin,31539,0.303,0.389,0.543,20.37,11.111,12.5,0.333,0.411,0.418,0.007,216,25,686948,0.274,0.341,0.469,15.247,8.52,8.296,0.289,0.351,0.353,0.003,446,0.029,0.048,0.073,5.124,2.591,4.204,0.044,0.06,0.065,0.005,hitter,0.031,0.043,0.079,5.5,1.803,4.431,0.047,0.055,0.06,0.005
Drew Gilbert,31545,0.229,0.303,0.371,19.745,8.28,1.911,0.274,0.301,0.273,-0.028,157,25,687551,0.19,0.248,0.35,18.349,6.422,3.67,0.205,0.26,0.27,0.01,109,0.039,0.056,0.021,1.397,1.858,-1.759,0.068,0.041,0.003,-0.039,hitter,0.041,0.051,0.027,1.773,1.07,-1.532,0.071,0.037,-0.002,-0.038
Drew Millas,25643,0.187,0.269,0.28,21.951,8.13,2.439,0.231,0.254,0.278,0.024,123,28,686452,0.282,0.34,0.399,17.814,7.895,2.024,0.344,0.324,0.294,-0.03,150,-0.095,-0.071,-0.118,4.137,0.235,0.415,-0.113,-0.071,-0.017,0.054,hitter,-0.092,-0.075,-0.113,4.513,-0.553,0.642,-0.11,-0.076,-0.021,0.055
Drew Romo,27763,0.151,0.245,0.372,25.253,10.101,6.061,0.14,0.272,0.276,0.004,99,24,691011,0.161,0.19,0.214,39.655,3.448,1.724,0.273,0.18,0.158,-0.022,56,-0.01,0.055,0.158,-14.403,6.653,4.336,-0.132,0.092,0.118,0.026,hitter,-0.007,0.051,0.164,-14.027,5.864,4.563,-0.129,0.088,0.114,0.026
Dustin Harris,25705,0.233,0.333,0.302,13.462,11.538,0,0.27,0.293,0.334,0.041,52,26,687957,0.211,0.271,0.404,30.085,7.627,3.39,0.273,0.292,0.242,-0.05,50,0.022,0.062,-0.101,-16.623,3.911,-3.39,-0.003,0.001,0.092,0.091,hitter,0.024,0.057,-0.096,-16.247,3.123,-3.163,-0,-0.004,0.088,0.091
Dylan Beavers,31695,0.243,0.331,0.369,23.529,11.765,3.361,0.311,0.314,0.308,-0.006,119,24,687637,0.227,0.375,0.4,26.277,18.978,5.109,0.3,0.347,0.344,-0.003,137,0.015,-0.044,-0.031,-2.748,-7.213,-1.748,0.011,-0.033,-0.036,-0.003,hitter,0.018,-0.049,-0.025,-2.372,-8.002,-1.521,0.014,-0.037,-0.04,-0.002
Dylan Carlson,20126,0,0,0,50,0,0,0,0,0.07,0.07,4,27,666185,0.207,0.286,0.315,24.124,8.736,3.415,0.258,0.269,0.276,0.007,761,-0.207,-0.286,-0.315,25.876,-8.736,-3.415,-0.258,-0.269,-0.207,0.063,hitter,-0.204,-0.29,-0.309,26.252,-9.525,-3.188,-0.255,-0.274,-0.211,0.063
Dylan Crews,33541,0.187,0.229,0.341,18.75,2.083,7.292,0.188,0.252,0.337,0.085,96,24,686611,0.21,0.281,0.352,22.832,7.627,6.132,0.248,0.28,0.31,0.03,454,-0.023,-0.052,-0.011,-4.082,-5.544,1.16,-0.059,-0.028,0.027,0.055,hitter,-0.021,-0.057,-0.005,-3.706,-6.332,1.387,-0.056,-0.033,0.023,0.055
Dylan Moore,18042,0,0.2,0,40,20,0,0,0.14,0.233,0.093,15,33,664238,0.201,0.296,0.374,30.892,10.174,5.216,0.263,0.295,0.283,-0.012,849,-0.201,-0.096,-0.374,9.108,9.826,-5.216,-0.263,-0.154,-0.049,0.105,hitter,-0.199,-0.1,-0.368,9.484,9.038,-4.99,-0.26,-0.159,-0.054,0.106
Edgar Quero,28022,0.18,0.255,0.233,25.161,7.742,1.29,0.227,0.227,0.252,0.025,155,23,700337,0.268,0.333,0.356,17.618,7.94,2.73,0.32,0.307,0.29,-0.017,403,-0.088,-0.078,-0.123,7.543,-0.199,-1.439,-0.093,-0.079,-0.038,0.042,hitter,-0.086,-0.082,-0.117,7.919,-0.987,-1.212,-0.09,-0.084,-0.042,0.042
Edmundo Sosa,17022,0.234,0.269,0.378,21.667,2.5,5,0.265,0.283,0.327,0.044,120,30,624641,0.266,0.307,0.448,22.744,3.997,5.027,0.315,0.325,0.295,-0.029,835,-0.032,-0.038,-0.07,-1.077,-1.497,-0.027,-0.05,-0.042,0.031,0.073,hitter,-0.03,-0.043,-0.064,-0.701,-2.285,0.2,-0.047,-0.046,0.027,0.073
Edouard Julien,27534,0.228,0.327,0.304,27.041,12.245,4.082,0.319,0.292,0.338,0.045,196,27,666397,0.219,0.315,0.346,31.433,11.612,6.423,0.312,0.297,0.316,0.019,917,0.009,0.011,-0.042,-4.393,0.633,-2.341,0.007,-0.004,0.022,0.026,hitter,0.011,0.007,-0.036,-4.017,-0.156,-2.114,0.01,-0.009,0.017,0.026
Edwin Arroyo,29957,0.229,0.282,0.257,25.641,5.128,0,0.308,0.248,0.254,0.006,39,22,695490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eli White,19346,0.238,0.287,0.425,16.092,5.747,5.747,0.25,0.309,0.311,0.002,87,32,642201,0.237,0.275,0.405,26.235,4.005,6.275,0.29,0.292,0.306,0.014,330,0.001,0.012,0.02,-10.143,1.742,-0.528,-0.04,0.017,0.005,-0.012,hitter,0.003,0.007,0.025,-9.767,0.953,-0.301,-0.037,0.012,0.001,-0.012
Elias Diaz,11680,0.3,0.317,0.55,19.512,2.439,7.317,0.333,0.372,0.305,-0.067,41,35,553869,0.237,0.293,0.366,23.213,6.647,4.309,0.289,0.289,0.277,-0.012,1160,0.063,0.024,0.184,-3.701,-4.208,3.008,0.044,0.083,0.028,-0.055,hitter,0.065,0.019,0.19,-3.325,-4.996,3.235,0.047,0.078,0.023,-0.055
Elly De La Cruz,26668,0.28,0.346,0.509,29.572,8.56,8.949,0.366,0.371,0.362,-0.009,257,24,682829,0.26,0.334,0.449,28.336,9.601,6.722,0.344,0.336,0.322,-0.014,1822,0.02,0.012,0.06,1.236,-1.04,2.227,0.021,0.034,0.039,0.005,hitter,0.022,0.007,0.066,1.612,-1.829,2.454,0.024,0.03,0.035,0.005
Eloy Jimenez,17484,0.29,0.343,0.29,20,8.571,2.857,0.36,0.29,0.256,-0.033,35,29,650391,0.249,0.298,0.37,19.727,6.25,6.12,0.292,0.291,0.304,0.013,838,0.042,0.045,-0.079,0.273,2.321,-3.263,0.068,-0.002,-0.048,-0.046,hitter,0.044,0.04,-0.074,0.649,1.533,-3.036,0.071,-0.006,-0.052,-0.046
Endy Rodriguez,25332,0.267,0.413,0.467,22.368,19.737,7.895,0.325,0.392,0.386,-0.006,76,26,682848,0.193,0.262,0.283,24.335,8.589,2.454,0.255,0.245,0.268,0.023,261,0.074,0.152,0.184,-1.967,11.148,5.441,0.07,0.148,0.118,-0.029,hitter,0.076,0.147,0.19,-1.591,10.359,5.668,0.073,0.143,0.114,-0.029
Enrique Hernandez,10472,1,1,2.25,0,0,50,1,1.372,0.78,-0.592,4,34,571771,0.219,0.271,0.367,22.514,6.909,4.685,0.25,0.277,0.284,0.006,1157,0.781,0.729,1.883,-22.514,-6.909,45.315,0.75,1.095,0.496,-0.599,hitter,0.783,0.724,1.888,-22.138,-7.698,45.542,0.753,1.09,0.492,-0.598
Eric Haase,14111,0.216,0.259,0.51,25.455,5.455,12.727,0.212,0.328,0.316,-0.013,55,33,606992,0.23,0.279,0.37,36.158,5.198,4.972,0.338,0.283,0.275,-0.009,439,-0.014,-0.019,0.14,-10.704,0.257,7.756,-0.125,0.045,0.041,-0.004,hitter,-0.012,-0.024,0.146,-10.328,-0.532,7.982,-0.122,0.04,0.037,-0.003
Eric Wagaman,23395,0.25,0.4,0.625,40,10,10,0.333,0.439,0.436,-0.003,10,28,676572,0.25,0.294,0.38,19.735,5.946,4.979,0.296,0.293,0.314,0.021,588,0,0.106,0.245,20.265,4.054,5.021,0.037,0.146,0.122,-0.024,hitter,0.002,0.102,0.251,20.641,3.266,5.248,0.04,0.141,0.117,-0.023
Ernie Clement,20352,0.299,0.318,0.452,10.274,3.082,2.397,0.313,0.335,0.275,-0.06,292,30,676391,0.274,0.305,0.403,9.936,3.887,2.438,0.288,0.306,0.29,-0.016,1092,0.025,0.013,0.049,0.338,-0.805,-0.041,0.025,0.029,-0.014,-0.043,hitter,0.027,0.009,0.055,0.714,-1.593,0.186,0.028,0.024,-0.019,-0.043
Esmerlyn Valdez,29005,0.087,0.16,0.348,44,8,12,0,0.221,0.255,0.034,25,22,699013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteury Ruiz,21780,0.238,0.329,0.54,31.507,9.589,5.479,0.297,0.37,0.286,-0.084,73,27,665923,0.232,0.292,0.352,24.659,5.204,3.222,0.295,0.284,0.27,-0.013,585,0.006,0.036,0.188,6.848,4.385,2.258,0.002,0.086,0.016,-0.071,hitter,0.008,0.032,0.194,7.224,3.596,2.484,0.005,0.082,0.011,-0.07
Eugenio Suarez,12552,0.217,0.28,0.386,32.967,8.242,4.945,0.29,0.294,0.278,-0.016,182,34,553993,0.237,0.308,0.492,29.191,7.578,8.018,0.274,0.34,0.324,-0.016,1991,-0.021,-0.028,-0.106,3.776,0.664,-3.073,0.016,-0.046,-0.046,0,hitter,-0.018,-0.032,-0.101,4.152,-0.124,-2.846,0.019,-0.051,-0.05,0.001
Evan Carter,27790,0.176,0.292,0.321,23.581,12.664,4.367,0.209,0.281,0.294,0.013,229,23,694497,0.232,0.321,0.393,21.553,9.151,4.034,0.277,0.314,0.304,-0.009,457,-0.056,-0.029,-0.072,2.028,3.513,0.333,-0.068,-0.033,-0.01,0.022,hitter,-0.054,-0.034,-0.066,2.403,2.724,0.56,-0.065,-0.037,-0.015,0.023
Everson Pereira,23695,0.239,0.297,0.433,29.73,5.405,6.757,0.302,0.318,0.304,-0.015,74,25,677592,0.141,0.222,0.234,38.462,9.188,4.06,0.21,0.21,0.249,0.039,176,0.098,0.075,0.198,-8.732,-3.783,2.697,0.092,0.109,0.055,-0.054,hitter,0.1,0.07,0.204,-8.356,-4.571,2.924,0.095,0.104,0.051,-0.053
Ezequiel Duran,23733,0.277,0.33,0.423,25.641,7.265,3.846,0.364,0.331,0.304,-0.027,234,27,677649,0.242,0.285,0.33,24.445,4.395,2.763,0.316,0.271,0.262,-0.009,943,0.035,0.046,0.092,1.196,2.87,1.083,0.049,0.06,0.042,-0.017,hitter,0.038,0.041,0.098,1.572,2.081,1.31,0.052,0.055,0.038,-0.017
Ezequiel Tovar,24064,0.214,0.262,0.333,28.137,5.703,5.323,0.281,0.264,0.294,0.03,263,24,678662,0.26,0.293,0.432,27.011,4.28,6.129,0.332,0.311,0.302,-0.009,1700,-0.046,-0.031,-0.099,1.126,1.424,-0.806,-0.051,-0.047,-0.008,0.038,hitter,-0.044,-0.036,-0.093,1.502,0.635,-0.579,-0.048,-0.051,-0.013,0.039
Felix Reyes,28763,0.158,0.158,0.263,23.684,0,5.263,0.179,0.182,0.233,0.051,38,25,694025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fernando Tatis Jr.,19709,0.278,0.344,0.344,20.712,9.061,7.12,0.349,0.31,0.349,0.039,309,27,665487,0.269,0.356,0.458,19.874,10.992,8.05,0.306,0.352,0.374,0.021,1764,0.01,-0.011,-0.114,0.838,-1.93,-0.93,0.043,-0.042,-0.025,0.017,hitter,0.012,-0.016,-0.108,1.214,-2.719,-0.703,0.046,-0.047,-0.029,0.018
Francisco Alvarez,26121,0.242,0.318,0.394,23.333,8.667,11.333,0.29,0.317,0.336,0.02,150,24,682626,0.242,0.319,0.429,25.865,9.139,6.493,0.295,0.326,0.31,-0.016,1042,0,-0.002,-0.035,-2.531,-0.472,4.841,-0.005,-0.009,0.026,0.036,hitter,0.003,-0.006,-0.03,-2.155,-1.261,5.068,-0.002,-0.014,0.022,0.036
Francisco Lindor,12916,0.226,0.314,0.355,18.095,10.476,6.667,0.264,0.302,0.34,0.038,105,32,596019,0.268,0.344,0.477,18.288,8.715,7.437,0.289,0.354,0.356,0.003,2108,-0.042,-0.03,-0.123,-0.193,1.761,-0.77,-0.025,-0.052,-0.016,0.035,hitter,-0.04,-0.034,-0.117,0.183,0.972,-0.543,-0.022,-0.057,-0.021,0.036
Freddie Freeman,5361,0.28,0.368,0.474,16.452,11.613,8.387,0.306,0.368,0.378,0.011,310,36,518692,0.295,0.376,0.502,18.36,10.486,7.025,0.334,0.373,0.363,-0.011,1995,-0.016,-0.008,-0.028,-1.908,1.127,1.362,-0.027,-0.006,0.016,0.021,hitter,-0.013,-0.013,-0.022,-1.532,0.338,1.589,-0.024,-0.01,0.011,0.022
Freddy Fermin,21840,0.148,0.243,0.262,20.423,9.859,2.113,0.163,0.234,0.266,0.032,142,31,666023,0.261,0.307,0.358,18.64,5.758,3.221,0.309,0.292,0.278,-0.013,950,-0.113,-0.064,-0.095,1.782,4.101,-1.108,-0.146,-0.058,-0.012,0.046,hitter,-0.111,-0.069,-0.09,2.158,3.313,-0.881,-0.143,-0.063,-0.016,0.046
Gabriel Arias,22563,0.235,0.278,0.441,38.889,5.556,8.333,0.333,0.313,0.305,-0.008,36,26,672356,0.219,0.272,0.361,33.993,5.686,6.252,0.316,0.275,0.286,0.011,977,0.016,0.006,0.081,4.896,-0.131,2.081,0.018,0.037,0.018,-0.019,hitter,0.018,0.002,0.086,5.272,-0.919,2.308,0.021,0.033,0.014,-0.019
Gabriel Gonzalez,28833,0.5,0.75,0.5,0,50,0,0.5,0.574,0.424,-0.15,4,22,694224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabriel Moreno,22664,0.264,0.346,0.442,18.085,10.106,6.915,0.294,0.346,0.364,0.017,188,26,672515,0.278,0.351,0.412,16.655,9.973,4.835,0.317,0.333,0.334,0.002,1040,-0.014,-0.005,0.03,1.43,0.133,2.079,-0.024,0.013,0.029,0.016,hitter,-0.012,-0.01,0.036,1.806,-0.655,2.306,-0.021,0.009,0.025,0.016
Gabriel Rincones Jr.,31958,0.1,0.1,0.4,30,0,10,0,0.206,0.195,-0.011,10,25,687282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gage Workman,27573,0.158,0.158,0.395,42.105,0,13.158,0.2,0.232,0.31,0.078,38,26,669398,0.188,0.235,0.25,41.176,5.882,5.882,0.333,0.218,0.312,0.094,17,-0.03,-0.077,0.145,0.929,-5.882,7.276,-0.133,0.014,-0.002,-0.016,hitter,-0.027,-0.082,0.15,1.305,-6.671,7.502,-0.13,0.009,-0.006,-0.015
Garrett Mitchell,27555,0.258,0.357,0.432,34.685,12.613,7.658,0.404,0.344,0.341,-0.003,222,27,669003,0.238,0.321,0.408,32.07,10.308,4.581,0.344,0.319,0.302,-0.017,375,0.02,0.036,0.024,2.614,2.304,3.076,0.06,0.026,0.039,0.013,hitter,0.022,0.032,0.029,2.99,1.516,3.303,0.063,0.021,0.035,0.014
Garrett Stubbs,18067,0.2,0.292,0.2,16.667,4.167,0,0.235,0.239,0.268,0.029,24,33,596117,0.205,0.29,0.264,25.904,8.683,0,0.281,0.255,0.237,-0.017,313,-0.005,0.002,-0.064,-9.238,-4.516,0,-0.046,-0.016,0.031,0.047,hitter,-0.003,-0.003,-0.058,-8.862,-5.305,0.227,-0.043,-0.02,0.027,0.047
Gary Sanchez,11442,0.227,0.37,0.473,19.259,17.037,6.667,0.234,0.373,0.366,-0.007,135,33,596142,0.223,0.301,0.417,26.675,7.568,7.196,0.258,0.312,0.317,0.005,648,0.004,0.07,0.056,-7.416,9.469,-0.529,-0.024,0.061,0.049,-0.011,hitter,0.006,0.065,0.062,-7.04,8.68,-0.303,-0.021,0.056,0.045,-0.011
Gavin Sheets,19901,0.225,0.314,0.445,22.881,10.593,5.508,0.25,0.333,0.329,-0.005,236,30,657757,0.242,0.309,0.398,20.101,8.246,5.643,0.278,0.308,0.324,0.017,1390,-0.017,0.005,0.047,2.781,2.347,-0.135,-0.028,0.026,0.004,-0.022,hitter,-0.015,-0,0.053,3.157,1.559,0.092,-0.025,0.021,-0,-0.021
George Springer,12856,0.215,0.309,0.374,18.142,11.062,5.752,0.236,0.307,0.313,0.007,226,36,543807,0.272,0.358,0.475,18.79,10.724,8.616,0.3,0.36,0.367,0.008,1883,-0.056,-0.048,-0.1,-0.649,0.338,-2.864,-0.063,-0.053,-0.054,-0.001,hitter,-0.054,-0.053,-0.095,-0.273,-0.451,-2.637,-0.06,-0.058,-0.058,-0
George Valera,22541,0.216,0.237,0.297,21.053,2.632,0,0.276,0.236,0.198,-0.038,38,25,671655,0.22,0.333,0.415,27.083,14.583,2.083,0.269,0.33,0.266,-0.063,48,-0.003,-0.096,-0.117,-6.031,-11.952,-2.083,0.007,-0.094,-0.068,0.026,hitter,-0.001,-0.101,-0.112,-5.655,-12.74,-1.856,0.01,-0.098,-0.072,0.026
Geraldo Perdomo,22799,0.246,0.354,0.362,12.329,14.041,2.055,0.268,0.324,0.336,0.011,292,26,672695,0.282,0.376,0.432,12.835,12.208,3.708,0.305,0.353,0.332,-0.022,1603,-0.036,-0.022,-0.07,-0.506,1.833,-1.653,-0.037,-0.029,0.004,0.033,hitter,-0.034,-0.026,-0.064,-0.13,1.045,-1.426,-0.034,-0.034,-0.001,0.033
