Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,Age,1B,2B,3B,BB,IBB,HBP,SF,SH,SO,H,AB,NameASCII,PlayerId,MLBAMID
"Jordan Walker","STL",117,465,16,51,51,7,0.079569892,0.223655913,0.169047619,0.331125827,0.276190476,0.341935483,0.445238095,0.34120334848280875,0.332,115.750595255548,-0.13637573178857565,8.9369892776255,-15.133743286132812,0.9576213170132242,21,79,19,2,37,0,6,2,0,104,116,420,"Jordan Walker",27475,691023
"Kerry Carpenter","DET",118,459,20,57,64,6,0.069716775,0.250544662,0.193779905,0.338028169,0.277511961,0.339869281,0.471291866,0.3471669535103597,0.336,122.57304747765323,0.11947134602814913,12.534149321236589,-7.224031627178192,2.1013692049824866,25,77,17,2,32,3,8,1,0,115,116,418,"Kerry Carpenter",25961,681481
"Connor Joe","PIT",133,472,11,63,42,3,0.105932203,0.233050847,0.174334141,0.310580204,0.246973365,0.33898305,0.421307506,0.3324202748678498,0.329,105.7860448464442,-2.7721427334472537,0.6111708469066279,-1.7725210189819336,1.4834571072144795,30,56,31,4,50,0,8,1,0,110,102,413,"Connor Joe",16572,656582
"Adam Frazier","BAL",141,455,13,59,60,11,0.07032967,0.149450549,0.155339805,0.258258258,0.240291262,0.3,0.395631067,0.3024059746000502,0.301,92.97407895874062,1.4045375543646514,-2.4258898843333307,-8.87388026714325,0.4313745786317028,31,63,21,2,32,0,4,2,4,68,99,412,"Adam Frazier",15223,624428
"Yordan Alvarez","HOU",114,496,31,77,97,0,0.139112903,0.18548387,0.290243903,0.305841924,0.292682926,0.407258064,0.582926829,0.41548739759111114,0.435,170.27996121295638,-4.503050554078072,37.26515023137129,-11.146146774291992,4.30308677901594,26,64,24,1,69,5,13,4,0,92,120,410,"Yordan Alvarez",19556,670541
"Geraldo Perdomo","ARI",144,495,6,71,47,16,0.129292929,0.173737373,0.113022113,0.294670846,0.245700245,0.353430353,0.358722358,0.3190640396128098,0.275,97.7894064025903,1.8116429592482746,0.456039823857447,5.718215584754944,2.2928756095487164,23,70,20,4,64,1,6,4,14,86,100,407,"Geraldo Perdomo",22799,672695
"Michael Conforto","SFG",125,470,15,58,58,4,0.112765957,0.225531914,0.145320197,0.283737024,0.238916256,0.334042553,0.384236453,0.31473789271366953,0.33,98.51047440163379,-1.15442811883986,-2.0217180152159036,-6.172672003507614,0.7753634009375837,30,68,14,0,53,4,7,4,0,106,97,406,"Michael Conforto",16376,624424
"Nolan Gorman","STL",119,464,27,59,76,7,0.114224137,0.318965517,0.241379311,0.296137339,0.236453201,0.327586206,0.477832512,0.34451707431616074,0.354,117.97206461394936,0.14705981267616153,10.47787065727416,-3.9202717542648315,2.226065255406599,23,52,17,0,53,1,3,2,0,148,96,406,"Nolan Gorman",22263,669357
"Ryan Noda","OAK",128,495,16,63,54,3,0.155555555,0.343434343,0.177339901,0.346846846,0.229064039,0.363636363,0.40640394,0.3417060802340025,0.334,121.55259382088079,0.5089483242481947,13.292081737450221,-9.281294226646423,2.0950861889236467,27,54,22,1,77,1,10,2,0,170,93,406,"Ryan Noda",23312,676116
"Ezequiel Duran","TEX",122,439,14,55,46,8,0.052391799,0.273348519,0.167487685,0.357664233,0.275862068,0.324200913,0.443349753,0.3301085409637992,0.319,109.58238820722892,-2.561582321766764,2.478885653652199,-4.405464053153992,1.3112534247332415,24,74,22,2,23,1,7,2,1,120,112,406,"Ezequiel Duran",23733,677649
"Wilmer Flores","SFG",126,454,23,51,60,0,0.09030837,0.138766519,0.224691358,0.285714285,0.283950617,0.35462555,0.508641975,0.36799263098908314,0.333,134.21160817613304,-3.126564395148307,16.1153288208063,-8.56024843454361,2.291648904208796,31,70,22,0,41,1,5,3,0,63,115,405,"Wilmer Flores",5827,527038
"Cedric Mullins","BAL",116,455,15,51,74,19,0.094505494,0.221978021,0.183168317,0.270547945,0.232673267,0.305309734,0.415841584,0.3106494945063031,0.291,98.68784329964069,3.6217912435531616,2.9064229666522317,0.5276005864143372,1.9005916791895896,28,53,23,3,43,1,1,4,3,101,94,404,"Cedric Mullins",17929,656775
"Brandon Marsh","PHI",133,472,12,58,60,10,0.125,0.305084745,0.18069307,0.396825396,0.277227722,0.371549893,0.457920792,0.35825563964050716,0.322,125.11369903648392,2.6746859224513173,17.3595909409931,2.0903837382793427,3.538766930604791,25,69,25,6,59,2,4,4,1,144,112,404,"Brandon Marsh",20202,669016
"Brice Turang","MIL",137,448,6,46,34,26,0.084821428,0.209821428,0.081683168,0.267973856,0.217821782,0.285393258,0.29950495,0.2616598807476662,0.274,60.57603795047585,2.938376186415553,-18.94209851994412,1.921189695596695,-0.1793369723366444,23,70,9,3,38,1,1,2,3,94,88,404,"Brice Turang",22186,668930
"Chas McCormick","HOU",115,457,22,59,70,19,0.087527352,0.256017505,0.215880893,0.330827067,0.272952853,0.353070175,0.488833746,0.36203723531543164,0.341,133.2324821385811,0.029117044061422348,18.22660993395091,-0.7649446725845337,3.3062421192128393,28,69,17,2,40,0,11,2,1,117,110,403,"Chas McCormick",19599,676801
"Harold Ramírez","TBR",122,434,12,58,68,5,0.050691244,0.182027649,0.1475,0.358730158,0.3125,0.352534562,0.46,0.34948756096000494,0.319,127.02561949307439,-1.8622781671583652,12.191657643616692,-12.79263949394226,1.426315969948133,28,92,19,2,22,0,6,6,0,79,125,400,"Harold Ramirez",14387,623912
"Brenton Doyle","COL",126,431,10,48,48,22,0.051044083,0.350348027,0.140350877,0.294605809,0.203007518,0.25,0.343358395,0.2573041712569299,0.258,44.85420964801586,3.156960440799594,-26.287804622407386,17.42029297351837,0.5760988135573074,25,50,16,5,22,0,4,3,3,151,81,399,"Brenton Doyle",25479,686668
"David Peralta","LAD",133,422,7,47,55,4,0.047393364,0.170616113,0.121827411,0.295950155,0.258883248,0.293838862,0.380710659,0.29040562073012144,0.309,81.92842850689294,-3.122163093648851,-12.569879076403302,-3.988219976425171,-0.22128179143507343,35,69,25,1,20,1,2,6,0,72,102,394,"David Peralta",2136,444482
"Donovan Solano","MIN",134,450,5,43,38,0,0.088888888,0.222222222,0.109137056,0.365517241,0.281725888,0.368888888,0.390862944,0.3378125222063808,0.351,115.57720709965879,-2.9259572993032634,5.47318010277413,-9.071905374526978,1.1821809043554348,35,79,26,1,40,1,15,1,0,100,111,394,"Donovan Solano",8623,456781
"Luis Rengifo","LAA",126,445,16,55,51,6,0.092134831,0.184269662,0.180203046,0.293333333,0.26395939,0.339325842,0.444162436,0.3388325566656134,0.323,113.84941349505426,-0.5046823751181364,6.879866534042537,-5.558886766433716,1.6556389694840126,26,69,15,4,41,0,6,4,0,82,104,394,"Luis Rengifo",19858,650859
"Andrew McCutchen","PIT",112,473,12,55,43,11,0.158562367,0.21141649,0.141025641,0.312056737,0.256410256,0.378435517,0.397435897,0.34528914220252277,0.353,114.41312985558325,-1.5734956678934395,6.872248035160251,-10.015656530857086,1.2891994740021302,36,69,19,0,75,1,4,4,0,100,100,390,"Andrew McCutchen",9847,457705
"Jon Berti","MIA",133,424,7,53,33,16,0.068396226,0.181603773,0.110824743,0.348534201,0.293814432,0.343601895,0.404639175,0.32509535508496423,0.324,100.8400933680495,1.9699498270638287,2.411227415142895,4.519227743148804,2.1277146984408133,33,88,16,3,29,2,2,3,2,77,114,388,"Jon Berti",12037,542932
"Christopher Morel","CHC",107,429,26,62,70,6,0.083916083,0.31002331,0.260309278,0.303030303,0.24742268,0.313084112,0.507731958,0.3471691190639389,0.34,120.833522385061,2.469097640365362,13.54141317569536,-11.996745109558105,1.6075988206833542,24,50,17,3,36,0,2,2,1,133,96,388,"Christopher Morel",21897,666624
"Elly De La Cruz","CIN",98,427,13,67,44,35,0.081967213,0.337236533,0.175257732,0.336206896,0.234536082,0.300469483,0.409793814,0.3045737095194787,0.303,83.20936490293937,6.617759385146201,-2.264295578299114,5.940893650054932,1.8134130123360876,21,56,15,7,35,3,2,1,1,144,91,388,"Elly De La Cruz",26668,682829
"Miguel Rojas","LAD",125,423,5,49,31,8,0.061465721,0.113475177,0.085714286,0.255192878,0.236363636,0.289786223,0.322077922,0.2710404943966809,0.284,68.94635426938943,-0.3911616113036871,-16.664303808796873,8.788166999816895,0.647850065704736,34,69,16,1,26,0,5,5,2,48,91,385,"Miguel Rojas",7802,500743
"Yan Gomes","CHC",116,419,10,44,63,1,0.050119331,0.193317422,0.141361257,0.308724832,0.267015706,0.315035799,0.408376963,0.31168321202816573,0.321,97.04433187882447,-0.9944575172849,-2.528679313415491,-0.8635387420654297,1.0814221570423572,35,70,20,2,21,1,9,7,0,81,102,382,"Yan Gomes",9627,543228
"Francisco Alvarez","NYM",123,423,25,51,63,2,0.08037825,0.260047281,0.227748691,0.221774193,0.209424083,0.283687943,0.437172774,0.30967692195946445,0.305,96.67268301161685,-2.7865483132191002,-4.530172973518498,20.19312834739685,2.9951095333053974,21,43,12,0,34,0,6,1,0,110,80,382,"Francisco Alvarez",26121,682626
"Riley Greene","DET",99,416,11,51,37,7,0.084134615,0.274038461,0.158730159,0.384313725,0.288359788,0.348557692,0.447089947,0.3442904625374537,0.365,120.5792885330737,2.0030057816766202,12.260853917368301,-2.9300778210163116,2.355044589150484,22,75,19,4,35,0,1,2,0,114,109,378,"Riley Greene",25976,682985
"Brandon Lowe","TBR",109,436,21,58,68,7,0.114678899,0.272935779,0.212201592,0.275,0.23076923,0.327981651,0.442970822,0.33392042878570904,0.338,116.23569895923764,1.24275638256222,9.724596028878896,4.02965784072876,2.8646332664228726,28,50,15,1,50,0,6,3,0,119,87,377,"Brandon Lowe",18882,664040
"Alex Call","WSN",128,439,8,43,38,9,0.120728929,0.177676537,0.106666666,0.230240549,0.2,0.307339449,0.306666666,0.280149260108624,0.293,73.710887600171,-0.5775957615114748,-14.875056129842179,5.8278548419475555,0.5852867819087632,28,52,14,1,53,0,6,2,3,78,75,375,"Alex Call",19296,669743
"Elvis Andrus","CHW",112,406,6,39,44,12,0.061576354,0.174876847,0.106951872,0.294314381,0.251336898,0.303703703,0.35828877,0.2901096789553614,0.267,81.33249785568192,0.6647036834619939,-8.416529381547214,6.747172117233276,1.2238935085487919,34,67,20,1,25,1,4,2,1,71,94,374,"Elvis Andrus",8709,462101
"Jace Peterson","- - -",134,430,6,35,37,15,0.109302325,0.23488372,0.096256685,0.27037037,0.211229946,0.303738317,0.307486631,0.27471115989304484,0.287,73.48905407428555,2.112191630527377,-11.779770577712995,1.1466526240110397,0.4083952916858027,33,59,10,4,47,2,4,3,2,101,79,374,"Jace Peterson",12325,607054
"Alek Thomas","ARI",125,402,9,51,39,9,0.047263681,0.213930348,0.144385026,0.273049645,0.229946524,0.2725,0.37433155,0.2781827608146763,0.291,70.38324404954791,4.829077270347625,-9.920582332010675,-0.8909984827041626,0.28398122579605745,23,55,17,5,19,1,4,3,2,86,86,374,"Alek Thomas",23792,677950
"Anthony Rizzo","NYY",99,421,12,45,41,0,0.083135391,0.2304038,0.134048257,0.298113207,0.243967828,0.327790973,0.378016085,0.3123796258653913,0.319,97.27050951714668,-3.6037676096893847,-4.980648138782227,-1.6298036575317383,0.7825477988311833,33,65,14,0,35,1,12,1,0,97,91,373,"Anthony Rizzo",3473,519203
"Paul DeJong","- - -",112,400,14,41,38,4,0.0525,0.3025,0.147849462,0.263598326,0.206989247,0.2575,0.354838709,0.2664926388859749,0.278,65.33854438764061,-2.1359222575556487,-18.996987381225665,10.378057956695557,0.4974456194171384,29,50,13,0,21,0,5,2,0,121,77,372,"Paul DeJong",18015,657557
"Jarred Kelenic","SEA",105,416,11,44,49,13,0.098557692,0.317307692,0.166666666,0.359307359,0.252688172,0.326923076,0.419354838,0.3208089595280805,0.333,109.46470919036793,0.8253615228459239,5.543092622599293,-4.568502992391586,1.521786549999037,23,56,25,2,41,4,1,2,0,132,94,372,"Jarred Kelenic",22558,672284
"Alejandro Kirk","TOR",123,422,8,34,43,0,0.099526066,0.106635071,0.107526881,0.264797507,0.25,0.334123222,0.357526881,0.30811405875620534,0.32,95.66103391390027,-6.6604335736483335,-8.854406605189816,17.419264316558838,2.2992162785107206,24,69,16,0,42,1,6,2,0,45,93,372,"Alejandro Kirk",22581,672386
"Giancarlo Stanton","NYY",101,415,24,43,60,0,0.09879518,0.29879518,0.229110512,0.209821428,0.191374663,0.274698795,0.420485175,0.29652856594150506,0.325,86.28379243651311,-2.778044148348272,-9.598520752829668,-10.865594387054443,-0.6194520581632131,33,34,13,0,41,3,2,1,0,124,71,371,"Giancarlo Stanton",4949,519317
"Connor Wong","BOS",126,403,9,55,36,8,0.05459057,0.332506203,0.150943396,0.340611353,0.234501347,0.2875,0.385444743,0.2923597490787506,0.274,77.63596878839373,-0.39893063018098474,-11.198034393773494,-0.6628820896148682,0.1973431049108363,27,51,25,2,22,0,6,1,3,134,87,371,"Connor Wong",19896,657136
"Kevin Kiermaier","TOR",129,408,8,58,36,14,0.071078431,0.210784313,0.154054054,0.321428571,0.264864864,0.321867321,0.418918918,0.32002447878699336,0.3,103.91640710775144,3.0850443094968796,4.999655405295877,9.07960557937622,2.801155429901219,33,63,21,6,29,0,4,4,1,86,98,370,"Kevin Kiermaier",11038,595281
"Sean Murphy","ATL",108,438,21,65,68,0,0.111872146,0.223744292,0.227027027,0.285714285,0.251351351,0.365296803,0.478378378,0.3661682854776513,0.395,129.81157993143088,-1.5765699008479714,14.599669343176362,19.97114658355713,4.931378221639636,28,51,21,0,49,0,18,1,0,98,93,370,"Sean Murphy",19352,669221
"Aaron Judge","NYY",106,458,37,79,75,3,0.192139737,0.283842794,0.346049047,0.30049261,0.267029972,0.406113537,0.613079019,0.4203612742020452,0.461,172.1149568835673,-2.4134276900440454,37.16179838689959,-5.613023042678833,4.7143980707657995,31,45,16,0,88,9,0,3,0,130,98,367,"Aaron Judge",15640,592450
"Nolan Jones","COL",106,424,20,60,62,20,0.125,0.297169811,0.245231608,0.4009009,0.297002724,0.389150943,0.542234332,0.3949954907571335,0.362,137.16029125228062,2.0541643667966127,21.573427724623567,1.6739087104797363,3.7547933368686297,25,63,22,4,53,3,3,1,0,126,109,367,"Nolan Jones",20529,666134
"Joey Wiemer","MIL",132,410,13,48,42,11,0.087804878,0.282926829,0.158038147,0.258333333,0.204359673,0.282926829,0.36239782,0.2836983487373445,0.289,75.35027812823239,0.626149820163846,-11.894138730079742,8.911332726478577,1.0917532625329054,24,43,19,0,36,0,5,2,0,116,75,367,"Joey Wiemer",27690,686894
"Matt McLain","CIN",89,403,16,65,50,14,0.076923076,0.285359801,0.216438357,0.384615384,0.290410958,0.357320099,0.506849315,0.37022914425019293,0.332,127.22372933793066,0.40347007708624005,13.995086899635275,3.6704057455062866,3.1270321216581354,23,63,23,4,31,0,7,0,0,115,106,365,"Matt McLain",29695,680574
"Yasmani Grandal","CHW",118,405,8,33,33,0,0.088888888,0.212345679,0.104683196,0.284132841,0.234159779,0.308641975,0.338842975,0.28788576459530557,0.282,79.79105406562522,-3.824798190034926,-13.63168727555762,0.230307936668396,0.05058104974919814,34,63,14,0,36,1,4,2,0,86,85,363,"Yasmani Grandal",11368,518735
"Martín Maldonado","HOU",117,407,15,33,36,0,0.073710073,0.341523341,0.157458564,0.259615384,0.190607734,0.258227848,0.348066298,0.26609674631794794,0.267,66.73402624639228,-1.7438482795841992,-17.96670109712807,-4.341199159622192,-0.830705913656866,36,42,12,0,30,0,3,0,12,139,69,362,"Martin Maldonado",6887,455117
"Ramón Laureano","- - -",105,404,9,46,35,12,0.081683168,0.282178217,0.146814404,0.30125523,0.224376731,0.304455445,0.371191135,0.297835903592629,0.307,90.08445084472234,-0.11380149610340595,-4.913685202644478,1.2495554685592651,1.0181307287261736,28,50,18,4,33,0,9,1,0,114,81,361,"Ramon Laureano",17128,657656
"Jose Altuve","HOU",90,410,17,76,51,14,0.107317073,0.173170731,0.211111111,0.347985347,0.311111111,0.392682926,0.522222222,0.3929725340226801,0.331,154.67441575901117,0.03416652465239167,26.89383116644713,0.23966002464294434,4.1097397067133254,33,72,21,2,44,0,5,1,0,71,112,360,"Jose Altuve",5417,514888
"Ramón Urías","BAL",116,396,4,45,42,3,0.068181818,0.255050505,0.111111112,0.35546875,0.263888888,0.328282828,0.375,0.3104307246629638,0.281,98.53620912589554,0.31338580744341016,-0.38116944426189026,-6.178120255470276,0.7020363998350341,29,66,22,3,27,0,8,1,0,101,95,360,"Ramon Urias",18795,602104
"Jesús Sánchez","MIA",125,402,14,43,52,3,0.094527363,0.266169154,0.197222223,0.320833333,0.252777777,0.326683291,0.45,0.33395061001181603,0.35,106.77651613508776,-0.294585800729692,3.080237101874789,-2.7188913822174072,1.3981175478293257,25,51,23,3,38,1,2,1,1,107,91,360,"Jesus Sanchez",19913,660821
"Charlie Blackmon","COL",96,413,8,57,40,4,0.094430992,0.133171912,0.161559888,0.306666666,0.278551532,0.363196125,0.44011142,0.34976621834475535,0.339,106.83930278799092,-1.4930124669335783,2.0062807963841767,-7.202966690063477,0.8811555044093913,36,63,24,5,39,0,11,4,0,55,100,359,"Charlie Blackmon",7859,453568
"Tony Kemp","OAK",124,419,5,42,27,15,0.105011933,0.095465393,0.09470752,0.220820189,0.208913649,0.303398058,0.303621169,0.27555510951477347,0.297,75.70190601884653,0.0345090813934803,-12.16433860457539,-2.5067246556282043,-0.028085291931211398,31,54,13,3,44,0,6,3,7,40,75,359,"Tony Kemp",14894,643393
"Joc Pederson","SFG",121,425,15,59,51,0,0.134117647,0.209411764,0.181564246,0.26848249,0.234636871,0.348235294,0.416201117,0.33089661199892906,0.364,109.34302409597647,0.07191857229918242,4.991122840371242,-12.05890440940857,0.7352337733794878,31,52,14,3,57,6,7,3,0,89,84,358,"Joc Pederson",11899,592626
"Willi Castro","MIN",124,409,9,60,34,33,0.083129584,0.242053789,0.153631285,0.328063241,0.25698324,0.339066339,0.410614525,0.32733484926482137,0.301,108.31490231845902,5.044164525810629,9.119027768668648,1.6951598525047302,2.4789949970501826,26,60,18,5,34,1,12,3,2,99,92,358,"Willi Castro",17338,650489
"Luke Raley","TBR",118,406,19,56,49,14,0.068965517,0.315270935,0.240896359,0.330188679,0.249299719,0.333333333,0.490196078,0.35253314677579906,0.327,129.13658177973497,2.012836509384215,16.186992634498715,-5.30953186750412,2.475030858429185,28,44,23,3,28,0,18,2,1,128,89,357,"Luke Raley",19354,670042
"Taylor Ward","LAA",97,409,14,60,47,4,0.095354523,0.195599022,0.168539326,0.283582089,0.252808988,0.334963325,0.421348314,0.32904749321762683,0.338,107.06717153550713,-1.777739582117647,1.6856513776389948,-1.7029600143432617,1.3989052492348872,29,58,18,0,39,0,8,6,0,80,90,356,"Taylor Ward",17548,621493
"Andy Ibáñez","DET",114,383,11,42,41,1,0.062663185,0.180156657,0.168539326,0.299638989,0.264044943,0.311518324,0.432584269,0.32042958552300616,0.331,104.0407916557459,-0.662665065843612,1.1917109900241014,2.6135386377573013,1.691043528259883,30,58,23,2,24,0,1,1,1,69,94,356,"Andy Ibanez",18819,628451
"Michael A. Taylor","MIN",129,388,21,48,51,13,0.067010309,0.335051546,0.222535212,0.27804878,0.219718309,0.277922077,0.442253521,0.3075469349885916,0.306,94.59946519231728,3.008646999951452,0.4979108628590807,6.063975930213928,1.9830511308997636,32,42,14,1,26,0,3,1,3,130,78,355,"Michael A. Taylor",11489,572191
"Yainer Diaz","HOU",104,377,23,51,60,0,0.029177718,0.196286472,0.256338029,0.291666666,0.28169014,0.307692307,0.538028169,0.3535316546968819,0.357,127.33707777374698,-1.6875948407687247,10.661240984742335,1.1865359544754028,2.47247710277143,24,55,22,0,11,0,5,6,0,74,100,355,"Yainer Diaz",23003,673237
"Edward Olivares","KCR",107,385,12,47,36,11,0.057142857,0.166233766,0.189265537,0.289285714,0.262711864,0.316883116,0.451977401,0.32886485817531746,0.338,104.25828861434789,0.3990916209295392,2.363484726004114,-11.353561401367188,0.421974606766658,27,54,23,4,22,1,7,2,0,64,93,354,"Edward Olivares",19698,658668
"Robbie Grossman","TEX",115,420,10,56,49,1,0.135714285,0.233333333,0.155807366,0.292490118,0.237960339,0.34047619,0.393767705,0.3225277374188105,0.306,104.32796710273566,-0.9075383725576103,1.2705014685587774,-11.83727216720581,0.38460903526649937,33,50,23,1,57,0,2,8,0,98,84,353,"Robbie Grossman",5254,543257
"Brett Baty","NYM",108,389,9,41,34,2,0.074550128,0.280205655,0.110481586,0.279661016,0.212464589,0.275324675,0.322946175,0.26559004210806514,0.3,67.1175364416498,-0.5879363412968814,-16.434401740663287,-1.4695074558258057,-0.4672955691924191,23,54,12,0,29,0,2,1,1,109,75,353,"Brett Baty",26123,683146
"Mike Moustakas","- - -",112,386,12,43,48,0,0.059585492,0.246113989,0.144886364,0.296442687,0.24715909,0.292746113,0.392045454,0.29388478963406056,0.27,77.7008246166718,-1.9480853374116123,-12.250868187576373,-5.35584831237793,-0.43876133573342,34,60,15,0,23,1,3,8,0,95,87,352,"Mike Moustakas",4892,519058
"Jazz Chisholm Jr.","MIA",97,383,19,50,51,22,0.067885117,0.308093994,0.207386363,0.31797235,0.25,0.303664921,0.457386363,0.325198130145747,0.307,100.90899214236536,3.8308086725883186,4.262106589812892,1.4332964271306992,1.865639261724568,25,55,12,2,26,0,2,2,1,118,88,352,"Jazz Chisholm Jr.",20454,665862
"Ryan O'Hearn","BAL",112,368,14,48,60,5,0.040760869,0.222826086,0.190751445,0.339920948,0.289017341,0.321525885,0.479768786,0.33921512708272017,0.324,118.48730938288281,-0.9800101877190173,7.17180088977954,-4.318926811218262,1.5447071244234654,29,63,22,1,15,2,3,3,1,82,100,346,"Ryan O'Hearn",16442,656811
"Seth Brown","OAK",112,378,14,33,52,3,0.079365079,0.267195767,0.183673469,0.269565217,0.221574344,0.286472148,0.405247813,0.29775907780895844,0.322,91.09196314354125,-2.543678817804903,-6.578333621560874,-9.929250717163086,-0.3516241608687478,30,42,19,1,30,1,2,2,1,101,76,343,"Seth Brown",18171,664913
"Gabriel Moreno","ARI",111,380,7,33,50,6,0.076315789,0.197368421,0.123167155,0.338345864,0.284457478,0.339473684,0.407624633,0.324646742720353,0.314,101.53196221865612,-2.5939499670639634,-1.8727592809731741,11.873827457427979,2.284824621261188,23,70,19,1,29,0,3,7,0,75,97,341,"Gabriel Moreno",22664,672515
"Brandon Belt","TOR",103,404,19,53,43,0,0.150990099,0.3490099,0.235988201,0.370165745,0.253687315,0.368811881,0.489675516,0.3690375660548435,0.336,137.88845223571215,-2.1781242778524756,16.16278268597994,-8.346195936203003,2.1629590956080826,35,44,23,0,61,1,2,2,0,141,86,339,"Brandon Belt",10264,474832
"Chris Taylor","LAD",117,384,15,51,56,16,0.106770833,0.325520833,0.183431953,0.326633165,0.23668639,0.325520833,0.420118343,0.32349542594704955,0.312,104.11131027249677,1.5388997104018927,3.4947244514426217,-3.281134605407715,1.322394818156028,32,49,15,1,41,2,4,1,0,125,80,338,"Chris Taylor",13757,621035
"Jose Siri","TBR",101,364,25,58,56,12,0.054945054,0.357142857,0.272189349,0.268817204,0.221893491,0.26721763,0.49408284,0.31864430063683796,0.298,105.64747969408702,2.2411613264121115,4.70429873461083,8.563070178031921,2.5695164271293205,27,35,13,2,20,0,2,3,1,130,75,338,"Jose Siri",17452,642350
"Edouard Julien","MIN",109,408,16,60,37,3,0.156862745,0.31372549,0.195266272,0.370558375,0.263313609,0.38083538,0.458579881,0.3659617376561833,0.345,135.08804534478705,-1.1852187579497695,15.96824846308138,-2.3459530621767044,2.755587963469917,24,56,16,1,64,0,2,3,1,128,89,338,"Edouard Julien",27534,666397
"Mike Tauchman","CHC",108,401,8,64,48,7,0.139650872,0.21446384,0.12462908,0.31300813,0.252225519,0.3625,0.376854599,0.32999701980958906,0.345,109.32161879635142,0.1451252242550254,4.775905440072273,-1.7496675252914429,1.6604656688663697,32,59,18,0,56,1,4,3,1,86,85,337,"Mike Tauchman",15274,643565
"Kyle Farmer","MIN",120,369,11,49,46,2,0.062330623,0.23306233,0.151785715,0.311203319,0.25595238,0.31707317,0.407738095,0.3156609995578363,0.313,100.22350120154006,-1.4069475894793868,-1.3081289644724345,3.2461501359939575,1.456904804218308,32,59,14,2,23,0,8,2,0,86,86,336,"Kyle Farmer",14813,571657
"Jake Fraley","CIN",111,380,15,41,65,21,0.097368421,0.186842105,0.1875,0.282868525,0.25595238,0.339473684,0.44345238,0.33845560244782263,0.328,105.92324973535287,1.2218139497563243,4.01025904879644,-6.305740058422089,1.0586434554104787,28,53,18,0,37,2,6,1,0,71,86,336,"Jake Fraley",19260,641584
"Miguel Cabrera","DET",98,370,4,21,34,0,0.083783783,0.2,0.095808384,0.316602316,0.257485029,0.321621621,0.353293413,0.2990104895991248,0.301,89.19474677492254,-4.182017071638256,-8.972389196868699,-10.239111319184303,-0.6486481369501077,40,62,20,0,31,0,2,3,0,74,86,334,"Miguel Cabrera",1744,408234
"Jason Heyward","LAD",124,377,15,56,40,2,0.090185676,0.169761273,0.203592815,0.290697674,0.269461077,0.339572192,0.473053892,0.34772834445452244,0.319,120.35667534982817,-1.3205747343599796,8.186932370268861,1.624441385269165,2.2557439536519954,33,52,23,0,34,1,3,3,0,64,90,334,"Jason Heyward",4940,518792
"Yoán Moncada","CHW",92,357,11,39,40,1,0.056022408,0.299719887,0.164670659,0.350230414,0.260479041,0.305322128,0.4251497,0.3148423904130439,0.314,98.47528229579532,-0.6521697673015296,-1.304383948526944,0.4231865406036377,1.1346850557712107,28,55,20,1,20,0,2,1,0,107,87,334,"Yoan Moncada",17232,660162
"Ji Hwan Bae","PIT",111,371,2,54,32,24,0.080862533,0.247978436,0.080838323,0.309917355,0.230538922,0.296195652,0.311377245,0.2718505784869194,0.264,65.1810789184691,2.883235540241003,-13.119995572380404,-0.48415613174438477,-0.0995233766955573,23,56,17,2,30,0,2,2,3,92,77,334,"Ji Hwan Bae",23818,678225
"Jarren Duran","BOS",102,362,8,46,40,24,0.066298342,0.248618784,0.186746988,0.381355932,0.295180722,0.346260387,0.48192771,0.3536087824238671,0.319,120.08901634838955,7.218501754105091,15.932145921817906,-3.22780666872859,2.5065234635913045,26,54,34,2,24,1,3,2,0,90,98,332,"Jarren Duran",24617,680776
"Jake Rogers","DET",107,365,21,47,49,1,0.076712328,0.323287671,0.223564955,0.268041237,0.220543806,0.285714285,0.444108761,0.31212825974920294,0.321,98.28696080097072,-0.2522384487092495,-1.0014297800985237,14.502689957618713,2.596264005978779,28,41,11,0,28,0,3,2,1,118,73,331,"Jake Rogers",19452,668670
"Mike Yastrzemski","SFG",106,381,15,54,43,2,0.118110236,0.259842519,0.212121212,0.285714285,0.233333333,0.329815303,0.445454545,0.3329232875654038,0.325,110.7016753232538,-0.4565017190761864,4.59470572287814,-1.0518158674240112,1.644219484060729,32,38,23,1,45,3,3,1,2,99,77,330,"Mike Yastrzemski",14854,573262
"Christian Vázquez","MIN",102,355,6,34,32,1,0.070422535,0.230985915,0.094801223,0.279166666,0.22324159,0.279661016,0.318042813,0.26424396899199015,0.265,64.58523028049109,-3.853060489986092,-18.917235535699486,15.819409132003784,0.9067992974131523,32,54,13,0,25,1,1,1,1,82,73,327,"Christian Vazquez",9774,543877
"Brendan Donovan","STL",95,371,11,48,34,5,0.088948787,0.142857142,0.137614679,0.31060606,0.284403669,0.364864864,0.422018348,0.3446159161951231,0.354,118.03832664541609,-0.2976885815151036,7.992962053971452,-5.631464958190918,1.4925312365768861,26,71,10,1,33,2,9,1,1,53,93,327,"Brendan Donovan",24679,680977
